location	population	id
3101163 Jowon 2(i)-dong	66	3101163
31012 Gwonseon-gu	10558	31012
3101252 Seryu 1(il)-dong	1642	3101252
3101253 Seryu 2(i)-dong	2632	3101253
3101254 Seryu 3(sam)-dong	1565	3101254
3101255 Pyeong-dong	1102	3101255
3101256 Seodun-dong	927	3101256
3101257 Guun-dong	615	3101257
3101260 Gwonseon 1(il)-dong	648	3101260
3101261 Gokseon-dong	569	3101261
3101262 Ipbuk-dong	93	3101262
3101263 Geumho-dong	544	3101263
3101264 Gwonseon 2(i)-dong	221	3101264
31013 Paldal-gu	17134	31013
3101353 Ji-dong	2089	3101353
3101354 Uman 1(il)-dong	725	3101354
3101355 Uman 2(i)-dong	262	3101355
3101356 Ingye-dong	2578	3101356
3101367 Maegyo-dong	1520	3101367
3101368 Maesan-dong	2831	3101368
3101369 Godeung-dong	3675	3101369
3101370 Hwaseo 1(il)-dong	1860	3101370
3101371 Hwaseo 2(i)-dong	199	3101371
3101372 Haenggung-dong	1395	3101372
31014 Yeongtong-gu	7843	31014
3101451 Maetan 1(il)-dong	823	3101451
3101452 Maetan 2(i)-dong	534	3101452
3101453 Maetan 3(sam)-dong	955	3101453
3101454 Maetan 4(sa)-dong	433	3101454
3101457 Yeongtong 1(il)-dong	1746	3101457
3101458 Yeongtong 2(i)-dong	954	3101458
3101459 Taejang-dong	457	3101459
3101460 Woncheon-dong	1089	3101460
3101462 Gwoanggyo 1(il)-dong	622	3101462
3101463 Gwoanggyo 2(i)-dong	230	3101463
31020 Seongnam-si	23313	31020
31021 Sujeong-gu	13008	31021
3102151 Sinheung 1(il)-dong	1370	3102151
3102152 Sinheung 2(i)-dong	297	3102152
3102153 Sinheung 3(sam)-dong	688	3102153
3102154 Taepyeong 1(il)-dong	1728	3102154
3102155 Taepyeong 2(i)-dong	416	3102155
3102156 Taepyeong 3(sam)-dong	871	3102156
3102157 Taepyeong 4(sa)-dong	231	3102157
3102158 Sujin 1(il)-dong	3049	3102158
3102159 Sujin 2(i)-dong	2865	3102159
3102160 Dandae-dong	129	3102160
3102161 Sanseong-dong	305	3102161
3102162 Yangji-dong	172	3102162
3102163 Bokjeong-dong	691	3102163
3102164 Sinchon-dong	32	3102164
3102165 Godeung-dong	27	3102165
3102166 Siheung-dong	137	3102166
31022 Jungwon-gu	4783	31022
3102251 Seongnam-dong	909	3102251
3102253 Geumgwang 1(il)-dong	549	3102253
3102254 Geumgwang 2(i)-dong	442	3102254
3102255 Eunhaeng 1(il)-dong	80	3102255
3102256 Eunhaeng 2(i)-dong	233	3102256
3102257 Sangdaewon 1(il)-dong	674	3102257
3102258 Sangdaewon 2(i)-dong	440	3102258
3102259 Sangdaewon 3(sam)-dong	295	3102259
3102260 Hadaewon-dong	215	3102260
3102261 Dochon-dong	126	3102261
3102262 Jungang-dong	820	3102262
31023 Bundang-gu	5522	31023
3102351 Bundang-dong	200	3102351
3102352 Sunae 3(sam)-dong	84	3102352
3102353 Sunae 1(il)-dong	340	3102353
3102354 Sunae 2(i)-dong	64	3102354
3102355 Jeongja 2(i)-dong	128	3102355
3102356 Jeongja 3(sam)-dong	147	3102356
3102358 Seohyeon 1(il)-dong	516	3102358
3102359 Seohyeon 2(i)-dong	91	3102359
3102360 Imae 1(il)-dong	240	3102360
3102361 Imae 2(i)-dong	76	3102361
3102362 Yatap 1(il)-dong	201	3102362
3102363 Yatap 3(sam)-dong	221	3102363
3102364 Yatap 2(i)-dong	119	3102364
3102367 Gumi-dong	329	3102367
3102368 Unjung-dong	363	3102368
3102371 Geumgok-dong	404	3102371
3102372 Gumi 1(il)-dong	206	3102372
3102374 Sampyeong-dong	197	3102374
3102375 Pangyo-dong	208	3102375
3102376 Baekhyeon-dong	235	3102376
3102377 Jeongja 1(il)-dong	924	3102377
3102378 Jeongja-dong	229	3102378
31030 Uijeongbu-si	4872	31030
3103051 Uijeongbu 1(il)-dong	651	3103051
3103052 Uijeongbu 2(i)-dong	478	3103052
3103053 Uijeongbu 3(sam)-dong	296	3103053
3103055 Howon 1(il)-dong	454	3103055
3103056 Jangam-dong	135	3103056
3103057 Singok 1(il)-dong	282	3103057
3103058 Singok 2(i)-dong	260	3103058
3103059 Songsan 1(il)-dong	460	3103059
3103060 Jageum-dong	294	3103060
3103061 Ganeung 1(il)-dong	460	3103061
3103062 Ganeung 2(i)-dong	139	3103062
3103063 Ganeung 3(sam)-dong	184	3103063
3103064 Nogyang-dong	286	3103064
3103065 Howon 2(i)-dong	199	3103065
3103066 Songsan 2(i)-dong	294	3103066
31040 Anyang-si	9425	31040
31041 Manan-gu	6557	31041
3104151 Anyang 1(il)-dong	135	3104151
3104152 Anyang 2(i)-dong	1142	3104152
3104153 Anyang 3(sam)-dong	1013	3104153
3104154 Anyang 4(sa)-dong	397	3104154
3104155 Anyang 5(o)-dong	684	3104155
3104156 Anyang 6(yuk)-dong	642	3104156
3104157 Anyang 7(chil)-dong	189	3104157
3104158 Anyang 8(pal)-dong	508	3104158
3104159 Anyang 9(gu)-dong	95	3104159
3104160 Seoksu 1(il)-dong	138	3104160
3104161 Seoksu 2(i)-dong	557	3104161
3104162 Seoksu 3(sam)-dong	95	3104162
3104163 Bakdal 1(il)-dong	857	3104163
3104164 Bakdal 2(i)-dong	105	3104164
31042 Dongan-gu	2868	31042
3104251 Bisan 1(il)-dong	120	3104251
3104252 Bisan 2(i)-dong	46	3104252
3104253 Bisan 3(sam)-dong	162	3104253
3104254 Buheung-dong	54	3104254
3104255 Daran-dong	90	3104255
3104256 Gwanyang 1(il)-dong	334	3104256
3104257 Gwanyang 2(i)-dong	522	3104257
3104258 Burim-dong	322	3104258
3104259 Pyeongchon-dong	72	3104259
3104260 Pyeongan-dong	75	3104260
3104261 Gwiin-dong	52	3104261
3104262 Hogye 1(il)-dong	350	3104262
3104263 Hogye 2(i)-dong	235	3104263
3104264 Hogye 3(sam)-dong	211	3104264
3104265 Beomgye-dong	102	3104265
3104266 Sinchon-dong	46	3104266
3104267 Galsan-dong	75	3104267
31050 Bucheon-si	24756	31050
31051 Wonmi-gu	12727	31051
3105151 Simgok 1(il)-dong	846	3105151
3105152 Simgok 2(i)-dong	1560	3105152
3105153 Simgok 3(sam)-dong	748	3105153
3105154 Wonmi 1(il)-dong	615	3105154
3105155 Wonmi 2(i)-dong	673	3105155
3105156 Sosa-dong	1359	3105156
3105157 Yeokgok 1(il)-dong	326	3105157
3105158 Yeokgok 2(i)-dong	674	3105158
3105159 Chunui-dong	860	3105159
3105160 Dodang-dong	1759	3105160
3105161 Yakdae-dong	310	3105161
3105162 Jung-dong	617	3105162
3105163 Jung 1(il)-dong	272	3105163
3105164 Jung 2(i)-dong	176	3105164
3105165 Jung 3(sam)-dong	263	3105165
3105166 Jung 4(sa)-dong	188	3105166
3105167 Sang-dong	1062	3105167
3105168 Sang 1(il)-dong	125	3105168
3105169 Sang 2(il)-dong	136	3105169
3105170 Sang 3(sam)-dong	158	3105170
31052 Sosa-gu	7679	31052
3105251 Simgokbon 1(il)-dong	1676	3105251
3105252 Simgokbon-dong	2067	3105252
3105255 Sosabon 3(sam)-dong	480	3105255
3105256 Beombak-dong	97	3105256
3105257 Goean-dong	297	3105257
3105258 Yeokgok 3(sam)-dong	833	3105258
3105259 Songnae 1(il)-dong	354	3105259
3105260 Songnae 2(i)-dong	485	3105260
3105261 Sosabon-dong	1390	3105261
31053 Ojeong-gu	4350	31053
3105351 Seonggok-dong	524	3105351
3105352 Wonjong 1(il)-dong	227	3105352
3105353 Wonjong 2(i)-dong	240	3105353
3105354 Gogangbon-dong	321	3105354
3105355 Gogang 1(il)-dong	183	3105355
3105356 Ojeong-dong	468	3105356
3105357 Sinheung-dong	2387	3105357
31060 Gwangmyeong-si	7124	31060
3106051 Gwangmyeong 1(il)-dong	249	3106051
3106052 Gwangmyeong 2(i)-dong	966	3106052
3106053 Gwangmyeong 3(sam)-dong	1354	3106053
3106054 Gwangmyeong 4(sa)-dong	926	3106054
3106055 Gwangmyeong 5(o)-dong	489	3106055
3106056 Gwangmyeong 6(yuk)-dong	245	3106056
3106057 Gwangmyeong 7(chil)-dong	510	3106057
3106058 Cheolsan 1(il)-dong	77	3106058
3106059 Cheolsan 2(i)-dong	484	3106059
3106060 Cheolsan 3(sam)-dong	237	3106060
3106061 Cheolsan 4(sa)-dong	278	3106061
3106062 Haan 1(il)-dong	374	3106062
3106063 Haan 2(i)-dong	137	3106063
3106064 Haan 3(sam)-dong	180	3106064
3106065 Haan 4(sa)-dong	77	3106065
3106066 Soha 1(il)-dong	171	3106066
3106067 Soha 2(i)-dong	228	3106067
3106068 Hagon-dong	142	3106068
31070 Pyeongtaek-si	22661	31070
3107011 Paengseong-eup	1361	3107011
3107012 Anjung-eup	1852	3107012
3107013 Poseung-eup	3320	3107013
3107031 Jinwi-myeon	763	3107031
3107032 Seotan-myeon	1558	3107032
3107033 Godeok-myeon	586	3107033
3107034 Oseong-myeon	482	3107034
3107035 Cheongbuk-myeon	2008	3107035
3107037 Hyeondeok-myeon	119	3107037
3107051 Jungang-dong	870	3107051
3107052 Seojeong-dong	950	3107052
3107053 Songtan-dong	890	3107053
3107055 Jisan-dong	494	3107055
3107056 Songbuk-dong	767	3107056
3107057 Sinjang 1(il)-dong	568	3107057
3107058 Sinjang 2(i)-dong	432	3107058
3107059 Sinpyeong-dong	1155	3107059
3107060 Wonpyeong-dong	1013	3107060
3107061 Tongbok-dong	983	3107061
3107062 Bijeon 1(il)-dong	787	3107062
3107063 Bijeon 2(i)-dong	979	3107063
3107064 Segyo-dong	724	3107064
31080 Dongducheon-si	3862	31080
3108051 Saengyeon 1(il)-dong	199	3108051
3108052 Saengyeon 2(i)-dong	184	3108052
3108053 Jungang-dong	490	3108053
3108055 Bosan-dong	945	3108055
3108056 Bulhyeon-dong	515	3108056
3108058 Soyo-dong	882	3108058
3108060 Sangpae-dong	290	3108060
3108061 Songnae-dong	357	3108061
31090 Ansan-si	64244	31090
31091 Sangnok-gu	12172	31091
3109151 Il-dong	770	3109151
3109152 Sa 1(il)-dong	1170	3109152
3109153 Sa 2(i)-dong	472	3109153
3109154 Bono 1(il)-dong	1309	3109154
3109155 Bono 2(i)-dong	654	3109155
3109156 Bono 3(sam)-dong	1206	3109156
3109157 Bugok-dong	366	3109157
3109158 Wolpi-dong	608	3109158
3109162 Seongpo-dong	87	3109162
3109171 Banwol-dong	429	3109171
3109173 Ansan-dong	197	3109173
3109174 I-dong	2883	3109174
3109175 Sa 3(sam)-dong	2021	3109175
31092 Danwon-gu	52072	31092
3109259 Wa-dong	1534	3109259
3109260 Gojan 1(il)-dong	496	3109260
3109261 Gojan 2(i)-dong	321	3109261
3109263 Wongokbon-dong	25907	3109263
3109264 Wongok 1(il)-dong	6273	3109264
3109265 Wongok 2(i)-dong	215	3109265
3109266 Choji-dong	8175	3109266
3109268 Seonbu 1(il)-dong	995	3109268
3109269 Seonbu 2(i)-dong	6582	3109269
3109270 Seonbu 3(sam)-dong	1084	3109270
3109272 Daebu-dong	110	3109272
3109273 Hosu-dong	380	3109273
31100 Goyang-si	16349	31100
31101 Deogyang-gu	6150	31101
3110151 Jugyo-dong	399	3110151
3110152 Wonsin-dong	183	3110152
3110153 Heungdo-dong	283	3110153
3110154 Seongsa 1(il)-dong	614	3110154
3110155 Seongsa 2(i)-dong	61	3110155
3110156 Hyoja-dong	32	3110156
3110157 Sindo-dong	128	3110157
3110158 Changneung-dong	171	3110158
3110159 Goyang-dong	374	3110159
3110160 Gwansan-dong	761	3110160
3110161 Neunggok-dong	440	3110161
3110162 Hwajeong 1(il)-dong	580	3110162
3110163 Hwajeong 2(i)-dong	203	3110163
3110164 Haengju-dong	784	3110164
3110165 Haengsin 1(il)-dong	157	3110165
3110166 Haengsin 2(i)-dong	253	3110166
3110167 Hwajeon-dong	121	3110167
3110168 Daedeok-dong	197	3110168
3110169 Haengsin 3(sam)-dong	409	3110169
31103 Ilsandong-gu	5776	31103
3110351 Siksa-dong	532	3110351
3110352 Jungsan-dong	665	3110352
3110353 Jeongbalsan-dong	623	3110353
3110354 Pungsan-dong	291	3110354
3110355 Baekseok 1(il)-dong	339	3110355
3110356 Madu 1(il)-dong	272	3110356
3110357 Madu 2(i)-dong	109	3110357
3110358 Janghang 1(il)-dong	472	3110358
3110359 Janghang 2(i)-dong	715	3110359
3110360 Gobong-dong	1293	3110360
3110361 Baekseok 2(i)-dong	465	3110361
31104 Ilsanseo-gu	4423	31104
3110451 Ilsan 1(il)-dong	390	3110451
3110452 Ilsan 2(i)-dong	1555	3110452
3110453 Ilsan 3(sam)-dong	112	3110453
3110454 Tanhyeon-dong	482	3110454
3110455 Juyeop 1(il)-dong	190	3110455
3110456 Juyeop 2(i)-dong	212	3110456
3110457 Daehwa-dong	529	3110457
3110458 Songpo-dong	207	3110458
3110459 Songsan-dong	746	3110459
31110 Gwacheon-si	500	31110
3111051 Jungang-dong	58	3111051
3111052 Galhyeon-dong	96	3111052
3111053 Byeoryang-dong	96	3111053
3111054 Burim-dong	66	3111054
3111055 Gwacheon-dong	123	3111055
3111056 Munwon-dong	61	3111056
31120 Guri-si	1745	31120
3112051 Galmae-dong	31	3112051
3112052 Donggu-dong	239	3112052
3112053 Inchang-dong	169	3112053
3112054 Gyomun 1(il)-dong	282	3112054
3112055 Gyomun 2(i)-dong	112	3112055
3112056 Sutaek 1(il)-dong	382	3112056
3112057 Sutaek 2(i)-dong	274	3112057
3112058 Sutaek 3(sam)-dong	256	3112058
31130 Namyangju-si	7812	31130
3113011 Wabu-eup	519	3113011
3113012 Jinjeop-eup	1702	3113012
3113013 Hwado-eup	1764	3113013
3113014 Jingeon-eup	641	3113014
3113015 Onam-eup	618	3113015
3113031 Byeolnae-myeon	168	3113031
3113032 Toegyewon-myeon	221	3113032
3113034 Sudong-myeon	509	3113034
3113035 Joan-myeon	59	3113035
3113051 Hopyeong-dong	267	3113051
3113052 Pyeongnae-dong	288	3113052
3113053 Geumgok-dong	148	3113053
3113054 Yangjeong-dong	113	3113054
3113055 Jigeum-dong	142	3113055
3113056 Donong-dong	266	3113056
3113057 Byeolnae-dong	387	3113057
31140 Osan-si	9696	31140
3114051 Jungang-dong	1965	3114051
3114052 Daewon-dong	2052	3114052
3114053 Namchon-dong	3913	3114053
3114054 Sinjang-dong	1040	3114054
3114055 Sema-dong	376	3114055
3114056 Chopyeong-dong	350	3114056
31150 Siheung-si	37007	31150
3115051 Daeya-dong	644	3115051
3115052 Sincheon-dong	814	3115052
3115053 Sinhyeon-dong	532	3115053
3115054 Eunhaeng-dong	401	3115054
3115055 Maehwa-dong	325	3115055
3115056 Mokgam-dong	280	3115056
3115059 Gwarim-dong	324	3115059
3115061 Jeongwang 2(i)-dong	2708	3115061
3115062 Jeongwang 3(sam)-dong	2516	3115062
3115063 Jeongwang 4(sa)-dong	257	3115063
3115064 Jeongwangbon-dong	14035	3115064
3115065 Jeongwang 1(il)-dong	12609	3115065
3115067 Neunggok-dong	237	3115067
3115068 Gunja-dong	621	3115068
3115069 Wolgok-dong	399	3115069
3115070 Yeonseong-dong	248	3115070
3115071 Janggok-dong	57	3115071
31160 Gunpo-si	8637	31160
3116051 Gunpo 1(il)-dong	2594	3116051
3116052 Gunpo 2(i)-dong	509	3116052
3116054 Sanbon 1(il)-dong	3183	3116054
3116055 Sanbon 2(i)-dong	148	3116055
3116056 Geumjeong-dong	1296	3116056
3116057 Jaegung-dong	270	3116057
3116058 Ogeum-dong	138	3116058
3116059 Suri-dong	117	3116059
3116060 Gungnae-dong	44	3116060
3116061 Gwangjeong-dong	276	3116061
3116062 Daeya-dong	62	3116062
31170 Uiwang-si	1836	31170
3117051 Gocheon-dong	355	3117051
3117052 Bugok-dong	473	3117052
3117053 Ojeon-dong	422	3117053
3117054 Naeson 1(il)-dong	196	3117054
3117055 Naeson 2(i)-dong	181	3117055
3117056 Cheonggye-dong	209	3117056
31180 Hanam-si	2217	31180
3118051 Cheonhyeon-dong	241	3118051
3118052 Sinjang 1(il)-dong	143	3118052
3118053 Sinjang 2(i)-dong	267	3118053
3118054 Deokpung 1(il)-dong	157	3118054
3118055 Deokpung 2(i)-dong	285	3118055
3118056 Deokpung 3(sam)-dong	301	3118056
3118058 Gambuk-dong	307	3118058
3118059 Chungung-dong	200	3118059
3118060 Choi-dong	129	3118060
3118061 Pungsan-dong	57	3118061
3118062 Misa 1(il)-dong	84	3118062
3118063 Misa 2(i)-dong	46	3118063
31190 Yongin-si	21542	31190
31191 Cheoin-gu	10872	31191
3119111 Pogok-eup	1011	3119111
3119131 Mohyeon-myeon	1514	3119131
3119132 Namsa-myeon	1214	3119132
3119133 Idong-myeon	1422	3119133
3119134 Wonsam-myeon	667	3119134
3119135 Baegam-myeon	728	3119135
3119136 Yangji-myeon	747	3119136
3119151 Jungang-dong	1755	3119151
3119152 Yeoksam-dong	565	3119152
3119153 Yurim-dong	557	3119153
3119154 Dongbu-dong	692	3119154
31192 Giheung-gu	6641	31192
3119252 Gugal-dong	890	3119252
3119253 Sanggal-dong	798	3119253
3119254 Giheung-dong	393	3119254
3119255 Seonong-dong	913	3119255
3119256 Guseong-dong	331	3119256
3119257 Mabuk-dong	250	3119257
3119258 Dongbaek-dong	595	3119258
3119259 Bojeong-dong	505	3119259
3119260 Sangha-dong	277	3119260
3119261 Singal-dong	1239	3119261
3119262 Yeongdeok-dong	450	3119262
31193 Suji-gu	4029	31193
3119351 Pungdoekcheon 1(il)-dong	773	3119351
3119352 Pungdoekcheon 2(i)-dong	379	3119352
3119353 Sinbong-dong	240	3119353
3119354 Jukjeon 1(il)-dong	1115	3119354
3119355 Jukjeon 2(i)-dong	162	3119355
3119356 Dongcheon-dong	454	3119356
3119357 Sanghyeon 1(il)-dong	217	3119357
3119358 Sanghyeon 2(i)-dong	175	3119358
3119359 Seongbok-dong	514	3119359
31200 Paju-si	12891	31200
3120011 Munsan-eup	965	3120011
3120012 Paju-eup	898	3120012
3120013 Beobwon-eup	690	3120013
3120015 Jori-eup	1648	3120015
3120031 Wollong-myeon	993	3120031
3120032 Tanhyeon-myeon	1070	3120032
3120035 Gwangtan-myeon	2121	3120035
3120036 Papyeong-myeon	264	3120036
3120037 Jeokseong-myeon	123	3120037
3120038 Gunnae-myeon		3120038
3120052 Geumchon 2(i)-dong	353	3120052
3120053 Geumchon 1(il)-dong	848	3120053
3120054 Geumchon 3(sam)-dong	582	3120054
3120055 Gyoha-dong	1179	3120055
3120056 Unjung 1(il)-dong	427	3120056
3120057 Unjung 2(i)-dong	213	3120057
3120058 Unjung 3(sam)-dong	515	3120058
31210 Icheon-si	7684	31210
3121011 Janghowon-eup	579	3121011
3121012 Bubal-eup	724	3121012
3121031 Sindun-myeon	696	3121031
3121032 Baeksa-myeon	1129	3121032
3121033 Hobeop-myeon	574	3121033
3121034 Majang-myeon	583	3121034
3121035 Daewol-myeon	534	3121035
3121036 Moga-myeon	552	3121036
3121037 Seolseong-myeon	287	3121037
3121038 Yul-myeon	426	3121038
3121051 Changjeon-dong	517	3121051
3121052 Jungni-dong	507	3121052
3121053 Gwango-dong	338	3121053
3121054 jeungpo-dong	238	3121054
31220 Anseong-si	11801	31220
3122011 Gongdo-eup	1502	3122011
3122031 Bogae-myeon	395	3122031
3122032 Geumgwang-myeon	161	3122032
3122033 Seoun-myeon	784	3122033
3122034 Miyang-myeon	1172	3122034
3122035 Daedeok-myeon	2170	3122035
3122036 Yangseong-myeon	601	3122036
3122038 Wongok-myeon	756	3122038
3122039 Iljuk-myeon	890	3122039
3122040 Juksan-myeon	706	3122040
3122041 Samjuk-myeon	478	3122041
3122042 Gosam-myeon	125	3122042
3122051 Anseong 1(il)-dong	485	3122051
3122052 Anseong 2(i)-dong	783	3122052
3122053 Anseong 3(sam)-dong	793	3122053
31230 Gimpo-si	20476	31230
3123011 Tongjin-eup	3812	3123011
3123012 Gochon-eup	615	3123012
3123013 Yangchon-eup	3853	3123013
3123034 Daegot-myeon	5217	3123034
3123035 Wolgot-myeon	1870	3123035
3123036 Haseong-myeon	1661	3123036
3123051 Gimpo 1(il)-dong	983	3123051
3123053 Sau-dong	670	3123053
3123054 Pungmu-dong	524	3123054
3123056 Janggi-dong	439	3123056
3123058 Gurae-dong	400	3123058
3123059 Gimpo 2(i)-dong	250	3123059
3123060 Woonyang-dong	182	3123060
31240 Hwaseong-si	41327	31240
3124012 Bongdam-eup	3346	3124012
3124013 Ujeong-eup	2307	3124013
3124014 Hyangnam-eup	7801	3124014
3124015 Namyang-eup	3059	3124015
3124031 Maesong-myeon	212	3124031
3124033 Bibong-myeon	748	3124033
3124035 Mado-myeon	1972	3124035
3124036 Songsan-myeon	861	3124036
3124037 Seosin-myeon	908	3124037
3124038 Paltan-myeon	4629	3124038
3124039 Jangan-myeon	4306	3124039
3124042 Yanggam-myeon	2648	3124042
3124043 Jeongnam-myeon	2862	3124043
3124045 Dongtan-myeon	670	3124045
3124052 Jinan-dong	1048	3124052
3124053 Beyngjeom 1(il)-dong	371	3124053
3124054 Beyngjeom 2(i)-dong	198	3124054
3124055 Banwol-dong	263	3124055
3124056 Gibae-dong	414	3124056
3124057 Hwasan-dong	1053	3124057
3124060 Dongtan 2(i)-dong	246	3124060
3124061 Dongtan 1(il)-dong	760	3124061
3124062 Dongtan 3(sam)-dong	310	3124062
3124063 Dongtan 4(sa)-dong	335	3124063
31250 Gwangju-si	14211	31250
3125011 Opo-eup	2506	3125011
3125012 Chowol-eup	3078	3125012
3125014 gonjiam-eup	2735	3125014
3125034 Docheok-myeon	1210	3125034
3125035 Toechon-myeon	130	3125035
3125036 Namjong-myeon	11	3125036
3125038 Namhansanseong-myeon	86	3125038
3125051 Gyeongan-dong	1938	3125051
3125052 Songjeong-dong	945	3125052
3125053 Gwangnam-dong	1572	3125053
31260 Yangju-si	9728	31260
3126011 Baekseok-eup	579	3126011
3126031 Eunhyeon-myeon	1805	3126031
3126032 Nam-myeon	1988	3126032
3126033 Gwangjeok-myeon	1958	3126033
3126034 Jangheung-myeon	170	3126034
3126051 Yangju 1(il)-dong	171	3126051
3126052 Yangju 2(i)-dong	614	3126052
3126053 Hoecheon 1(il)-dong	753	3126053
3126054 Hoecheon 2(i)-dong	619	3126054
3126055 Hoecheon 3(sam)-dong	398	3126055
3126056 Hoecheon 4(sa)-dong	673	3126056
31270 Pocheon-si	16182	31270
3127011 Sohol-eup	2711	3127011
3127031 Gunnae-myeon	1134	3127031
3127032 Naechon-myeon	1176	3127032
3127033 Gasan-myeon	4432	3127033
3127034 Sinbuk-myeon	1529	3127034
3127035 Changsu-myeon	313	3127035
3127036 Yeongjung-myeon	732	3127036
3127037 Ildong-myeon	484	3127037
3127038 Idong-myeon	195	3127038
3127039 Yeongbuk-myeon	162	3127039
3127040 Gwanin-myeon	220	3127040
3127041 Hwahyeon-myeon	500	3127041
3127051 Pocheon-dong	435	3127051
3127052 Seondan-dong	2159	3127052
31280 Yeoju-si	3916	31280
3128011 Ganam-eup	830	3128011
3128031 Jeomdong-myeon	158	3128031
3128032 Neungseo-myeon	325	3128032
3128033 Heungcheon-myeon	570	3128033
3128034 Geumsa-myeon	107	3128034
3128035 Sanbuk-myeon	71	3128035
3128036 Daesin-myeon	489	3128036
3128037 Bungnae-myeon	195	3128037
3128038 Gangcheon-myeon	118	3128038
3128051 Yeoheung-dong	427	3128051
3128052 Jungang-dong	422	3128052
3128053 Ohak-dong	204	3128053
31350 Yeoncheon-gun	1175	31350
3135011 Yeoncheon-eup	113	3135011
3135012 Jeongok-eup	459	3135012
3135031 Gunnam-myeon	83	3135031
3135032 Cheongsan-myeon	261	3135032
3135033 Baekhak-myeon	75	3135033
3135034 Misan-myeon	90	3135034
3135035 Wangjing-myeon	28	3135035
3135036 Sinseo-myeon	38	3135036
3135037 Jung-myeon		3135037
3135038 Jangnam-myeon	25	3135038
31370 Gapyeong-gun	1295	31370
3137011 Gapyeong-eup	228	3137011
3137031 Seorak-myeon	564	3137031
3137032 Cheongpyeong-myeon	217	3137032
3137033 Sang-myeon	86	3137033
3137034 Ha-myeon	108	3137034
3137035 Buk-myeon	92	3137035
31380 Yangpyeong-gun	1928	31380
3138011 Yangpyeong-eup	371	3138011
3138031 Gangsang-myeon	168	3138031
3138032 Gangha-myeon	43	3138032
3138033 Yangseo-myeon	116	3138033
3138034 Okcheon-myeon	135	3138034
3138035 Seojong-myeon	52	3138035
3138036 Danwol-myeon	34	3138036
3138037 Cheongun-myeon	112	3138037
3138038 Yangdong-myeon	115	3138038
3138039 Jipyeong-myeon	421	3138039
3138040 Yongmun-myeon	232	3138040
3138041 Gaegun-myeon	129	3138041
32 Gangwon-do	18306	32
32004 Total for eups	3651	32004
32005 Total for myeons	5833	32005
32003 Total for dongs	8822	32003
32010 Chuncheon-si	3582	32010
3201011 Sinbuk-eup	96	3201011
3201031 Dong-myeon	178	3201031
3201032 Dongsan-myeon	29	3201032
3201033 Sindong-myeon	38	3201033
3201034 Dongnae-myeon	117	3201034
3201035 Nam-myeon	10	3201035
3201036 Namsan-myeon	81	3201036
3201037 Seo-myeon	34	3201037
3201038 Sabuk-myeon	43	3201038
3201039 Buksan-myeon	7	3201039
3201052 Gyo-dong	92	3201052
3201053 Jowun-dong	27	3201053
3201054 Yaksamyeong-dong	17	3201054
3201057 Geunhwa-dong	62	3201057
3201058 Soyang-dong	135	3201058
3201060 Hupyeong 1(il)-dong	471	3201060
3201061 Hupyeong 2(i)-dong	168	3201061
3201062 Hupyeong 3(sam)-dong	102	3201062
3201063 Hyoja 1(il)-dong	43	3201063
3201064 Hyoja 2(i)-dong	916	3201064
3201065 Hyoja 3(sam)-dong	141	3201065
3201066 Seoksa-dong	246	3201066
3201067 Toegye-dong	238	3201067
3201068 Gangnam-dong	93	3201068
3201071 Sinsau-dong	198	3201071
32020 Wonju-si	3682	32020
3202011 Munmak-eup	909	3202011
3202031 Socho-myeon	108	3202031
3202032 Hojeo-myeon	90	3202032
3202033 Jijeong-myeon	228	3202033
3202034 Buron-myeon	52	3202034
3202035 Gwirae-myeon	24	3202035
3202036 Heungeop-myeon	388	3202036
3202037 Panbu-myeon	68	3202037
3202038 Sillim-myeon	42	3202038
3202051 Jungang-dong	39	3202051
3202052 Wonin-dong	31	3202052
3202053 Gaeun-dong	64	3202053
3202054 Myeongnyun 1(il)-dong	58	3202054
3202055 Myeongnyun 2(i)-dong	94	3202055
3202056 Dangu-dong	286	3202056
3202057 Ilsan-dong	80	3202057
3202058 Hakseong-dong	43	3202058
3202060 Dangye-dong	155	3202060
3202061 Usan-dong	240	3202061
3202062 Taejang 1(il)-dong	56	3202062
3202063 Taejang 2(i)-dong	254	3202063
3202064 Bongsan-dong	23	3202064
3202066 Haenggu-dong	32	3202066
3202067 Musil-dong	175	3202067
3202068 Bangokgwanseol-dong	143	3202068
32030 Gangneung-si	2124	32030
3203011 Jumunjin-eup	315	3203011
3203031 Seongsan-myeon	77	3203031
3203032 Wangsan-myeon	22	3203032
3203033 Gujeong-myeon	16	3203033
3203034 Gangdong-myeon	68	3203034
3203035 Okgye-myeon	42	3203035
3203036 Sacheon-myeon	47	3203036
3203037 Yeongok-myeon	55	3203037
3203051 Hongje-dong	83	3203051
3203052 Jungang-dong	63	3203052
3203054 Okcheon-dong	28	3203054
3203055 Gyo 1(il)-dong	180	3203055
3203056 Gyo 2(i)-dong	67	3203056
3203057 Ponam 1(il)-dong	75	3203057
3203058 Ponam 2(i)-dong	73	3203058
3203059 Chodang-dong	46	3203059
3203060 Songjeong-dong	148	3203060
3203061 Naegok-dong	216	3203061
3203062 Gangnam-dong	112	3203062
3203065 Seongdeok-dong	111	3203065
3203067 Gyeongpo-dong	280	3203067
32040 Donghae-si	765	32040
3204051 Cheongok-dong	207	3204051
