location	population	id
3739036 Yangmok-myeon	556	3739036
3739037 Gisan-myeon	212	3739037
37400 Yecheon-gun	521	37400
3740011 Yecheon-eup	198	3740011
3740031 Yongmun-myeon	44	3740031
3740032 Sangni-myeon	15	3740032
3740033 Hari-myeon	10	3740033
3740034 Gamcheon-myeon	48	3740034
3740035 Bomun-myeon	24	3740035
3740036 Homyeong-myeon	36	3740036
3740037 Yucheon-myeon	28	3740037
3740038 Yonggung-myeon	39	3740038
3740039 Gaepo-myeon	15	3740039
3740040 Jibo-myeon	36	3740040
3740041 Pungyang-myeon	28	3740041
37410 Bonghwa-gun	321	37410
3741011 Bonghwa-eup	143	3741011
3741031 Murya-myeon	25	3741031
3741032 Bongseong-myeon	22	3741032
3741033 Beopjeon-myeon	22	3741033
3741034 Chunyang-myeon	33	3741034
3741035 Socheon-myeon	12	3741035
3741036 Seokpo-myeon	35	3741036
3741037 Jaesan-myeon	6	3741037
3741038 Myeongho-myeon	15	3741038
3741039 Sangun-myeon	8	3741039
37420 Uljin-gun	1345	37420
3742011 Uljin-eup	82	3742011
3742012 Pyeonghae-eup	20	3742012
3742031 Buk-myeon	37	3742031
3742033 Geunnam-myeon	32	3742033
3742035 Giseong-myeon	133	3742035
3742036 Onjeong-myeon	15	3742036
3742037 Jukbyeon-myeon	289	3742037
3742038 Hupo-myeon	572	3742038
3742039 Geumgangsong-myeon	55	3742039
3742040 maehwa-myeon	110	3742040
37430 Ulleung-gun	158	37430
3743011 Ulleung-eup	84	3743011
3743031 Seo-myeon	31	3743031
3743032 Buk-myeon	43	3743032
38 Gyeongsangnam-do	90361	38
38004 Total for eups	9873	38004
38005 Total for myeons	34654	38005
38003 Total for dongs	45834	38003
38030 Jinju-si	4924	38030
3803011 Munsan-eup	134	3803011
3803031 Naedong-myeon	85	3803031
3803032 Jeongchon-myeon	322	3803032
3803033 Geumgok-myeon	77	3803033
3803034 Jinseong-myeon	128	3803034
3803035 Ilbanseong-myeon	77	3803035
3803036 Ibanseong-myeon	121	3803036
3803037 Sabong-myeon	189	3803037
3803038 Jisu-myeon	76	3803038
3803039 Daegok-myeon	323	3803039
3803040 Geumsan-myeon	135	3803040
3803041 Jiphyeon-myeon	64	3803041
3803042 Micheon-myeon	35	3803042
3803043 Myeongseok-myeon	67	3803043
3803044 Daepyeong-myeon	22	3803044
3803045 Sugok-myeon	140	3803045
3803061 Sangdae 1(il)-dong	111	3803061
3803062 Sangdae 2(i)-dong	315	3803062
3803063 Hadae 1(il)-dong	118	3803063
3803064 Hadae 2(i)-dong	60	3803064
3803065 Sangpyeong-dong	606	3803065
3803066 Chojang-dong	74	3803066
3803067 Pyeonggeo-dong	109	3803067
3803068 Sinan-dong	62	3803068
3803069 Ihyeon-dong	43	3803069
3803070 Panmun-dong	106	3803070
3803071 Gahoe-dong	749	3803071
3803072 cheonjeon-dong	191	3803072
3803073 Seongbuk-dong	157	3803073
3803074 Jungang-dong	124	3803074
3803075 Sangbong_dong	89	3803075
3803076 Chungmugong-dong	15	3803076
38050 Tongyeong-si	5090	38050
3805011 Sanyang-eup	302	3805011
3805031 Yongnam-myeon	344	3805031
3805032 Dosan-myeon	366	3805032
3805033 Gwangdo-myeon	1822	3805033
3805034 Yokji-myeon	161	3805034
3805035 Hansan-myeon	228	3805035
3805036 Saryang-myeon	160	3805036
3805052 Myeongjeong-dong	79	3805052
3805053 Jungang-dong	103	3805053
3805054 Jeongnyang-dong	359	3805054
3805055 Buksin-dong	97	3805055
3805056 Mujeon-dong	283	3805056
3805062 Docheon-dong	297	3805062
3805063 Misu-dong	135	3805063
3805064 Bongpyeong-dong	354	3805064
38060 Sacheon-si	3592	38060
3806011 Sacheon-eup	409	3806011
3806031 Jeongdong-myeon	98	3806031
3806032 Sanam-myeon	748	3806032
3806033 Yonghyeon-myeon	203	3806033
3806034 Chukdong-myeon	295	3806034
3806035 Gonyang-myeon	108	3806035
3806036 Gonmyeong-myeon	77	3806036
3806037 Seopo-myeon	36	3806037
3806051 Dongseo-dong	545	3806051
3806052 Seongu-dong	273	3806052
3806053 Dongseogeum-dong	153	3806053
3806055 Beollyong-dong	207	3806055
3806057 Hyangchon-dong	323	3806057
3806059 Namyang-dong	117	3806059
38070 Gimhae-si	21607	38070
3807011 Jinyeong-eup	3165	3807011
3807032 Juchon-myeon	2398	3807032
3807033 Jillye-myeon	2558	3807033
3807034 Hallim-myeon	3412	3807034
3807035 Saengnim-myeon	1167	3807035
3807036 Sangdong-myeon	1383	3807036
3807037 Daedong-myeon	196	3807037
3807051 Dongsang-dong	373	3807051
3807052 Hoehyeon-dong	400	3807052
3807053 Buwon-dong	402	3807053
3807054 Naeoe-dong	1248	3807054
3807055 Bukbu-dong	848	3807055
3807056 Chilsanseobu-dong	146	3807056
3807058 Hwalcheon-dong	948	3807058
3807059 Saman-dong	1041	3807059
3807060 Buram-dong	217	3807060
3807061 Jangyu 1(il)-dong	1209	3807061
3807062 Jangyu 2(i)-dong	270	3807062
3807063 Jangyu 3(sam)-dong	226	3807063
38080 Miryang-si	2313	38080
3808011 Samnangjin-eup	312	3808011
3808012 Hanam-eup	222	3808012
3808031 Bubuk-myeon	415	3808031
3808032 Sangdong-myeon	89	3808032
3808033 Sanoe-myeon	173	3808033
3808034 Sannae-myeon	53	3808034
3808035 Danjang-myeon	69	3808035
3808036 Sangnam-myeon	186	3808036
3808037 Chodong-myeon	248	3808037
3808038 Muan-myeon	65	3808038
3808039 Cheongdo-myeon	52	3808039
3808051 Naeil-dong	31	3808051
3808052 Naei-dong	171	3808052
3808053 Gyo-dong	60	3808053
3808054 Sammun-dong	104	3808054
3808055 Gagok-dong	63	3808055
38090 Geoje-si	12394	38090
3809031 Irun-myeon	197	3809031
3809032 Dongbu-myeon	125	3809032
3809033 Nambu-myeon	66	3809033
3809034 Geoje-myeon	111	3809034
3809035 Dundeok-myeon	210	3809035
3809036 Sadeung-myeon	541	3809036
3809037 Yeoncho-myeon	1050	3809037
3809038 Hacheong-myeon	276	3809038
3809039 Jangmok-myeon	260	3809039
3809051 Jangseungpo-dong	141	3809051
3809052 Majeon-dong	176	3809052
3809053 Neungpo-dong	134	3809053
3809054 Aju-dong	3117	3809054
3809055 Okpo 1(il)-dong	1090	3809055
3809056 Okpo 2(i)-dong	854	3809056
3809057 Jangpyeong-dong	2399	3809057
3809058 Gohyeon-dong	1086	3809058
3809059 Sangmun-dong	241	3809059
3809060 Suyang-dong	320	3809060
38100 Yangsan-si	6913	38100
3810012 Mulgeum-eup	536	3810012
3810031 Dong-myeon	126	3810031
3810032 Wondong-myeon	69	3810032
3810033 Sangbuk-myeon	478	3810033
3810034 Habuk-myeon	194	3810034
3810052 Samseong-dong	1064	3810052
3810053 Gangseo-dong	884	3810053
3810054 Seochang-dong	1332	3810054
3810055 Soju-dong	1276	3810055
3810056 Pyeongsan-dong	225	3810056
3810057 Deokgye-dong	320	3810057
3810058 Jungang-dong	232	3810058
3810059 Yangju-dong	177	3810059
38110 Changwon-si	19531	38110
38111 Uichang-gu	4544	38111
3811111 Dong-eup	286	3811111
3811131 Buk-myeon	234	3811131
3811132 Daesan-myeon	411	3811132
3811151 Uichang-dong	263	3811151
3811152 Pallyong-dong	1647	3811152
3811153 Myeonggok-dong	772	3811153
3811154 Bongnim-dong	610	3811154
3811155 Yongji-dong	321	3811155
38112 Seongsan-gu	5271	38112
3811251 Bansong-dong	333	3811251
3811252 Jungang-dong	1138	3811252
3811253 Sangnam-dong	199	3811253
3811254 Sapa-dong	249	3811254
3811255 Gaeumjeong-dong	583	3811255
3811256 Seongju-dong	906	3811256
3811257 Ungnam-dong	1863	3811257
38113 Masanhappo-gu	2473	38113
3811331 Gusan-myeon	262	3811331
3811332 Jindong-myeon	228	3811332
3811333 Jinbuk-myeon	581	3811333
3811334 Jinjeon-myeon	167	3811334
3811351 Hyeon-dong	85	3811351
3811352 Gapo-dong	85	3811352
3811353 Woryeong-dong	371	3811353
3811354 Munhwa-dong	110	3811354
3811355 Banwol-dong	48	3811355
3811356 Jungang-dong	38	3811356
3811357 Wanwol-dong	48	3811357
3811358 Jasan-dong	43	3811358
3811359 Dongseo-dong	105	3811359
3811360 Seongho-dong	27	3811360
3811361 Gyobang-dong	31	3811361
3811362 Nosan-dong	41	3811362
3811363 Odong-dong	33	3811363
3811364 Happo-dong	42	3811364
3811365 Sanho-dong	128	3811365
38114 Masanhoewon-gu	2846	38114
3811411 Naeseo-eup	607	3811411
3811451 Hoewon 1(il)-dong	56	3811451
3811452 Hoewon 2(i)-dong	61	3811452
3811453 Seokjeon 1(il)-dong	63	3811453
3811454 Seokjeon 2(i)-dong	132	3811454
3811455 Hoeseong-dong	61	3811455
3811456 Yangdeok 1(il)-dong	93	3811456
3811457 Yangdeok 2(i)-dong	196	3811457
3811458 Hapseong 1(il)-dong	92	3811458
3811459 Hapseong 2(i)-dong	211	3811459
3811460 Guam 1(il)-dong	87	3811460
3811461 Guam 2(i)-dong	205	3811461
3811462 Bongam-dong	982	3811462
38115 Jinhae-gu	4397	38115
3811551 Jungang-dong	33	3811551
3811552 Taepyeong-dong	48	3811552
3811553 Chungmu-dong	38	3811553
3811554 Yeojwa-dong	96	3811554
3811555 Taebaek-dong	36	3811555
3811556 Gyeonghwa-dong	53	3811556
3811557 Byeongam-dong	58	3811557
3811558 Seok-dong	262	3811558
3811559 I-dong	168	3811559
3811560 Jaeun-dong	79	3811560
3811561 Deoksan-dong	72	3811561
3811562 Pungho-dong	93	3811562
3811563 Ungcheon-dong	914	3811563
3811564 Ungdong 1(il)-dong	975	3811564
3811565 Ungdong 2(i)-dong	1472	3811565
38310 Uiryeong-gun	917	38310
3831011 Uiryeong-eup	344	3831011
3831031 Garye-myeon	55	3831031
3831032 Chilgok-myeon	62	3831032
3831033 Daeui-myeon	23	3831033
3831034 Hwajeong-myeon	54	3831034
3831035 Yongdeok-myeon	67	3831035
3831036 Jeonggok-myeon	54	3831036
3831037 Jijeong-myeon	34	3831037
3831038 Nakseo-myeon		3831038
3831039 Burim-myeon	74	3831039
3831040 Bongsu-myeon	117	3831040
3831041 Gungnyu-myeon	12	3831041
3831042 Yugok-myeon	19	3831042
38320 Haman-gun	4478	38320
3832011 Gaya-eup	418	3832011
3832012 Chirwon-eup	814	3832012
3832031 Haman-myeon	181	3832031
3832032 Gunbuk-myeon	1219	3832032
3832033 Beopsu-myeon	411	3832033
3832034 Daesan-myeon	137	3832034
3832035 Chilseo-myeon	797	3832035
3832036 Chilbuk-myeon	265	3832036
3832038 Sanin-myeon	219	3832038
3832039 Yeohang-myeon	17	3832039
38330 Changnyeong-gun	2394	38330
3833011 Changnyeong-eup	438	3833011
3833012 Namji-eup	287	3833012
3833031 Goam-myeon	44	3833031
3833032 Seongsan-myeon	103	3833032
3833033 Daehap-myeon	249	3833033
3833034 Ibang-myeon	27	3833034
3833035 Yueo-myeon	70	3833035
3833036 Daeji-myeon	177	3833036
3833037 Gyeseong-myeon	262	3833037
3833038 Yeongsan-myeon	433	3833038
3833039 Jangma-myeon	114	3833039
3833040 Docheon-myeon	128	3833040
3833041 Gilgok-myeon	27	3833041
3833042 Bugok-myeon	35	3833042
38340 Goseong-gun	2216	38340
3834011 Goseong-eup	704	3834011
3834031 Samsan-myeon	136	3834031
3834032 Hail-myeon	103	3834032
3834033 Hai-myeon	29	3834033
3834034 Sangni-myeon	44	3834034
3834035 Daega-myeon	19	3834035
3834036 Yeonghyeon-myeon		3834036
3834037 Yeongo-myeon	36	3834037
3834038 Gaecheon-myeon	27	3834038
3834039 Guman-myeon	38	3834039
3834040 Hoehwa-myeon	99	3834040
3834041 Maam-myeon	80	3834041
3834042 Donghae-myeon	575	3834042
3834043 Georyu-myeon	324	3834043
38350 Namhae-gun	968	38350
3835011 Namhae-eup	103	3835011
3835031 Idong-myeon	113	3835031
3835032 Sangju-myeon	116	3835032
3835033 Samdong-myeon	203	3835033
3835034 Mijo-myeon	171	3835034
3835035 Nam-myeon	36	3835035
3835036 Seo-myeon	11	3835036
3835037 Gohyeon-myeon	41	3835037
3835038 Seolcheon-myeon	45	3835038
3835039 Changseon-myeon	129	3835039
38360 Hadong-gun	657	38360
3836011 Hadong-eup	151	3836011
3836031 Hwagae-myeon	23	3836031
3836032 Agyang-myeon	40	3836032
3836033 Jeongnyang-myeon	21	3836033
3836034 Hoengcheon-myeon	12	3836034
3836035 Gojeon-myeon	16	3836035
3836036 Geumnam-myeon	116	3836036
3836037 Geumseong-myeon	23	3836037
3836038 Jingyo-myeon	57	3836038
3836039 Yangbo-myeon	14	3836039
3836040 Bukcheon-myeon	26	3836040
3836041 Cheongam-myeon	15	3836041
3836042 Okjong-myeon	143	3836042
38370 Sancheong-gun	637	38370
3837011 Sancheong-eup	113	3837011
3837031 Chahwang-myeon	13	3837031
3837032 Obu-myeon	26	3837032
3837033 Saengcho-myeon	20	3837033
3837034 Geumseo-myeon	46	3837034
3837035 Samjang-myeon	24	3837035
3837036 Sicheon-myeon	109	3837036
3837037 Danseong-myeon	138	3837037
3837038 Sinan-myeon	90	3837038
3837039 Saengbiryang-myeon	34	3837039
3837040 Sindeung-myeon	24	3837040
38380 Hamyang-gun	556	38380
3838011 Hamyang-eup	190	3838011
3838031 Macheon-myeon	23	3838031
3838032 Hyucheon-myeon	18	3838032
3838033 Yurim-myeon	45	3838033
3838034 Sudong-myeon	85	3838034
3838035 Jigok-myeon	22	3838035
3838036 Anui-myeon	71	3838036
3838037 Seoha-myeon	18	3838037
3838038 Seosang-myeon	19	3838038
3838039 Baekjeon-myeon	34	3838039
3838040 Byeonggok-myeon	31	3838040
38390 Geochang-gun	523	38390
3839011 Geochang-eup	256	3839011
3839031 Jusang-myeon	24	3839031
3839032 Ungyang-myeon	15	3839032
3839033 Goje-myeon	7	3839033
3839034 Buksang-myeon	26	3839034
3839035 Wicheon-myeon	52	3839035
3839036 Mari-myeon	21	3839036
3839037 Namsang-myeon	44	3839037
3839038 Namha-myeon	25	3839038
3839039 Sinwon-myeon	24	3839039
3839040 Gajo-myeon	18	3839040
3839041 Gabuk-myeon	11	3839041
38400 Hapcheon-gun	651	38400
3840011 Hapcheon-eup	82	3840011
3840031 Bongsan-myeon	9	3840031
3840032 Myosan-myeon	18	3840032
3840033 Gaya-myeon	97	3840033
3840034 Yaro-myeon	74	3840034
3840035 Yulgok-myeon	100	3840035
3840036 Chogye-myeon	19	3840036
3840037 Ssangchaek-myeon	11	3840037
3840038 Deokgok-myeon	9	3840038
3840039 Cheongdeok-myeon	47	3840039
3840040 Jeokjung-myeon	29	3840040
3840041 Daeyang-myeon	13	3840041
3840042 Ssangbaek-myeon	12	3840042
3840043 Samga-myeon	30	3840043
3840044 Gahoe-myeon	38	3840044
3840045 Daebyeong-myeon	26	3840045
3840046 Yongju-myeon	37	3840046
39 Jeju	15146	39
39004 Total for eups	5551	39004
39005 Total for myeons	1328	39005
39003 Total for dongs	8267	39003
39010 Jeju-si	10471	39010
3901011 Hallim-eup	1582	3901011
3901012 Aewol-eup	817	3901012
3901013 Gujwa-eup	482	3901013
3901014 Jocheon-eup	466	3901014
3901031 Hangyeong-myeon	243	3901031
3901032 Chuja-myeon	437	3901032
3901033 Udo-myeon	25	3901033
3901051 Ildo 1(il)-dong	68	3901051
3901052 Ildo 2(i)-dong	227	3901052
3901053 Ido 1(il)-dong	115	3901053
3901054 Ido 2(i)-dong	488	3901054
3901055 Samdo 1(il)-dong	124	3901055
3901056 Samdo 2(i)-dong	185	3901056
3901057 Yongdam 1(il)-dong	74	3901057
3901058 Yongdam 2(i)-dong	214	3901058
3901059 Geonip-dong	210	3901059
3901060 Hwabuk-dong	275	3901060
3901061 Samyang-dong	148	3901061
3901062 Bonggae-dong	67	3901062
3901063 Ara-dong	860	3901063
3901064 Ora-dong	106	3901064
3901065 Yeon-dong	1570	3901065
3901066 Nohyeong-dong	1340	3901066
3901067 Oedo-dong	162	3901067
3901068 Iho-dong	114	3901068
3901069 Dodu-dong	72	3901069
39020 Seogwipo-si	4675	39020
3902011 Daejeong-eup	924	3902011
3902012 Namwon-eup	421	3902012
3902013 Seongsan-eup	859	3902013
3902031 Andeok-myeon	232	3902031
3902032 Pyoseon-myeon	391	3902032
3902051 Songsan-dong	308	3902051
3902052 Jeongbang-dong	85	3902052
3902053 Jungang-dong	79	3902053
3902054 Cheonji-dong	76	3902054
3902055 Hyodon-dong	66	3902055
3902056 Yeongcheon-dong	89	3902056
3902057 Donghong-dong	399	3902057
3902058 Seohong-dong	114	3902058
3902059 Daeryun-dong	136	3902059
3902060 Daecheon-dong	129	3902060
3902061 Jungmun-dong	245	3902061
3902062 Yerae-dong	122	3902062
