place_original	pop	id	id2	place	
1122056 Banpobon-dong	11950	1122056	1122056	Banpobon-dong	
3102255 Eunhaeng 1(il)-dong	11931	3102255	3102255	Eunhaeng 1(il)-dong	
3506054 Geomsan-dong	11918	3506054	3506054	Geomsan-dong	
3304154 Yeongun-dong	11891	3304154	3304154	Yeongun-dong	
3803073 Seongbuk-dong	11889	3803073	3803073	Seongbuk-dong	
3401231 Ipjang-myeon	11885	3401231	3401231	Ipjang-myeon	
3602063 Dundeok-dong	11875	3602063	3602063	Dundeok-dong	
3811451 Hoewon 1(il)-dong	11871	3811451	3811451	Hoewon 1(il)-dong	
2402062 Hwajeong 3(sam)-dong	11868	2402062	2402062	Hwajeong 3(sam)-dong	
3811561 Deoksan-dong	11858	3811561	3811561	Deoksan-dong	
3108052 Saengyeon 2(i)-dong	11849	3108052	3108052	Saengyeon 2(i)-dong	
3708052 Namwon-dong	11845	3708052	3708052	Namwon-dong	
3337037 Gamgok-myeon	11844	3337037	3337037	Gamgok-myeon	
3736012 Cheongdo-eup	11830	3736012	3736012	Cheongdo-eup	
3110155 Seongsa 2(i)-dong	11826	3110155	3110155	Seongsa 2(i)-dong	
2202058 Sincheon 3(sam)-dong	11811	2202058	2202058	Sincheon 3(sam)-dong	
1104069 Songjeong-dong	11806	1104069	1104069	Songjeong-dong	
3810058 Jungang-dong	11778	3810058	3810058	Jungang-dong	
3115056 Mokgam-dong	11745	3115056	3115056	Mokgam-dong	
3805062 Docheon-dong	11740	3805062	3805062	Docheon-dong	
2203051 Naedang 1(il)-dong	11736	2203051	2203051	Naedang 1(il)-dong	
3101372 Haenggung-dong	11720	3101372	3101372	Haenggung-dong	
2405051 Songjeong 1(il)-dong	11716	2405051	2405051	Songjeong 1(il)-dong	
3336011 Goesan-eup	11675	3336011	3336011	Goesan-eup	
2302055 Songhyeon 1早2(ili)-dong	11673	2302055	2302055	Songhyeon 1早2(ili)-dong	
3127033 Gasan-myeon	11665	3127033	3127033	Gasan-myeon	
3501255 Inhu 2(i)-dong	11664	3501255	3501255	Inhu 2(i)-dong	
2103070 Jwacheon-dong	11656	2103070	2103070	Jwacheon-dong	
3811257 Ungnam-dong	11646	3811257	3811257	Ungnam-dong	
3115053 Sinhyeon-dong	11643	3115053	3115053	Sinhyeon-dong	
3840011 Hapcheon-eup	11622	3840011	3840011	Hapcheon-eup	
3601070 Iro-dong	11621	3601070	3601070	Iro-dong	
2205061 Sangyeok 1(il)-dong	11615	2205061	2205061	Sangyeok 1(il)-dong	
2303067 Juan 3(sam)-dong	11583	2303067	2303067	Juan 3(sam)-dong	
3601075 Ogam-dong	11578	3601075	3601075	Ogam-dong	
3803062 Sangdae 2(i)-dong	11574	3803062	3803062	Sangdae 2(i)-dong	
2303052 Sungui 2(i)-dong	11571	2303052	2303052	Sungui 2(i)-dong	
3138033 Yangseo-myeon	11569	3138033	3138033	Yangseo-myeon	
3635011 Goheung-eup	11548	3635011	3635011	Goheung-eup	
3203057 Ponam 1(il)-dong	11529	3203057	3203057	Ponam 1(il)-dong	
3101367 Maegyo-dong	11508	3101367	3101367	Maegyo-dong	
3807034 Hallim-myeon	11496	3807034	3807034	Hallim-myeon	
2202051 Sinam 1(il)-dong	11490	2202051	2202051	Sinam 1(il)-dong	
3304156 Yongdammyeongamsanseong-dong	11465	3304156	3304156	Yongdammyeongamsanseong-dong	
1105059 Neung-dong	11438	1105059	1105059	Neung-dong	
3304153 Tapdaeseong-dong	11420	3304153	3304153	Tapdaeseong-dong	
2111052 Seo 2(i)-dong	11416	2111052	2111052	Seo 2(i)-dong	
1101068 Changsin 2(i)-dong	11405	1101068	1101068	Changsin 2(i)-dong	
3809037 Yeoncho-myeon	11392	3809037	3809037	Yeoncho-myeon	
2203054 Bisan 1(il)-dong	11376	2203054	2203054	Bisan 1(il)-dong	
1107055 Myeonmok 5(o)-dong	11375	1107055	1107055	Myeonmok 5(o)-dong	
3106053 Gwangmyeong 3(sam)-dong	11374	3106053	3106053	Gwangmyeong 3(sam)-dong	
3806031 Jeongdong-myeon	11347	3806031	3806031	Jeongdong-myeon	
2203052 Naedang 2早3(isam)-dong	11341	2203052	2203052	Naedang 2早3(isam)-dong	
3810053 Gangseo-dong	11337	3810053	3810053	Gangseo-dong	
3102153 Sinheung 3(sam)-dong	11335	3102153	3102153	Sinheung 3(sam)-dong	
3805031 Yongnam-myeon	11321	3805031	3805031	Yongnam-myeon	
3104267 Galsan-dong	11296	3104267	3104267	Galsan-dong	
1115062 Sinwol 6(yuk)-dong	11289	1115062	1115062	Sinwol 6(yuk)-dong	
3707011 Geumho-eup	11285	3707011	3707011	Geumho-eup	
2107054 Daeyeon 4(sa)-dong	11278	2107054	2107054	Daeyeon 4(sa)-dong	
3811461 Guam 2(i)-dong	11274	3811461	3811461	Guam 2(i)-dong	
3710056 Jungbang-dong	11255	3710056	3710056	Jungbang-dong	
2107061 Yongdang-dong	11218	2107061	2107061	Yongdang-dong	
3107055 Jisan-dong	11218	3107055	3107055	Jisan-dong	
3303060 Hwasan-dong	11212	3303060	3303060	Hwasan-dong	
3241011 Yangyang-eup	11208	3241011	3241011	Yangyang-eup	
3604055 Seongbuk-dong	11202	3604055	3604055	Seongbuk-dong	
3603038 Seo-myeon	11174	3603038	3603038	Seo-myeon	
3811357 Wanwol-dong	11092	3811357	3811357	Wanwol-dong	
3701266 Hwanyeo-dong	11082	3701266	3701266	Hwanyeo-dong	
2101054 Bosu-dong	11076	2101054	2101054	Bosu-dong	
3501261 Ua 1(il)-dong	11073	3501261	3501261	Ua 1(il)-dong	
3302058 Hoamjik-dong	11067	3302058	3302058	Hoamjik-dong	
3201058 Soyang-dong	11066	3201058	3201058	Soyang-dong	
1102073 Donghwa-dong	11055	1102073	1102073	Donghwa-dong	
2203056 Bisan 4(sa)-dong	11053	2203056	2203056	Bisan 4(sa)-dong	
3811460 Guam 1(il)-dong	11050	3811460	3811460	Guam 1(il)-dong	
2308056 Gajeong 3(sam)-dong	11047	2308056	2308056	Gajeong 3(sam)-dong	
1124082 Wirye-dong	11045	1124082	1124082	Wirye-dong	
3811554 Yeojwa-dong	11038	3811554	3811554	Yeojwa-dong	
1101055 Buam-dong	11012	1101055	1101055	Buam-dong	
2107069 Munhyeon 4(sa)-dong	11006	2107069	2107069	Munhyeon 4(sa)-dong	
3811359 Dongseo-dong	10995	3811359	3811359	Dongseo-dong	
2104068 Sinseon-dong	10990	2104068	2104068	Sinseon-dong	
3102162 Yangji-dong	10961	3102162	3102162	Yangji-dong	
3405036 Eumam-myeon	10958	3405036	3405036	Eumam-myeon	
2102069 Nambumin 2(i)-dong	10950	2102069	2102069	Nambumin 2(i)-dong	
2113054 Geoje 4(sa)-dong	10944	2113054	2113054	Geoje 4(sa)-dong	
2203055 Bisan 2早3(isam)-dong	10923	2203055	2203055	Bisan 2早3(isam)-dong	
2205081 Nowon-dong	10905	2205081	2205081	Nowon-dong	
2401061 Sansu 2(i)-dong	10899	2401061	2401061	Sansu 2(i)-dong	
3811559 I-dong	10869	3811559	3811559	I-dong	
3603063 Dosa-dong	10860	3603063	3603063	Dosa-dong	
2102054 Seodaesin 1(il)-dong	10858	2102054	2102054	Seodaesin 1(il)-dong	
3302057 Munhwa-dong	10858	3302057	3302057	Munhwa-dong	
2603058 Nammok 1(il)-dong	10845	2603058	2603058	Nammok 1(il)-dong	
3124036 Songsan-myeon	10826	3124036	3124036	Songsan-myeon	
3708057 Sinheung-dong	10810	3708057	3708057	Sinheung-dong	
3811361 Gyobang-dong	10788	3811361	3811361	Gyobang-dong	
3435011 Cheongyang-eup	10784	3435011	3435011	Cheongyang-eup	
3119135 Baegam-myeon	10773	3119135	3119135	Baegam-myeon	
3633011 Gurye-eup	10769	3633011	3633011	Gurye-eup	
2303075 Sungui 1早3(il早sam)-dong	10749	2303075	2303075	Sungui 1早3(il早sam)-dong	
3402059 wolsong-dong	10743	3402059	3402059	wolsong-dong	
3121032 Baeksa-myeon	10741	3121032	3121032	Baeksa-myeon	
3235011 Jeongseon-eup	10725	3235011	3235011	Jeongseon-eup	
2403053 Bangnim 2(i)-dong	10707	2403053	2403053	Bangnim 2(i)-dong	
2205064 Sangyeok 4(sa)-dong	10690	2205064	2205064	Sangyeok 4(sa)-dong	
3206056 Gyo-dong	10690	3206056	3206056	Gyo-dong	
2204061 Daemyeong 6(yuk)-dong	10683	2204061	2204061	Daemyeong 6(yuk)-dong	
3110158 Changneung-dong	10676	3110158	3110158	Changneung-dong	
2105052 Bujeon 2(i)-dong	10671	2105052	2105052	Bujeon 2(i)-dong	
2109059 Banyeo 3(sam)-dong	10668	2109059	2109059	Banyeo 3(sam)-dong	
3126053 Hoecheon 1(il)-dong	10666	3126053	3126053	Hoecheon 1(il)-dong	
3103063 Ganeung 3(sam)-dong	10658	3103063	3103063	Ganeung 3(sam)-dong	
3703059 Jijwa-dong	10658	3703059	3703059	Jijwa-dong	
3503058 Ma-dong	10640	3503058	3503058	Ma-dong	
3408011 Hapdeok-eup	10625	3408011	3408011	Hapdeok-eup	
3433031 Gyuam-myeon	10625	3433031	3433031	Gyuam-myeon	
2601051 Hakseong-dong	10623	2601051	2601051	Hakseong-dong	
3706060 Hyucheon 2(i)-dong	10622	3706060	3706060	Hyucheon 2(i)-dong	
3105156 Sosa-dong	10619	3105156	3105156	Sosa-dong	
3127037 Ildong-myeon	10582	3127037	3127037	Ildong-myeon	
2113053 Geoje 3(sam)-dong	10563	2113053	2113053	Geoje 3(sam)-dong	
3735011 Yeongdeok-eup	10562	3735011	3735011	Yeongdeok-eup	
3207054 Jeongna-dong	10544	3207054	3207054	Jeongna-dong	
3805054 Jeongnyang-dong	10520	3805054	3805054	Jeongnyang-dong	
3902032 Pyoseon-myeon	10489	3902032	3902032	Pyoseon-myeon	
2502060 Yongdu-dong	10486	2502060	2502060	Yongdu-dong	
3121053 Gwango-dong	10485	3121053	3121053	Gwango-dong	
2202065 Jijeo-dong	10478	2202065	2202065	Jijeo-dong	
3811556 Gyeonghwa-dong	10470	3811556	3811556	Gyeonghwa-dong	
2207055 Duryu 3(sam)-dong	10453	2207055	2207055	Duryu 3(sam)-dong	
3803011 Munsan-eup	10452	3803011	3803011	Munsan-eup	
3202062 Taejang 1(il)-dong	10442	3202062	3202062	Taejang 1(il)-dong	
3302061 Bongbang-dong	10439	3302061	3302061	Bongbang-dong	
3501267 Jochon-dong	10432	3501267	3501267	Jochon-dong	
3704063 Gangnam-dong	10425	3704063	3704063	Gangnam-dong	
2401058 Gyerim 2(i)-dong	10424	2401058	2401058	Gyerim 2(i)-dong	
3501258 Geumam 1(il)-dong	10413	3501258	3501258	Geumam 1(il)-dong	
3635012 Doyang-eup	10356	3635012	3635012	Doyang-eup	
3102354 Sunae 2(i)-dong	10350	3102354	3102354	Sunae 2(i)-dong	
2501056 Panam 2(i)-dong	10333	2501056	2501056	Panam 2(i)-dong	
2105077 Beomcheon 1(il)-dong	10323	2105077	2105077	Beomcheon 1(il)-dong	
3501161 Seoseohak-dong	10299	3501161	3501161	Seoseohak-dong	
3902059 Daeryun-dong	10297	3902059	3902059	Daeryun-dong	
2403060 Wolsan 4(sa)-dong	10288	2403060	2403060	Wolsan 4(sa)-dong	
3405038 Haemi-myeon	10281	3405038	3405038	Haemi-myeon	
2111067 Cheongnyongnopo-dong	10269	2111067	2111067	Cheongnyongnopo-dong	
3604061 Bitgaram-dong	10250	3604061	3604061	Bitgaram-dong	
3338011 Danyang-eup	10246	3338011	3338011	Danyang-eup	
3811459 Hapseong 2(i)-dong	10244	3811459	3811459	Hapseong 2(i)-dong	
3121034 Majang-myeon	10241	3121034	3121034	Majang-myeon	
3401153 Wonseong 1(il)-dong	10241	3401153	3401153	Wonseong 1(il)-dong	
2402056 Gwangcheon-dong	10237	2402056	2402056	Gwangcheon-dong	
2501055 Panam 1(il)-dong	10231	2501055	2501055	Panam 1(il)-dong	
3901059 Geonip-dong	10231	3901059	3901059	Geonip-dong	
2114058 Gwangan 3(sam)-dong	10224	2114058	2114058	Gwangan 3(sam)-dong	
2601055 Boksan 2(i)-dong	10216	2601055	2601055	Boksan 2(i)-dong	
3302060 Dalcheon-dong	10205	3302060	3302060	Dalcheon-dong	
3126056 Hoecheon 4(sa)-dong	10188	3126056	3126056	Hoecheon 4(sa)-dong	
3737012 Goryeong-eup	10180	3737012	3737012	Goryeong-eup	
3807053 Buwon-dong	10172	3807053	3807053	Buwon-dong	
2104053 Namhang-dong	10158	2104053	2104053	Namhang-dong	
2108059 Mandeok 1(il)-dong	10147	2108059	2108059	Mandeok 1(il)-dong	
3502064 Heungnam-dong	10147	3502064	3502064	Heungnam-dong	
1102065 Sindang 5(o)-dong	10138	1102065	1102065	Sindang 5(o)-dong	
2202074 Ansim 2(i)-dong	10120	2202074	2202074	Ansim 2(i)-dong	
3401136 Byeongcheon-myeon	10113	3401136	3401136	Byeongcheon-myeon	
1103066 Itaewon 2(i)-dong	10112	1103066	1103066	Itaewon 2(i)-dong	
2201070 Dongin-dong	10102	2201070	2201070	Dongin-dong	
3304453 Naedeok 1(il)-dong	10100	3304453	3304453	Naedeok 1(il)-dong	
3741011 Bonghwa-eup	10090	3741011	3741011	Bonghwa-eup	
2204065 Daemyeong 10(sip)-dong	10074	2204065	2204065	Daemyeong 10(sip)-dong	
2502062 Oryu-dong	10069	2502062	2502062	Oryu-dong	
2113057 Yeonsan 3(sam)-dong	10062	2113057	2113057	Yeonsan 3(sam)-dong	
3405053 Dongmun 2(i)-dong	10056	3405053	3405053	Dongmun 2(i)-dong	
3504060 Chosan-dong	10039	3504060	3504060	Chosan-dong	
3807051 Dongsang-dong	10027	3807051	3807051	Dongsang-dong	
3704062 Seogu-dong	10008	3704062	3704062	Seogu-dong	
3737034 Dasan-myeon	10004	3737034	3737034	Dasan-myeon	
3202054 Myeongnyun 1(il)-dong	9982	3202054	3202054	Myeongnyun 1(il)-dong	
2111057 Bugok 1(il)-dong	9979	2111057	2111057	Bugok 1(il)-dong	
3109173 Ansan-dong	9949	3109173	3109173	Ansan-dong	
3101252 Seryu 1(il)-dong	9944	3101252	3101252	Seryu 1(il)-dong	
2404055 Im-dong	9916	2404055	2404055	Im-dong	
3836011 Hadong-eup	9911	3836011	3836011	Hadong-eup	
2105068 Danggam 2(i)-dong	9901	2105068	2105068	Danggam 2(i)-dong	
3702013 Geoncheon-eup	9895	3702013	3702013	Geoncheon-eup	
2403065 Juwol 2(i)-dong	9855	2403065	2403065	Juwol 2(i)-dong	
3304332 Oksan-myeon	9838	3304332	3304332	Oksan-myeon	
3126034 Jangheung-myeon	9835	3126034	3126034	Jangheung-myeon	
1101071 Sungin 2(i)-dong	9831	1101071	1101071	Sungin 2(i)-dong	
3506051 Yochon-dong	9808	3506051	3506051	Yochon-dong	
2203068 Wondae-dong	9804	2203068	2203068	Wondae-dong	
3113034 Sudong-myeon	9802	3113034	3113034	Sudong-myeon	
3807056 Chilsanseobu-dong	9802	3807056	3807056	Chilsanseobu-dong	
3536011 Sunchang-eup	9786	3536011	3536011	Sunchang-eup	
3406011 Ganggyeong-eup	9785	3406011	3406011	Ganggyeong-eup	
3807033 Jillye-myeon	9783	3807033	3807033	Jillye-myeon	
3108058 Soyo-dong	9747	3108058	3108058	Soyo-dong	
3436012 Gwangcheon-eup	9745	3436012	3436012	Gwangcheon-eup	
2111055 Geumsa-dong	9716	2111055	2111055	Geumsa-dong	
1113074 Bugahyeon-dong	9710	1113074	1113074	Bugahyeon-dong	
3116062 Daeya-dong	9707	3116062	3116062	Daeya-dong	
3203051 Hongje-dong	9702	3203051	3203051	Hongje-dong	
3701132 Donghae-myeon	9685	3701132	3701132	Donghae-myeon	
3601068 Bukhang-dong	9683	3601068	3601068	Bukhang-dong	
2601053 Bangu 2(i)-dong	9682	2601053	2601053	Bangu 2(i)-dong	
3405034 Jigok-myeon	9677	3405034	3405034	Jigok-myeon	
2107060 Yongho 4(sa)-dong	9670	2107060	2107060	Yongho 4(sa)-dong	
3709059 Jeomchon 3(sam)-dong	9633	3709059	3709059	Jeomchon 3(sam)-dong	
3402056 Ongnyong-dong	9631	3402056	3402056	Ongnyong-dong	
1124078 Jamsil 7(chil)-dong	9619	1124078	1124078	Jamsil 7(chil)-dong	
2204066 Daemyeong 11(sibil)-dong	9613	2204066	2204066	Daemyeong 11(sibil)-dong	
2403057 Wolsan-dong	9598	2403057	2403057	Wolsan-dong	
3603059 Namje-dong	9595	3603059	3603059	Namje-dong	
3811454 Seokjeon 2(i)-dong	9595	3811454	3811454	Seokjeon 2(i)-dong	
2204053 Bongdeok 1(il)-dong	9594	2204053	2204053	Bongdeok 1(il)-dong	
3202064 Bongsan-dong	9593	3202064	3202064	Bongsan-dong	
2104055 Yeongseon 2(i)-dong	9591	2104055	2104055	Yeongseon 2(i)-dong	
3501260 Palbok-dong	9567	3501260	3501260	Palbok-dong	
3809055 Okpo 1(il)-dong	9547	3809055	3809055	Okpo 1(il)-dong	
3125034 Docheok-myeon	9542	3125034	3125034	Docheok-myeon	
1101064 Ihwa-dong	9519	1101064	1101064	Ihwa-dong	
3901064 Ora-dong	9519	3901064	3901064	Ora-dong	
3805055 Buksin-dong	9513	3805055	3805055	Buksin-dong	
3902058 Seohong-dong	9507	3902058	3902058	Seohong-dong	
3642033 Cheonggye-myeon	9449	3642033	3642033	Cheonggye-myeon	
2404067 Duam 1(il)-dong	9438	2404067	2404067	Duam 1(il)-dong	
3304251 Sajik 1(il)-dong	9433	3304251	3304251	Sajik 1(il)-dong	
3647011 Jindo-eup	9428	3647011	3647011	Jindo-eup	
3703061 Pyeonghwanamsan-dong	9412	3703061	3703061	Pyeonghwanamsan-dong	
3811564 Ungdong 1(il)-dong	9399	3811564	3811564	Ungdong 1(il)-dong	
3901056 Samdo 2(i)-dong	9392	3901056	3901056	Samdo 2(i)-dong	
3123036 Haseong-myeon	9389	3123036	3123036	Haseong-myeon	
1101053 Sajik-dong	9379	1101053	1101053	Sajik-dong	
3601060 Mokwon-dong	9373	3601060	3601060	Mokwon-dong	
3111051 Jungang-dong	9370	3111051	3111051	Jungang-dong	
2631034 Ungchon-myeon	9364	2631034	2631034	Ungchon-myeon	
2109056 Songjeong-dong	9333	2109056	2109056	Songjeong-dong	
1103058 Hyochang-dong	9308	1103058	1103058	Hyochang-dong	
3137034 Ha-myeon	9294	3137034	3137034	Ha-myeon	
3503062 Songhak-dong	9275	3503062	3503062	Songhak-dong	
3532011 Jinan-eup	9261	3532011	3532011	Jinan-eup	
3303068 Uiam-dong	9260	3303068	3303068	Uiam-dong	
2202059 Sincheon 4(sa)-dong	9251	2202059	2202059	Sincheon 4(sa)-dong	
3337035 Samseong-myeon	9249	3337035	3337035	Samseong-myeon	
3126032 Nam-myeon	9247	3126032	3126032	Nam-myeon	
3337033 Maengdong-myeon	9247	3337033	3337033	Maengdong-myeon	
2604054 Gangdong-dong	9246	2604054	2604054	Gangdong-dong	
3902061 Jungmun-dong	9194	3902061	3902061	Jungmun-dong	
3335035 Iwol-myeon	9187	3335035	3335035	Iwol-myeon	
3602064 Mandeok-dong	9185	3602064	3602064	Mandeok-dong	
3202031 Socho-myeon	9180	3202031	3202031	Socho-myeon	
3239011 Inje-eup	9166	3239011	3239011	Inje-eup	
3706051 Sangmang-dong	9164	3706051	3706051	Sangmang-dong	
2106058 Sajik 1(il)-dong	9158	2106058	2106058	Sajik 1(il)-dong	
2601054 Boksan 1(il)-dong	9154	2601054	2601054	Boksan 1(il)-dong	
3810034 Habuk-myeon	9151	3810034	3810034	Habuk-myeon	
3431039 Chubu-myeon	9149	3431039	3431039	Chubu-myeon	
2131012 Jangan-eup	9091	2131012	2131012	Jangan-eup	
2204060 Daemyeong 5(o)-dong	9083	2204060	2204060	Daemyeong 5(o)-dong	
3831011 Uiryeong-eup	9081	3831011	3831011	Uiryeong-eup	
3240033 Toseong-myeon	9073	3240033	3240033	Toseong-myeon	
3902031 Andeok-myeon	9069	3902031	3902031	Andeok-myeon	
3706061 Hyucheon 3(sam)-dong	9056	3706061	3706061	Hyucheon 3(sam)-dong	
3808036 Sangnam-myeon	9056	3808036	3808036	Sangnam-myeon	
2403051 Yangnim-dong	9051	2403051	2403051	Yangnim-dong	
3122039 Iljuk-myeon	9044	3122039	3122039	Iljuk-myeon	
2505052 Daehwa-dong	9032	2505052	2505052	Daehwa-dong	
3707052 Jungang-dong	9032	3707052	3707052	Jungang-dong	
1125056 Godeok 2(i)-dong	9029	1125056	1125056	Godeok 2(i)-dong	
2102061 Ami-dong	9022	2102061	2102061	Ami-dong	
3501174 Jungang-dong	9020	3501174	3501174	Jungang-dong	
2901034 Geumnam-myeon	9008	2901034	2901034	Geumnam-myeon	
3204060 Bukpyeong-dong	9004	3204060	3204060	Bukpyeong-dong	
2102056 Seodaesin 3(sam)-dong	8998	2102056	2102056	Seodaesin 3(sam)-dong	
3708055 Dongmun-dong	8992	3708055	3708055	Dongmun-dong	
3202057 Ilsan-dong	8988	3202057	3202057	Ilsan-dong	
2302060 Songnim 3早5(samo)-dong	8974	2302060	2302060	Songnim 3早5(samo)-dong	
3103062 Ganeung 2(i)-dong	8972	3103062	3103062	Ganeung 2(i)-dong	
3811551 Jungang-dong	8968	3811551	3811551	Jungang-dong	
2203061 Pyeongni 2(i)-dong	8961	2203061	2203061	Pyeongni 2(i)-dong	
3127039 Yeongbuk-myeon	8959	3127039	3127039	Yeongbuk-myeon	
2103057 Sujeong 2(i)-dong	8947	2103057	2103057	Sujeong 2(i)-dong	
3701111 Guryongpo-eup	8931	3701111	3701111	Guryongpo-eup	
1103064 Ichon 2(i)-dong	8918	1103064	1103064	Ichon 2(i)-dong	
3533011 Muju-eup	8902	3533011	3533011	Muju-eup	
3811355 Banwol-dong	8895	3811355	3811355	Banwol-dong	
3302054 Gyohyeon 2(i)-dong	8890	3302054	3302054	Gyohyeon 2(i)-dong	
2205065 Bokhyeon 1(il)-dong	8865	2205065	2205065	Bokhyeon 1(il)-dong	
2308065 Gajwa 4(sa)-dong	8849	2308065	2308065	Gajwa 4(sa)-dong	
2401073 Jiwon 2(i)-dong	8849	2401073	2401073	Jiwon 2(i)-dong	
3407051 Geumam-dong	8849	3407051	3407051	Geumam-dong	
2302053 Hwasu 2(i)-dong	8842	2302053	2302053	Hwasu 2(i)-dong	
3237011 Hwacheon-eup	8830	3237011	3237011	Hwacheon-eup	
3702066 Bulguk-dong	8820	3702066	3702066	Bulguk-dong	
2103066 Beomil 2(i)-dong	8805	2103066	2103066	Beomil 2(i)-dong	
3402058 Ungjin-dong	8804	3402058	3402058	Ungjin-dong	
3708053 Bungmun-dong	8788	3708053	3708053	Bungmun-dong	
2105079 Beomcheon 4(sa)-dong	8779	2105079	2105079	Beomcheon 4(sa)-dong	
37430 Ulleung-gun	8770	37430	37430	Ulleung-gun	
3636011 Boseong-eup	8767	3636011	3636011	Boseong-eup	
2203058 Bisan 6(yuk)-dong	8753	2203058	2203058	Bisan 6(yuk)-dong	
3404052 Onyang 2(i)-dong	8752	3404052	3404052	Onyang 2(i)-dong	
3137031 Seorak-myeon	8748	3137031	3137031	Seorak-myeon	
2401072 Jiwon 1(il)-dong	8729	2401072	2401072	Jiwon 1(il)-dong	
2602055 Sinjeong 5(o)-dong	8722	2602055	2602055	Sinjeong 5(o)-dong	
2404052 Jungheung 2(i)-dong	8698	2404052	2404052	Jungheung 2(i)-dong	
2403067 Songam-dong	8690	2403067	2403067	Songam-dong	
2631038 Sangbuk-myeon	8689	2631038	2631038	Sangbuk-myeon	
2203060 Pyeongni 1(il)-dong	8684	2203060	2203060	Pyeongni 1(il)-dong	
3302043 Daesowon-myeon	8681	3302043	3302043	Daesowon-myeon	
2203065 Pyeongni 6(yuk)-dong	8672	2203065	2203065	Pyeongni 6(yuk)-dong	
3234036 Jinbu-myeon	8654	3234036	3234036	Jinbu-myeon	
3207052 Seongnae-dong	8644	3207052	3207052	Seongnae-dong	
3811356 Jungang-dong	8623	3811356	3811356	Jungang-dong	
3203056 Gyo 2(i)-dong	8613	3203056	3203056	Gyo 2(i)-dong	
3807060 Buram-dong	8604	3807060	3807060	Buram-dong	
2601064 Yaksa-dong	8558	2601064	2601064	Yaksa-dong	
1102069 Sindang-dong	8553	1102069	1102069	Sindang-dong	
2103067 Beomil 4(sa)-dong	8552	2103067	2103067	Beomil 4(sa)-dong	
2102052 Dongdaesin 2(i)-dong	8548	2102052	2102052	Dongdaesin 2(i)-dong	
3706063 Gaheung 2(i)-dong	8533	3706063	3706063	Gaheung 2(i)-dong	
2402054 Nongseong 1(il)-dong	8531	2402054	2402054	Nongseong 1(il)-dong	
3122034 Miyang-myeon	8530	3122034	3122034	Miyang-myeon	
3811557 Byeongam-dong	8523	3811557	3811557	Byeongam-dong	
2205070 Geomdan-dong	8522	2205070	2205070	Geomdan-dong	
3122040 Juksan-myeon	8520	3122040	3122040	Juksan-myeon	
3303071 Yeongseo-dong	8500	3303071	3303071	Yeongseo-dong	
3203067 Gyeongpo-dong	8486	3203067	3203067	Gyeongpo-dong	
3118051 Cheonhyeon-dong	8479	3118051	3118051	Cheonhyeon-dong	
3335031 Deoksan-myeon	8468	3335031	3335031	Deoksan-myeon	
3122032 Geumgwang-myeon	8465	3122032	3122032	Geumgwang-myeon	
3438012 Anmyeon-eup	8462	3438012	3438012	Anmyeon-eup	
3126031 Eunhyeon-myeon	8458	3126031	3126031	Eunhyeon-myeon	
2131031 Ilgwang-myeon	8410	2131031	2131031	Ilgwang-myeon	
3404037 Inju-myeon	8406	3404037	3404037	Inju-myeon	
3234011 Pyeongchang-eup	8397	3234011	3234011	Pyeongchang-eup	
1102068 Jungnim-dong	8392	1102068	1102068	Jungnim-dong	
3207051 Namyang-dong	8374	3207051	3207051	Namyang-dong	
3807052 Hoehyeon-dong	8348	3807052	3807052	Hoehyeon-dong	
2101060 Yeongju 2(i)-dong	8305	2101060	2101060	Yeongju 2(i)-dong	
3703062 Yulgok-dong	8302	3703062	3703062	Yulgok-dong	
3603058 Pungdeok-dong	8299	3603058	3603058	Pungdeok-dong	
3703060 Jasan-dong	8273	3703060	3703060	Jasan-dong	
3505057 Hyanggyo-dong	8227	3505057	3505057	Hyanggyo-dong	
3641011 Yeongam-eup	8218	3641011	3641011	Yeongam-eup	
2107056 Daeyeon 6(yuk)-dong	8210	2107056	2107056	Daeyeon 6(yuk)-dong	
3202066 Haenggu-dong	8202	3202066	3202066	Haenggu-dong	
3239032 Buk-myeon	8188	3239032	3239032	Buk-myeon	
2401056 Gyerim 1(il)-dong	8181	2401056	2401056	Gyerim 1(il)-dong	
3603054 Maegok-dong	8173	3603054	3603054	Maegok-dong	
2303057 Yonghyeon 3(sam)-dong	8171	2303057	2303057	Yonghyeon 3(sam)-dong	
2102064 Chungmu-dong	8162	2102064	2102064	Chungmu-dong	
3643011 Hampyeong-eup	8157	3643011	3643011	Hampyeong-eup	
3501160 Dongseohak-dong	8150	3501160	3501160	Dongseohak-dong	
3806033 Yonghyeon-myeon	8139	3806033	3806033	Yonghyeon-myeon	
2631031 Seosaeng-myeon	8138	2631031	2631031	Seosaeng-myeon	
3502055 Sinpung-dong	8125	3502055	3502055	Sinpung-dong	
2202055 Sinam 5(o)-dong	8118	2202055	2202055	Sinam 5(o)-dong	
3602068 Jusam-dong	8117	3602068	3602068	Jusam-dong	
1101057 Muak-dong	8106	1101057	1101057	Muak-dong	
2107067 Munhyeon 2(i)-dong	8103	2107067	2107067	Munhyeon 2(i)-dong	
2202053 Sinam 3(sam)-dong	8086	2202053	2202053	Sinam 3(sam)-dong	
3502066 Gyeongam-dong	8076	3502066	3502066	Gyeongam-dong	
3124031 Maesong-myeon	8052	3124031	3124031	Maesong-myeon	
