place_original	pop	id	id2	place	
1123079 Daechi 2(i)-dong	39389	1123079	1123079	Daechi 2(i)-dong	
3501265 Songcheon 1(il)-dong	39356	3501265	3501265	Songcheon 1(il)-dong	
34070 Gyeryong-si	39243	34070	34070	Gyeryong-si	
1120068 Daebang-dong	39223	1120068	1120068	Daebang-dong	
2305065 Jangsuseochang-dong	39160	2305065	2305065	Jangsuseochang-dong	
1111079 Gongneung 1(il)-dong	39152	1111079	1111079	Gongneung 1(il)-dong	
1111078 Junggye 2早3(i早sam)-dong	39107	1111078	1111078	Junggye 2早3(i早sam)-dong	
1116067 Balsan 1(il)-dong	39035	1116067	1116067	Balsan 1(il)-dong	
2305051 Guwol 1(il)-dong	39011	2305051	2305051	Guwol 1(il)-dong	
3101453 Maetan 3(sam)-dong	38963	3101453	3101453	Maetan 3(sam)-dong	
2306065 Samsan 1(il)-dong	38941	2306065	2306065	Samsan 1(il)-dong	
2503060 Dunsan 2(i)-dong	38872	2503060	2503060	Dunsan 2(i)-dong	
1117071 Guro 2(i)-dong	38856	1117071	1117071	Guro 2(i)-dong	
1114073 Seongsan 2(i)-dong	38765	1114073	1114073	Seongsan 2(i)-dong	
3119352 Pungdoekcheon 2(i)-dong	38598	3119352	3119352	Pungdoekcheon 2(i)-dong	
2307061 Gyeyang 2(i)-dong	38571	2307061	2307061	Gyeyang 2(i)-dong	
3811255 Gaeumjeong-dong	38493	3811255	3811255	Gaeumjeong-dong	
3104256 Gwanyang 1(il)-dong	38470	3104256	3104256	Gwanyang 1(il)-dong	
38380 Hamyang-gun	38454	38380	38380	Hamyang-gun	
3637011 Hwasun-eup	38360	3637011	3637011	Hwasun-eup	
1120071 Heukseok-dong	38179	1120071	1120071	Heukseok-dong	
3121012 Bubal-eup	38085	3121012	3121012	Bubal-eup	
3401260 Buseong 1(il)-dong	38008	3401260	3401260	Buseong 1(il)-dong	
33360 Goesan-gun	37830	33360	33360	Goesan-gun	
3401261 Buseong 2(i)-dong	37794	3401261	3401261	Buseong 2(i)-dong	
3113056 Donong-dong	37756	3113056	3113056	Donong-dong	
2113063 Yeonsan 9(gu)-dong	37367	2113063	2113063	Yeonsan 9(gu)-dong	
3110354 Pungsan-dong	37310	3110354	3110354	Pungsan-dong	
3503061 Mohyeon-dong	37217	3503061	3503061	Mohyeon-dong	
2304063 Songdo 2(i)dong	37215	2304063	2304063	Songdo 2(i)dong	
3811151 Uichang-dong	37200	3811151	3811151	Uichang-dong	
1118057 Siheung 1(il)-dong	37152	1118057	1118057	Siheung 1(il)-dong	
1114077 gongdeok-dong	37069	1114077	1114077	gongdeok-dong	
2306062 Cheongcheon 2(i)-dong	36989	2306062	2306062	Cheongcheon 2(i)-dong	
32330 Yeongwol-gun	36967	32330	32330	Yeongwol-gun	
3401258 Baekseok-dong	36965	3401258	3401258	Baekseok-dong	
2303060 Hagik 1(il)-dong	36958	2303060	2303060	Hagik 1(il)-dong	
3701211 Heunghae-eup	36949	3701211	3701211	Heunghae-eup	
2112054 Myeongji-dong	36901	2112054	2112054	Myeongji-dong	
3115061 Jeongwang 2(i)-dong	36899	3115061	3115061	Jeongwang 2(i)-dong	
36380 Jangheung-gun	36890	36380	36380	Jangheung-gun	
3125051 Gyeongan-dong	36879	3125051	3125051	Gyeongan-dong	
3116051 Gunpo 1(il)-dong	36864	3116051	3116051	Gunpo 1(il)-dong	
3810059 Yangju-dong	36839	3810059	3810059	Yangju-dong	
3110453 Ilsan 3(sam)-dong	36799	3110453	3110453	Ilsan 3(sam)-dong	
1117051 Sindorim-dong	36798	1117051	1117051	Sindorim-dong	
3123059 Gimpo 2(i)-dong	36732	3123059	3123059	Gimpo 2(i)-dong	
32350 Jeongseon-gun	36701	32350	32350	Jeongseon-gun	
3106060 Cheolsan 3(sam)-dong	36687	3106060	3106060	Cheolsan 3(sam)-dong	
3124063 Dongtan 4(sa)-dong	36658	3124063	3124063	Dongtan 4(sa)-dong	
3124052 Jinan-dong	36571	3124052	3124052	Jinan-dong	
3103065 Howon 2(i)-dong	36556	3103065	3103065	Howon 2(i)-dong	
37350 Yeongdeok-gun	36539	37350	37350	Yeongdeok-gun	
3501256 Inhu 3(sam)-dong	36507	3501256	3501256	Inhu 3(sam)-dong	
3437011 Yesan-eup	36493	3437011	3437011	Yesan-eup	
3101255 Pyeong-dong	36412	3101255	3101255	Pyeong-dong	
3124060 Dongtan 2(i)-dong	36409	3124060	3124060	Dongtan 2(i)-dong	
2404080 yangsan-dong	36388	2404080	2404080	yangsan-dong	
3107062 Bijeon 1(il)-dong	36290	3107062	3107062	Bijeon 1(il)-dong	
1108066 Gireum 1(il)-dong	36265	1108066	1108066	Gireum 1(il)-dong	
36480 Sinan-gun	36235	36480	36480	Sinan-gun	
33390 Jeungpyeong-gun	36173	33390	33390	Jeungpyeong-gun	
3901052 Ildo 2(i)-dong	36172	3901052	3901052	Ildo 2(i)-dong	
1125072 Amsa 1(il)-dong	36160	1125072	1125072	Amsa 1(il)-dong	
1106087 Jangan 1(il)-dong	35902	1106087	1106087	Jangan 1(il)-dong	
3119261 Singal-dong	35882	3119261	3119261	Singal-dong	
1120072 Noryangjin 1(il)-dong	35823	1120072	1120072	Noryangjin 1(il)-dong	
3109270 Seonbu 3(sam)-dong	35751	3109270	3109270	Seonbu 3(sam)-dong	
3120057 Unjung 2(i)-dong	35670	3120057	3120057	Unjung 2(i)-dong	
1105063 Gwangjang-dong	35634	1105063	1105063	Gwangjang-dong	
1121078 Euncheon-dong	35615	1121078	1121078	Euncheon-dong	
2303059 Yonghyeon 5(o)-dong	35605	2303059	2303059	Yonghyeon 5(o)-dong	
2305073 Nonhyeon-2(i)-dong	35604	2305073	2305073	Nonhyeon-2(i)-dong	
1125073 Cheonho 2(i)-dong	35577	1125073	1125073	Cheonho 2(i)-dong	
2206073 Gosan 3(sam)-dong	35538	2206073	2206073	Gosan 3(sam)-dong	
3811565 Ungdong 2(i)-dong	35533	3811565	3811565	Ungdong 2(i)-dong	
3119359 Seongbok-dong	35515	3119359	3119359	Seongbok-dong	
3120052 Geumchon 2(i)-dong	35294	3120052	3120052	Geumchon 2(i)-dong	
2405073 Sinchang-dong	35291	2405073	2405073	Sinchang-dong	
1107071 Myeonmokbon-dong	35279	1107071	1107071	Myeonmokbon-dong	
2601060 Taehwa-dong	35274	2601060	2601060	Taehwa-dong	
2111068 Namsan-dong	35236	2111068	2111068	Namsan-dong	
3109153 Sa 2(i)-dong	35222	3109153	3109153	Sa 2(i)-dong	
1115072 Sinjeong 4(sa)-dong	35205	1115072	1115072	Sinjeong 4(sa)-dong	
1116055 Hwagokbon-dong	35145	1116055	1116055	Hwagokbon-dong	
36390 Gangjin-gun	35126	36390	36390	Gangjin-gun	
1108085 Seokgwan-dong	35117	1108085	1108085	Seokgwan-dong	
3642013 Samhyang-eup	35081	3642013	3642013	Samhyang-eup	
3105163 Jung 1(il)-dong	34995	3105163	3105163	Jung 1(il)-dong	
2306068 Bugae 3(sam)-dong	34985	2306068	2306068	Bugae 3(sam)-dong	
2111070 Guseo 2(i)-dong	34941	2111070	2111070	Guseo 2(i)-dong	
1124080 Jamsil 3(sam)-dong	34908	1124080	1124080	Jamsil 3(sam)-dong	
1124060 Ogeum-dong	34884	1124060	1124060	Ogeum-dong	
3304256 Bunpyeong-dong	34874	3304256	3304256	Bunpyeong-dong	
1117072 Gaebong 1(il)-dong	34778	1117072	1117072	Gaebong 1(il)-dong	
2207072 Yongsan 1(il)-dong	34774	2207072	2207072	Yongsan 1(il)-dong	
2304064 Songdo 1(il)-dong	34751	2304064	2304064	Songdo 1(il)-dong	
3123056 Janggi-dong	34745	3123056	3123056	Janggi-dong	
1124079 Jamsil 2(i)-dong	34741	1124079	1124079	Jamsil 2(i)-dong	
3110163 Hwajeong 2(i)-dong	34682	3110163	3110163	Hwajeong 2(i)-dong	
3119259 Bojeong-dong	34657	3119259	3119259	Bojeong-dong	
3202067 Musil-dong	34545	3202067	3202067	Musil-dong	
3602065 Ssangbong-dong	34535	3602065	3602065	Ssangbong-dong	
1117056 Guro 5(o)-dong	34531	1117056	1117056	Guro 5(o)-dong	
1124081 Jangji-dong	34517	1124081	1124081	Jangji-dong	
1119056 Dangsan|2(i)-dong	34487	1119056	1119056	Dangsan	2(i)-dong
2106057 Oncheon 3(sam)-dong	34465	2106057	2106057	Oncheon 3(sam)-dong	
3103055 Howon 1(il)-dong	34462	3103055	3103055	Howon 1(il)-dong	
3110166 Haengsin 2(i)-dong	34421	3110166	3110166	Haengsin 2(i)-dong	
1111077 Sanggye 6早7(yuk早chil)-dong	34410	1111077	1111077	Sanggye 6早7(yuk早chil)-dong	
3119351 Pungdoekcheon 1(il)-dong	34401	3119351	3119351	Pungdoekcheon 1(il)-dong	
1123064 Yeoksam 1(il)-dong	34372	1123064	1123064	Yeoksam 1(il)-dong	
1116054 Deungchon 3(sam)-dong	34325	1116054	1116054	Deungchon 3(sam)-dong	
2306051 Bupyeong 1(il)-dong	34259	2306051	2306051	Bupyeong 1(il)-dong	
3101156 Jeongja 1(il)-dong	34248	3101156	3101156	Jeongja 1(il)-dong	
3807062 Jangyu 2(i)-dong	34207	3807062	3807062	Jangyu 2(i)-dong	
2115063 Hakjang-dong	34156	2115063	2115063	Hakjang-dong	
3231011 Hongcheon-eup	34139	3231011	3231011	Hongcheon-eup	
3339014 Jeungpyeong-eup	34118	3339014	3339014	Jeungpyeong-eup	
37370 Goryeong-gun	34117	37370	37370	Goryeong-gun	
2504051 Jinjam-dong	34094	2504051	2504051	Jinjam-dong	
1124063 Seokchon-dong	34038	1124063	1124063	Seokchon-dong	
38370 Sancheong-gun	34034	38370	38370	Sancheong-gun	
3119111 Pogok-eup	34016	3119111	3119111	Pogok-eup	
3119353 Sinbong-dong	33876	3119353	3119353	Sinbong-dong	
2307058 Jakjeonseoun-dong	33872	2307058	2307058	Jakjeonseoun-dong	
3110160 Gwansan-dong	33853	3110160	3110160	Gwansan-dong	
2306054 Bupyeong 4(sa)-dong	33842	2306054	2306054	Bupyeong 4(sa)-dong	
2206071 Gosan 1(il)-dong	33824	2206071	2206071	Gosan 1(il)-dong	
3701158 Hyogok-dong	33733	3701158	3701158	Hyogok-dong	
3103059 Songsan 1(il)-dong	33715	3103059	3103059	Songsan 1(il)-dong	
3104161 Seoksu 2(i)-dong	33647	3104161	3104161	Seoksu 2(i)-dong	
1111076 Sanggye 3早4(sam早sa)-dong	33592	1111076	1111076	Sanggye 3早4(sam早sa)-dong	
1124067 Garak 2(i)-dong	33563	1124067	1124067	Garak 2(i)-dong	
1117064 Gaebong 2(i)-dong	33546	1117064	1117064	Gaebong 2(i)-dong	
1107064 Muk 1(il)-dong	33539	1107064	1107064	Muk 1(il)-dong	
1106089 Imun 1(il)-dong	33531	1106089	1106089	Imun 1(il)-dong	
2306058 Sangok 2(i)-dong	33494	2306058	2306058	Sangok 2(i)-dong	
3115051 Daeya-dong	33482	3115051	3115051	Daeya-dong	
1111053 Wolgye 3(sam)-dong	33419	1111053	1111053	Wolgye 3(sam)-dong	
1113072 Bukgajwa 2(i)-dong	33399	1113072	1113072	Bukgajwa 2(i)-dong	
3701112 Yeonil-eup	33393	3701112	3701112	Yeonil-eup	
3710011 Hayang-eup	33386	3710011	3710011	Hayang-eup	
3739013 Seokjeok-eup	33348	3739013	3739013	Seokjeok-eup	
3811353 Woryeong-dong	33348	3811353	3811353	Woryeong-dong	
1109073 Samgaksan-dong	33333	1109073	1109073	Samgaksan-dong	
1118052 Doksan 1(il)-dong	33314	1118052	1118052	Doksan 1(il)-dong	
3119356 Dongcheon-dong	33287	3119356	3119356	Dongcheon-dong	
3105255 Sosabon 3(sam)-dong	33216	3105255	3105255	Sosabon 3(sam)-dong	
3803072 cheonjeon-dong	33204	3803072	3803072	cheonjeon-dong	
3304155 Geumcheon-dong	33202	3304155	3304155	Geumcheon-dong	
1123065 Yeoksam 2(i)-dong	33171	1123065	1123065	Yeoksam 2(i)-dong	
2207073 Yongsan 2(i)-dong	33115	2207073	2207073	Yongsan 2(i)-dong	
3106067 Soha 2(i)-dong	33064	3106067	3106067	Soha 2(i)-dong	
2109067 Jwa 2(i)-dong	32988	2109067	2109067	Jwa 2(i)-dong	
1121083 Miseong-dong	32977	1121083	1121083	Miseong-dong	
2307052 Hyoseong 2(i)-dong	32935	2307052	2307052	Hyoseong 2(i)-dong	
3503070 Samseong-dong	32898	3503070	3503070	Samseong-dong	
1124064 Samjeon-dong	32892	1124064	1124064	Samjeon-dong	
1121079 Seonghyeon-dong	32802	1121079	1121079	Seonghyeon-dong	
3105170 Sang 3(sam)-dong	32765	3105170	3105170	Sang 3(sam)-dong	
2404078 Ilgok-dong	32753	2404078	2404078	Ilgok-dong	
1125051 Gangil-dong	32745	1125051	1125051	Gangil-dong	
1112057 Gusan-dong	32628	1112057	1112057	Gusan-dong	
3404053 Onyang 3(sam)-dong	32624	3404053	3404053	Onyang 3(sam)-dong	
2305072 Nonhyeon-1(il)-dong	32596	2305072	2305072	Nonhyeon-1(il)-dong	
2604052 Nongso 2(i)-dong	32563	2604052	2604052	Nongso 2(i)-dong	
3101157 Jeongja 2(i)-dong	32537	3101157	3101157	Jeongja 2(i)-dong	
33320 Boeun-gun	32522	33320	33320	Boeun-gun	
3119153 Yurim-dong	32492	3119153	3119153	Yurim-dong	
3105164 Jung 2(i)-dong	32452	3105164	3105164	Jung 2(i)-dong	
2405071 Unnam-dong	32438	2405071	2405071	Unnam-dong	
2109064 Jaesong 1(il)-dong	32421	2109064	2109064	Jaesong 1(il)-dong	
3739011 Waegwan-eup	32400	3739011	3739011	Waegwan-eup	
2301062 Yeongjong-dong	32377	2301062	2301062	Yeongjong-dong	
3110457 Daehwa-dong	32335	3110457	3110457	Daehwa-dong	
3110159 Goyang-dong	32305	3110159	3110159	Goyang-dong	
1114074 Sangam-dong	32292	1114074	1114074	Sangam-dong	
3117055 Naeson 2(i)-dong	32281	3117055	3117055	Naeson 2(i)-dong	
1123067 Dogok 2(i)-dong	32275	1123067	1123067	Dogok 2(i)-dong	
3406051 Chwiam-dong	32254	3406051	3406051	Chwiam-dong	
1107073 Mangubon-dong	32161	1107073	1107073	Mangubon-dong	
2115064 Eomgung-dong	32131	2115064	2115064	Eomgung-dong	
1118054 Doksan 3(sam)-dong	32078	1118054	1118054	Doksan 3(sam)-dong	
2108063 Hwamyeong 3(sam)-dong	32078	2108063	2108063	Hwamyeong 3(sam)-dong	
2104065 Dongsam 1(il)-dong	31988	2104065	2104065	Dongsam 1(il)-dong	
2105076 Gaegeum 3(sam)-dong	31986	2105076	2105076	Gaegeum 3(sam)-dong	
1122055 Jamwon-dong	31973	1122055	1122055	Jamwon-dong	
3109174 I-dong	31967	3109174	3109174	I-dong	
1109075 Insu-dong	31918	1109075	1109075	Insu-dong	
2503073 Gwanjeo 2(i)-dong	31891	2503073	2503073	Gwanjeo 2(i)-dong	
2106051 Sumin-dong	31790	2106051	2106051	Sumin-dong	
3102367 Gumi-dong	31772	3102367	3102367	Gumi-dong	
3105169 Sang 2(il)-dong	31720	3105169	3105169	Sang 2(il)-dong	
1106081 Yongsin-dong	31711	1106081	1106081	Yongsin-dong	
3705012 Goa-eup	31696	3705012	3705012	Goa-eup	
2205082 Dongcheon-dong	31683	2205082	2205082	Dongcheon-dong	
34350 Cheongyang-gun	31653	34350	34350	Cheongyang-gun	
3115063 Jeongwang 4(sa)-dong	31630	3115063	3115063	Jeongwang 4(sa)-dong	
37410 Bonghwa-gun	31628	37410	37410	Bonghwa-gun	
3101160 Jowon 1(il)-dong	31573	3101160	3101160	Jowon 1(il)-dong	
2205066 Bokhyeon 2(i)-dong	31563	2205066	2205066	Bokhyeon 2(i)-dong	
2504067 Noeun 3(sam)-dong	31563	2504067	2504067	Noeun 3(sam)-dong	
3110351 Siksa-dong	31560	3110351	3110351	Siksa-dong	
3106066 Soha 1(il)-dong	31559	3106066	3106066	Soha 1(il)-dong	
2305057 Ganseok 3(sam)-dong	31521	2305057	2305057	Ganseok 3(sam)-dong	
2106062 Allak 2(i)-dong	31500	2106062	2106062	Allak 2(i)-dong	
1112058 Daejo-dong	31426	1112058	1112058	Daejo-dong	
3404033 Tangjeong-myeon	31421	3404033	3404033	Tangjeong-myeon	
3401211 Seonghwan-eup	31403	3401211	3401211	Seonghwan-eup	
1119072 Daerim 3(sam)-dong	31380	1119072	1119072	Daerim 3(sam)-dong	
36430 Hampyeong-gun	31367	36430	36430	Hampyeong-gun	
2402066 Chipyeong-dong	31365	2402066	2402066	Chipyeong-dong	
1112059 Eungam 1(il)-dong	31354	1112059	1112059	Eungam 1(il)-dong	
1115051 Mok 1(il)-dong	31336	1115051	1115051	Mok 1(il)-dong	
3113032 Toegyewon-myeon	31318	3113032	3113032	Toegyewon-myeon	
2307056 Jakjeon 1(il)-dong	31316	2307056	2307056	Jakjeon 1(il)-dong	
2306072 Samsan 2(i)-dong	31277	2306072	2306072	Samsan 2(i)-dong	
2405056 Eoryong-dong	31265	2405056	2405056	Eoryong-dong	
3102363 Yatap 3(sam)-dong	31230	3102363	3102363	Yatap 3(sam)-dong	
3102358 Seohyeon 1(il)-dong	31222	3102358	3102358	Seohyeon 1(il)-dong	
32390 Inje-gun	31219	32390	32390	Inje-gun	
3335011 Jincheon-eup	31194	3335011	3335011	Jincheon-eup	
3810056 Pyeongsan-dong	31167	3810056	3810056	Pyeongsan-dong	
3811253 Sangnam-dong	31157	3811253	3811253	Sangnam-dong	
1119054 Yeoui-dong	31149	1119054	1119054	Yeoui-dong	
1106088 Jangan 2(i)-dong	31120	1106088	1106088	Jangan 2(i)-dong	
2504064 Oncheon 1(il)-dong	31070	2504064	2504064	Oncheon 1(il)-dong	
2306055 Bupyeong 5(o)-dong	31053	2306055	2306055	Bupyeong 5(o)-dong	
3119358 Sanghyeon 2(i)-dong	31053	3119358	3119358	Sanghyeon 2(i)-dong	
3101261 Gokseon-dong	30888	3101261	3101261	Gokseon-dong	
3107052 Seojeong-dong	30728	3107052	3107052	Seojeong-dong	
3705055 Doryang-dong	30700	3705055	3705055	Doryang-dong	
3204051 Cheongok-dong	30665	3204051	3204051	Cheongok-dong	
2504061 Gujeuk-dong	30658	2504061	2504061	Gujeuk-dong	
1121080 Cheongnyong-dong	30657	1121080	1121080	Cheongnyong-dong	
3120015 Jori-eup	30629	3120015	3120015	Jori-eup	
1105058 Junggok 4(sa)-dong	30603	1105058	1105058	Junggok 4(sa)-dong	
1112051 Nokbeon-dong	30596	1112051	1112051	Nokbeon-dong	
3109155 Bono 2(i)-dong	30563	3109155	3109155	Bono 2(i)-dong	
3705067 Sangmosagok-dong	30559	3705067	3705067	Sangmosagok-dong	
3805033 Gwangdo-myeon	30543	3805033	3805033	Gwangdo-myeon	
1110055 Banghak 1(il)-dong	30536	1110055	1110055	Banghak 1(il)-dong	
2505062 Songchon-dong	30496	2505062	2505062	Songchon-dong	
2110063 Dadae 2(i)-dong	30448	2110063	2110063	Dadae 2(i)-dong	
3119257 Mabuk-dong	30388	3119257	3119257	Mabuk-dong	
1110060 Chang 2(i)-dong	30379	1110060	1110060	Chang 2(i)-dong	
3404040 Sinchang-myeon	30346	3404040	3404040	Sinchang-myeon	
3102251 Seongnam-dong	30333	3102251	3102251	Seongnam-dong	
1119076 Mullae-dong	30320	1119076	1119076	Mullae-dong	
2307051 Hyoseong 1(il)-dong	30312	2307051	2307051	Hyoseong 1(il)-dong	
2604051 Nongso 1(il)-dong	30311	2604051	2604051	Nongso 1(il)-dong	
3803071 Gahoe-dong	30288	3803071	3803071	Gahoe-dong	
1115070 Sinjeong 7(chil)-dong	30276	1115070	1115070	Sinjeong 7(chil)-dong	
1109071 Songjung-dong	30260	1109071	1109071	Songjung-dong	
2205071 Mutaejoya-dong	30181	2205071	2205071	Mutaejoya-dong	
2113051 Geoje 1(il)-dong	30166	2113051	2113051	Geoje 1(il)-dong	
3110456 Juyeop 2(i)-dong	30160	3110456	3110456	Juyeop 2(i)-dong	
1106083 Jeonnong 1(il)-dong	30107	1106083	1106083	Jeonnong 1(il)-dong	
1115052 Mok 2(i)-dong	30073	1115052	1115052	Mok 2(i)-dong	
2109052 U 2(i)-dong	30036	2109052	2109052	U 2(i)-dong	
3115054 Eunhaeng-dong	29990	3115054	3115054	Eunhaeng-dong	
3103060 Jageum-dong	29927	3103060	3103060	Jageum-dong	
3119152 Yeoksam-dong	29888	3119152	3119152	Yeoksam-dong	
3811155 Yongji-dong	29875	3811155	3811155	Yongji-dong	
3203065 Seongdeok-dong	29852	3203065	3203065	Seongdeok-dong	
3123011 Tongjin-eup	29828	3123011	3123011	Tongjin-eup	
2304056 Cheonghak-dong	29827	2304056	2304056	Cheonghak-dong	
1121081 Nangok-dong	29799	1121081	1121081	Nangok-dong	
2502069 Sanseong-dong	29766	2502069	2502069	Sanseong-dong	
2110055 Dangni-dong	29744	2110055	2110055	Dangni-dong	
1117062 Gocheok 2(i)-dong	29730	1117062	1117062	Gocheok 2(i)-dong	
3114051 Jungang-dong	29723	3114051	3114051	Jungang-dong	
1117055 Guro 4(sa)-dong	29712	1117055	1117055	Guro 4(sa)-dong	
2631012 Eonyang-eup	29712	2631012	2631012	Eonyang-eup	
3304255 Sannam-dong	29696	3304255	3304255	Sannam-dong	
3105354 Gogangbon-dong	29690	3105354	3105354	Gogangbon-dong	
1105066 Jayang 3(sam)-dong	29665	1105066	1105066	Jayang 3(sam)-dong	
2115052 Mora 1(il)-dong	29565	2115052	2115052	Mora 1(il)-dong	
3123058 Gurae-dong	29559	3123058	3123058	Gurae-dong	
36470 Jindo-gun	29538	36470	36470	Jindo-gun	
1121057 Haengun-dong	29513	1121057	1121057	Haengun-dong	
2112056 Noksan-dong	29483	2112056	2112056	Noksan-dong	
1110057 Banghak 3(sam)-dong	29466	1110057	1110057	Banghak 3(sam)-dong	
1120073 Sadang 2(i)-dong	29424	1120073	1120073	Sadang 2(i)-dong	
1113068 Hongeun 2(i)-dong	29373	1113068	1113068	Hongeun 2(i)-dong	
1124071 Jamsilbon-dong	29331	1124071	1124071	Jamsilbon-dong	
3116055 Sanbon 2(i)-dong	29264	3116055	3116055	Sanbon 2(i)-dong	
3333011 Okcheon-eup	29212	3333011	3333011	Okcheon-eup	
1111058 Hagye 1(il)-dong	29193	1111058	1111058	Hagye 1(il)-dong	
2504063 Gwanpyeong-dong	29176	2504063	2504063	Gwanpyeong-dong	
2109065 Jaesong 2(i)-dong	29167	2109065	2109065	Jaesong 2(i)-dong	
3110451 Ilsan 1(il)-dong	29156	3110451	3110451	Ilsan 1(il)-dong	
2602056 Dal-dong	29136	2602056	2602056	Dal-dong	
3810054 Seochang-dong	29109	3810054	3810054	Seochang-dong	
3901012 Aewol-eup	29105	3901012	3901012	Aewol-eup	
1122057 Banpo 1(il)-dong	29099	1122057	1122057	Banpo 1(il)-dong	
2308074 Cheongna-1(il)dong	29089	2308074	2308074	Cheongna-1(il)dong	
2305060 Mansu 2(i)-dong	29054	2305060	2305060	Mansu 2(i)-dong	
1120056 Sangdo 4(sa)-dong	29034	1120056	1120056	Sangdo 4(sa)-dong	
1123059 Samseong 2(i)-dong	29031	1123059	1123059	Samseong 2(i)-dong	
3110153 Heungdo-dong	29017	3110153	3110153	Heungdo-dong	
3126055 Hoecheon 3(sam)-dong	28978	3126055	3126055	Hoecheon 3(sam)-dong	
1109072 Songcheon-dong	28969	1109072	1109072	Songcheon-dong	
2207057 Gamsam-dong	28955	2207057	2207057	Gamsam-dong	
2308076 Geomdan-1(il)dong	28940	2308076	2308076	Geomdan-1(il)dong	
2604056 Hyomun-dong	28905	2604056	2604056	Hyomun-dong	
2305058 Ganseok 4(sa)-dong	28899	2305058	2305058	Ganseok 4(sa)-dong	
1124075 Jamsil 4(sa)-dong	28886	1124075	1124075	Jamsil 4(sa)-dong	
3110455 Juyeop 1(il)-dong	28847	3110455	3110455	Juyeop 1(il)-dong	
1112056 Galhyeon 2(i)-dong	28845	1112056	1112056	Galhyeon 2(i)-dong	
2403069 Bongseon 2(i)-dong	28831	2403069	2403069	Bongseon 2(i)-dong	
2602062 Daehyeon-dong	28816	2602062	2602062	Daehyeon-dong	
2631011 Onsan-eup	28809	2631011	2631011	Onsan-eup	
2110057 Hadan 2(i)-dong	28786	2110057	2110057	Hadan 2(i)-dong	
33380 Danyang-gun	28770	33380	33380	Danyang-gun	
3109151 Il-dong	28733	3109151	3109151	Il-dong	
3203055 Gyo 1(il)-dong	28729	3203055	3203055	Gyo 1(il)-dong	
3101371 Hwaseo 2(i)-dong	28709	3101371	3101371	Hwaseo 2(i)-dong	
2402069 Geumho 2(i)-dong	28708	2402069	2402069	Geumho 2(i)-dong	
3120054 Geumchon 3(sam)-dong	28695	3120054	3120054	Geumchon 3(sam)-dong	
3138011 Yangpyeong-eup	28693	3138011	3138011	Yangpyeong-eup	
3809057 Jangpyeong-dong	28690	3809057	3809057	Jangpyeong-dong	
32400 Goseong-gun	28689	32400	32400	Goseong-gun	
3641012 Samho-eup	28653	3641012	3641012	Samho-eup	
36320 Gokseong-gun	28617	36320	36320	Gokseong-gun	
1110062 Chang 4(sa)-dong	28563	1110062	1110062	Chang 4(sa)-dong	
3809054 Aju-dong	28531	3809054	3809054	Aju-dong	
1111061 Junggye 1(il)-dong	28530	1111061	1111061	Junggye 1(il)-dong	
3304356 Bongmyeong 2(i)早songjeong-dong	28521	3304356	3304356	Bongmyeong 2(i)早songjeong-dong	
3102257 Sangdaewon 1(il)-dong	28517	3102257	3102257	Sangdaewon 1(il)-dong	
3119131 Mohyeon-myeon	28507	3119131	3119131	Mohyeon-myeon	
1105062 Guui 3(sam)-dong	28500	1105062	1105062	Guui 3(sam)-dong	
2504055 Sinseong-dong	28484	2504055	2504055	Sinseong-dong	
2503057 Tanbang-dong	28470	2503057	2503057	Tanbang-dong	
3707051 Dongbu-dong	28469	3707051	3707051	Dongbu-dong	
2115061 Jurye 2(i)-dong	28467	2115061	2115061	Jurye 2(i)-dong	
1125061 Cheonho 1(il)-dong	28457	1125061	1125061	Cheonho 1(il)-dong	
3109269 Seonbu 2(i)-dong	28454	3109269	3109269	Seonbu 2(i)-dong	
1113070 Namgajwa 2(i)-dong	28447	1113070	1113070	Namgajwa 2(i)-dong	
1122053 Seocho 3(sam)-dong	28438	1122053	1122053	Seocho 3(sam)-dong	
1110065 Dobong 2(i)-dong	28425	1110065	1110065	Dobong 2(i)-dong	
2110061 Jangnim 2(i)-dong	28400	2110061	2110061	Jangnim 2(i)-dong	
3115062 Jeongwang 3(sam)-dong	28386	3115062	3115062	Jeongwang 3(sam)-dong	
1106086 Dapsimni 2(i)-dong	28383	1106086	1106086	Dapsimni 2(i)-dong	
1123078 Cheongdam-dong	28367	1123078	1123078	Cheongdam-dong	
3114053 Namchon-dong	28354	3114053	3114053	Namchon-dong	
3119252 Gugal-dong	28320	3119252	3119252	Gugal-dong	
1105067 Jayang 4(sa)-dong	28312	1105067	1105067	Jayang 4(sa)-dong	
2502064 Taepyeong 2(i)-dong	28303	2502064	2502064	Taepyeong 2(i)-dong	
3126011 Baekseok-eup	28302	3126011	3126011	Baekseok-eup	
1111052 Wolgye 2(i)-dong	28276	1111052	1111052	Wolgye 2(i)-dong	
2205076 Eupnae-dong	28264	2205076	2205076	Eupnae-dong	
3102152 Sinheung 2(i)-dong	28255	3102152	3102152	Sinheung 2(i)-dong	
3124053 Beyngjeom 1(il)-dong	28246	3124053	3124053	Beyngjeom 1(il)-dong	
3703056 Daesin-dong	28243	3703056	3703056	Daesin-dong	
3811256 Seongju-dong	28242	3811256	3811256	Seongju-dong	
3126054 Hoecheon 2(i)-dong	28230	3126054	3126054	Hoecheon 2(i)-dong	
1109069 Samyang-dong	28222	1109069	1109069	Samyang-dong	
