id	population	place	location
3402033	174	Gyeryong-myeon	3402033 Gyeryong-myeon
3402034	62	Banpo-myeon	3402034 Banpo-myeon
3402036	102	Uidang-myeon	3402036 Uidang-myeon
3402037	148	Jeongan-myeon	3402037 Jeongan-myeon
3402038	151	Useong-myeon	3402038 Useong-myeon
3402039	51	Sagok-myeon	3402039 Sagok-myeon
3402040	30	Sinpung-myeon	3402040 Sinpung-myeon
3402051	65	Junghak-dong	3402051 Junghak-dong
3402055	77	Geumhak-dong	3402055 Geumhak-dong
3402056	177	Ongnyong-dong	3402056 Ongnyong-dong
3402057	654	Singwan-dong	3402057 Singwan-dong
3402058	68	Ungjin-dong	3402058 Ungjin-dong
3402059	84	wolsong-dong	3402059 wolsong-dong
34030	2964	Boryeong-si	34030 Boryeong-si
3403011	171	Ungcheon-eup	3403011 Ungcheon-eup
3403031	180	Jupo-myeon	3403031 Jupo-myeon
3403032	272	Jugyo-myeon	3403032 Jugyo-myeon
3403033	596	Ocheon-myeon	3403033 Ocheon-myeon
3403034	337	Cheonbuk-myeon	3403034 Cheonbuk-myeon
3403035	69	Cheongso-myeon	3403035 Cheongso-myeon
3403036	77	Cheongna-myeon	3403036 Cheongna-myeon
3403037	77	Nampo-myeon	3403037 Nampo-myeon
3403038	20	Jusan-myeon	3403038 Jusan-myeon
3403039	15	Misan-myeon	3403039 Misan-myeon
3403040	24	Seongju-myeon	3403040 Seongju-myeon
3403051	227	Daecheon 1(il)-dong	3403051 Daecheon 1(il)-dong
3403052	107	Daecheon 2(i)-dong	3403052 Daecheon 2(i)-dong
3403053	145	Daecheon 3(sam)-dong	3403053 Daecheon 3(sam)-dong
3403054	139	Daecheon4(sa)-dong	3403054 Daecheon4(sa)-dong
3403056	508	Daecheon 5(o)-dong	3403056 Daecheon 5(o)-dong
34040	17213	Asan-si	34040 Asan-si
3404011	356	Yeomchi-eup	3404011 Yeomchi-eup
3404012	1053	Baebang-eup	3404012 Baebang-eup
3404031	65	Songak-myeon	3404031 Songak-myeon
3404033	874	Tangjeong-myeon	3404033 Tangjeong-myeon
3404034	1466	Eumbong-myeon	3404034 Eumbong-myeon
3404035	2978	Dunpo-myeon	3404035 Dunpo-myeon
3404036	1055	Yeongin-myeon	3404036 Yeongin-myeon
3404037	947	Inju-myeon	3404037 Inju-myeon
3404038	479	Seonjang-myeon	3404038 Seonjang-myeon
3404039	167	Dogo-myeon	3404039 Dogo-myeon
3404040	3422	Sinchang-myeon	3404040 Sinchang-myeon
3404051	394	Onyang 1(il)-dong	3404051 Onyang 1(il)-dong
3404052	842	Onyang 2(i)-dong	3404052 Onyang 2(i)-dong
3404053	821	Onyang 3(sam)-dong	3404053 Onyang 3(sam)-dong
3404054	999	Onyang 4(sa)-dong	3404054 Onyang 4(sa)-dong
3404055	757	Onyang 5(o)-dong	3404055 Onyang 5(o)-dong
3404056	538	Onyang 6(yuk)-dong	3404056 Onyang 6(yuk)-dong
34050	4729	Seosan-si	34050 Seosan-si
3405011	307	Daesan-eup	3405011 Daesan-eup
3405031	109	Inji-myeon	3405031 Inji-myeon
3405032	68	Buseok-myeon	3405032 Buseok-myeon
3405033	60	Palbong-myeon	3405033 Palbong-myeon
3405034	235	Jigok-myeon	3405034 Jigok-myeon
3405035	441	Seongyeon-myeon	3405035 Seongyeon-myeon
3405036	360	Eumam-myeon	3405036 Eumam-myeon
3405037	71	Unsan-myeon	3405037 Unsan-myeon
3405038	778	Haemi-myeon	3405038 Haemi-myeon
3405039	181	Gobuk-myeon	3405039 Gobuk-myeon
3405051	530	Buchun-dong	3405051 Buchun-dong
3405052	537	Dongmun 1(il)-dong	3405052 Dongmun 1(il)-dong
3405053	364	Dongmun 2(i)-dong	3405053 Dongmun 2(i)-dong
3405054	406	Suseok-dong	3405054 Suseok-dong
3405055	282	Seongnam-dong	3405055 Seongnam-dong
34060	4146	Nonsan-si	34060 Nonsan-si
3406011	143	Ganggyeong-eup	3406011 Ganggyeong-eup
3406012	513	Yeonmu-eup	3406012 Yeonmu-eup
3406031	355	Seongdong-myeon	3406031 Seongdong-myeon
3406032	204	Gwangseok-myeon	3406032 Gwangseok-myeon
3406033	162	Noseong-myeon	3406033 Noseong-myeon
3406034	139	Sangwol-myeon	3406034 Sangwol-myeon
3406035	248	Bujeok-myeon	3406035 Bujeok-myeon
3406036	272	Yeonsan-myeon	3406036 Yeonsan-myeon
3406037	70	Beolgok-myeon	3406037 Beolgok-myeon
3406038	521	Yangchon-myeon	3406038 Yangchon-myeon
3406039	191	Gayagok-myeon	3406039 Gayagok-myeon
3406040	565	Eunjin-myeon	3406040 Eunjin-myeon
3406041	26	Chaeun-myeon	3406041 Chaeun-myeon
3406051	560	Chwiam-dong	3406051 Chwiam-dong
3406052	177	Buchang-dong	3406052 Buchang-dong
34070	214	Gyeryong-si	34070 Gyeryong-si
3407031	40	Duma-myeon	3407031 Duma-myeon
3407033	117	Eomsa-myeon	3407033 Eomsa-myeon
3407034	9	Sindoan_myeon	3407034 Sindoan_myeon
3407051	48	Geumam-dong	3407051 Geumam-dong
34080	6375	Dangjin-si	34080 Dangjin-si
3408011	936	Hapdeok-eup	3408011 Hapdeok-eup
3408012	1556	Songak-eup	3408012 Songak-eup
3408031	125	Godae-myeon	3408031 Godae-myeon
3408032	166	Seongmun-myeon	3408032 Seongmun-myeon
3408033	66	Daehoji-myeon	3408033 Daehoji-myeon
3408034	226	Jeongmi-myeon	3408034 Jeongmi-myeon
3408035	368	Myeoncheon-myeon	3408035 Myeoncheon-myeon
3408036	543	Sunseong-myeon	3408036 Sunseong-myeon
3408037	93	Ugang-myeon	3408037 Ugang-myeon
3408038	651	Sinpyeong-myeon	3408038 Sinpyeong-myeon
3408039	404	Songsan-myeon	3408039 Songsan-myeon
3408051	676	Dangjin 1(il)-dong	3408051 Dangjin 1(il)-dong
3408052	400	Dangjin 2(i)-dong	3408052 Dangjin 2(i)-dong
3408053	165	Dangjin 3(sam)-dong	3408053 Dangjin 3(sam)-dong
34310	1671	Geumsan-gun	34310 Geumsan-gun
3431011	209	Geumsan-eup	3431011 Geumsan-eup
3431031	199	Geumseong-myeon	3431031 Geumseong-myeon
3431032	45	Jewon-myeon	3431032 Jewon-myeon
3431033	42	Buri-myeon	3431033 Buri-myeon
3431034	72	Gunbuk-myeon	3431034 Gunbuk-myeon
3431035	49	Namil-myeon	3431035 Namil-myeon
3431036	41	Nami-myeon	3431036 Nami-myeon
3431037	76	Jinsan-myeon	3431037 Jinsan-myeon
3431038	255	Boksu-myeon	3431038 Boksu-myeon
3431039	683	Chubu-myeon	3431039 Chubu-myeon
34330	1680	Buyeo-gun	34330 Buyeo-gun
3433011	272	Buyeo-eup	3433011 Buyeo-eup
3433031	142	Gyuam-myeon	3433031 Gyuam-myeon
3433032	177	Eunsan-myeon	3433032 Eunsan-myeon
3433033	17	Oesan-myeon	3433033 Oesan-myeon
3433034	12	Naesan-myeon	3433034 Naesan-myeon
3433035	40	Guryong-myeon	3433035 Guryong-myeon
3433036	83	Hongsan-myeon	3433036 Hongsan-myeon
3433037	206	Oksan-myeon	3433037 Oksan-myeon
3433038	23	Nam-myeon	3433038 Nam-myeon
3433039	9	Chunghwa-myeon	3433039 Chunghwa-myeon
3433040	57	Yanghwa-myeon	3433040 Yanghwa-myeon
3433041	79	Imcheon-myeon	3433041 Imcheon-myeon
3433042	208	Jangam-myeon	3433042 Jangam-myeon
3433043	67	Sedo-myeon	3433043 Sedo-myeon
3433044	195	Seokseong-myeon	3433044 Seokseong-myeon
3433045	93	Chochon-myeon	3433045 Chochon-myeon
34340	1490	Seocheon-gun	34340 Seocheon-gun
3434011	484	Janghang-eup	3434011 Janghang-eup
3434012	115	Seocheon-eup	3434012 Seocheon-eup
3434031	39	Maseo-myeon	3434031 Maseo-myeon
3434032	28	Hwayang-myeon	3434032 Hwayang-myeon
3434033	14	Gisan-myeon	3434033 Gisan-myeon
3434034	16	Hansan-myeon	3434034 Hansan-myeon
3434035	7	Masan-myeon	3434035 Masan-myeon
3434036		Sicho-myeon	3434036 Sicho-myeon
3434037	16	Munsan-myeon	3434037 Munsan-myeon
3434038	19	Pangyo-myeon	3434038 Pangyo-myeon
3434039	98	Jongcheon-myeon	3434039 Jongcheon-myeon
3434040	71	Biin-myeon	3434040 Biin-myeon
3434041	582	Seo-myeon	3434041 Seo-myeon
34350	652	Cheongyang-gun	34350 Cheongyang-gun
3435011	173	Cheongyang-eup	3435011 Cheongyang-eup
3435031	52	Ungok-myeon	3435031 Ungok-myeon
3435032	55	Daechi-myeon	3435032 Daechi-myeon
3435033	56	Jeongsan-myeon	3435033 Jeongsan-myeon
3435034	28	Mok-myeon	3435034 Mok-myeon
3435035	76	Cheongnam-myeon	3435035 Cheongnam-myeon
3435036	40	Jangpyeong-myeon	3435036 Jangpyeong-myeon
3435037	25	Namyang-myeon	3435037 Namyang-myeon
3435038	42	Hwaseong-myeon	3435038 Hwaseong-myeon
3435039	105	Bibong-myeon	3435039 Bibong-myeon
34360	2143	Hongseong-gun	34360 Hongseong-gun
3436011	572	Hongseong-eup	3436011 Hongseong-eup
3436012	366	Gwangcheon-eup	3436012 Gwangcheon-eup
3436031	152	Hongbuk-myeon	3436031 Hongbuk-myeon
3436032	126	Geumma-myeon	3436032 Geumma-myeon
3436033	50	Hongdong-myeon	3436033 Hongdong-myeon
3436034	105	Janggok-myeon	3436034 Janggok-myeon
3436035	188	Eunha-myeon	3436035 Eunha-myeon
3436036	138	Gyeolseong-myeon	3436036 Gyeolseong-myeon
3436037	57	Seobu-myeon	3436037 Seobu-myeon
3436038	206	Galsan-myeon	3436038 Galsan-myeon
3436039	183	Guhang-myeon	3436039 Guhang-myeon
34370	2235	Yesan-gun	34370 Yesan-gun
3437011	489	Yesan-eup	3437011 Yesan-eup
3437012	169	Sapgyo-eup	3437012 Sapgyo-eup
3437031	155	Daesul-myeon	3437031 Daesul-myeon
3437032	60	Sinyang-myeon	3437032 Sinyang-myeon
3437033	42	Gwangsi-myeon	3437033 Gwangsi-myeon
3437034	15	Daeheung-myeon	3437034 Daeheung-myeon
3437035	149	Eungbong-myeon	3437035 Eungbong-myeon
3437036	179	Deoksan-myeon	3437036 Deoksan-myeon
3437037	170	Bongsan-myeon	3437037 Bongsan-myeon
3437038	340	Godeok-myeon	3437038 Godeok-myeon
3437039	235	Sinam-myeon	3437039 Sinam-myeon
3437040	232	Oga-myeon	3437040 Oga-myeon
34380	1374	Taean-gun	34380 Taean-gun
3438011	400	Taean-eup	3438011 Taean-eup
3438012	187	Anmyeon-eup	3438012 Anmyeon-eup
3438031	121	Gonam-myeon	3438031 Gonam-myeon
3438032	53	Nam-myeon	3438032 Nam-myeon
3438033	395	Geunheung-myeon	3438033 Geunheung-myeon
3438034	123	Sowon-myeon	3438034 Sowon-myeon
3438035	61	Wonbuk-myeon	3438035 Wonbuk-myeon
3438036	34	Iwon-myeon	3438036 Iwon-myeon
35	29930	Jeollabuk-do	35 Jeollabuk-do
35004	3524	Total for eups	35004 Total for eups
35005	8763	Total for myeons	35005 Total for myeons
35003	17643	Total for dongs	35003 Total for dongs
35010	6633	Jeonju-si	35010 Jeonju-si
35011	2928	Wansan-gu	35011 Wansan-gu
3501160	44	Dongseohak-dong	3501160 Dongseohak-dong
3501161	67	Seoseohak-dong	3501161 Seoseohak-dong
3501162	64	Junghwasan 1(il)-dong	3501162 Junghwasan 1(il)-dong
3501163	154	Junghwasan 2(i)-dong	3501163 Junghwasan 2(i)-dong
3501164	97	Pyeonghwa 1(il)-dong	3501164 Pyeonghwa 1(il)-dong
3501165	141	Pyeonghwa 2(i)-dong	3501165 Pyeonghwa 2(i)-dong
3501166	241	Seosin-dong	3501166 Seosin-dong
3501167	66	Samcheon 1(il)-dong	3501167 Samcheon 1(il)-dong
3501168	86	Samcheon 2(i)-dong	3501168 Samcheon 2(i)-dong
3501169	100	Samcheon 3(sam)-dong	3501169 Samcheon 3(sam)-dong
3501170	184	Hyoja 1(il)-dong	3501170 Hyoja 1(il)-dong
3501171	91	Hyoja 2(i)-dong	3501171 Hyoja 2(i)-dong
3501172	53	Hyoja 3(sam)-dong	3501172 Hyoja 3(sam)-dong
3501173	1214	Hyoja 4(sa)-dong	3501173 Hyoja 4(sa)-dong
3501174	144	Jungang-dong	3501174 Jungang-dong
3501175	50	Pungnam-dong	3501175 Pungnam-dong
3501176	81	Nosong-dong	3501176 Nosong-dong
3501177	51	Wansan-dong	3501177 Wansan-dong
35012	3705	Deokjin-gu	35012 Deokjin-gu
3501254	61	Inhu 1(il)-dong	3501254 Inhu 1(il)-dong
3501255	193	Inhu 2(i)-dong	3501255 Inhu 2(i)-dong
3501256	253	Inhu 3(sam)-dong	3501256 Inhu 3(sam)-dong
3501257	771	Deokjin-dong	3501257 Deokjin-dong
3501258	693	Geumam 1(il)-dong	3501258 Geumam 1(il)-dong
3501259	296	Geumam 2(i)-dong	3501259 Geumam 2(i)-dong
3501260	274	Palbok-dong	3501260 Palbok-dong
3501261	127	Ua 1(il)-dong	3501261 Ua 1(il)-dong
3501262	160	Ua 2(i)-dong	3501262 Ua 2(i)-dong
3501263	117	Hoseong-dong	3501263 Hoseong-dong
3501265	229	Songcheon 1(il)-dong	3501265 Songcheon 1(il)-dong
3501266	146	Songcheon 2(i)-dong	3501266 Songcheon 2(i)-dong
3501267	145	Jochon-dong	3501267 Jochon-dong
3501268	177	Dongsan-dong	3501268 Dongsan-dong
3501269	63	Jinbuk-dong	3501269 Jinbuk-dong
35020	6432	Gunsan-si	35020 Gunsan-si
3502011	80	Okgu-eup	3502011 Okgu-eup
3502031	28	Oksan-myeon	3502031 Oksan-myeon
3502032	49	Hoehyeon-myeon	3502032 Hoehyeon-myeon
3502033	153	Impi-myeon	3502033 Impi-myeon
3502034	136	Seosu-myeon	3502034 Seosu-myeon
3502035	60	Daeya-myeon	3502035 Daeya-myeon
3502036	26	Gaejeong-myeon	3502036 Gaejeong-myeon
3502037	128	Seongsan-myeon	3502037 Seongsan-myeon
3502038	37	Napo-myeon	3502038 Napo-myeon
3502039	473	Okdo-myeon	3502039 Okdo-myeon
3502040	41	Okseo-myeon	3502040 Okseo-myeon
3502051	112	Haesin-dong	3502051 Haesin-dong
3502053	124	Wolmyeong-dong	3502053 Wolmyeong-dong
3502055	50	Sinpung-dong	3502055 Sinpung-dong
3502056	68	Samhak-dong	3502056 Samhak-dong
3502060	116	Jungang-dong	3502060 Jungang-dong
3502064	79	Heungnam-dong	3502064 Heungnam-dong
3502065	229	Jochon-dong	3502065 Jochon-dong
3502066	135	Gyeongam-dong	3502066 Gyeongam-dong
3502067	68	Guam-dong	3502067 Guam-dong
3502068	31	Gaejeong-dong	3502068 Gaejeong-dong
3502069	355	Susong-dong	3502069 Susong-dong
3502070	151	Naun 1(il)-dong	3502070 Naun 1(il)-dong
3502071	166	Naun 2(i)-dong	3502071 Naun 2(i)-dong
3502072	2466	Soryong-dong	3502072 Soryong-dong
3502073	496	Miseong-dong	3502073 Miseong-dong
3502074	575	Naun 3(sam)-dong	3502074 Naun 3(sam)-dong
35030	4755	Iksan-si	35030 Iksan-si
3503011	124	Hamyeol-eup	3503011 Hamyeol-eup
3503031	109	Osan-myeon	3503031 Osan-myeon
3503032	211	Hwangdeung-myeon	3503032 Hwangdeung-myeon
3503033	46	Hamna-myeon	3503033 Hamna-myeon
3503034	30	Ungpo-myeon	3503034 Ungpo-myeon
3503035	29	Seongdang-myeon	3503035 Seongdang-myeon
3503036	47	Yongan-myeon	3503036 Yongan-myeon
3503037	110	Nangsan-myeon	3503037 Nangsan-myeon
3503038	160	Mangseong-myeon	3503038 Mangseong-myeon
3503039	157	Yeosan-myeon	3503039 Yeosan-myeon
3503040	50	Geumma-myeon	3503040 Geumma-myeon
3503041	291	Wanggung-myeon	3503041 Wanggung-myeon
3503042	211	Chunpo-myeon	3503042 Chunpo-myeon
3503043	112	Samgi-myeon	3503043 Samgi-myeon
3503044	61	Yongdong-myeon	3503044 Yongdong-myeon
3503051	70	Jungang-dong	3503051 Jungang-dong
3503053	87	Pyeonghwa-dong	3503053 Pyeonghwa-dong
3503055	89	Inhwa-dong	3503055 Inhwa-dong
3503057	236	Dongsan-dong	3503057 Dongsan-dong
3503058	198	Ma-dong	3503058 Ma-dong
3503059	140	Namjung-dong	3503059 Namjung-dong
3503061	250	Mohyeon-dong	3503061 Mohyeon-dong
3503062	67	Songhak-dong	3503062 Songhak-dong
3503065	603	Sin-dong	3503065 Sin-dong
3503066	160	Yeongdeung 1(il)-dong	3503066 Yeongdeung 1(il)-dong
3503069	515	Palbong-dong	3503069 Palbong-dong
3503070	225	Samseong-dong	3503070 Samseong-dong
3503071	115	Yeongdeung 2(i)-dong	3503071 Yeongdeung 2(i)-dong
3503072	252	Eoyang-dong	3503072 Eoyang-dong
35040	2639	Jeongeup-si	35040 Jeongeup-si
3504011	152	Sintaein-eup	3504011 Sintaein-eup
3504031	404	Buk-myeon	3504031 Buk-myeon
3504032	37	Ibam-myeon	3504032 Ibam-myeon
3504033	88	Soseong-myeon	3504033 Soseong-myeon
3504034	121	Gobu-myeon	3504034 Gobu-myeon
3504035	51	Yeongwon-myeon	3504035 Yeongwon-myeon
3504036	72	Deokcheon-myeon	3504036 Deokcheon-myeon
3504037	36	Ipyeong-myeon	3504037 Ipyeong-myeon
3504038	39	Jeongu-myeon	3504038 Jeongu-myeon
3504039	111	Taein-myeon	3504039 Taein-myeon
3504040	90	Gamgok-myeon	3504040 Gamgok-myeon
3504041	44	Ongdong-myeon	3504041 Ongdong-myeon
3504042	48	Chilbo-myeon	3504042 Chilbo-myeon
3504043	20	Sannae-myeon	3504043 Sannae-myeon
3504044	21	Sanoe-myeon	3504044 Sanoe-myeon
3504051	579	Suseong-dong	3504051 Suseong-dong
3504052	48	Jangmyeong-dong	3504052 Jangmyeong-dong
3504053	182	Naejangsang-dong	3504053 Naejangsang-dong
3504054	53	Sigi-dong	3504054 Sigi-dong
3504057	135	Yeonji-dong	3504057 Yeonji-dong
3504058	67	Nongso-dong	3504058 Nongso-dong
3504059	52	Sanggyo-dong	3504059 Sanggyo-dong
3504060	189	Chosan-dong	3504060 Chosan-dong
35050	1060	Namwon-si	35050 Namwon-si
3505011	81	Unbong-eup	3505011 Unbong-eup
3505031	33	Jucheon-myeon	3505031 Jucheon-myeon
3505032	10	Suji-myeon	3505032 Suji-myeon
3505033	33	Songdong-myeon	3505033 Songdong-myeon
3505034	29	Jusaeng-myeon	3505034 Jusaeng-myeon
3505035	31	Geumji-myeon	3505035 Geumji-myeon
3505036	35	Daegang-myeon	3505036 Daegang-myeon
3505037	32	Daesan-myeon	3505037 Daesan-myeon
3505038	29	Samae-myeon	3505038 Samae-myeon
3505039	19	Deokgwa-myeon	3505039 Deokgwa-myeon
3505040	28	Bojeol-myeon	3505040 Bojeol-myeon
3505041	14	Sandong-myeon	3505041 Sandong-myeon
3505042	24	Ibaek-myeon	3505042 Ibaek-myeon
3505043	48	Inwol-myeon	3505043 Inwol-myeon
3505044	19	Ayeong-myeon	3505044 Ayeong-myeon
3505045	9	Sannae-myeon	3505045 Sannae-myeon
3505051	38	Dongchung-dong	3505051 Dongchung-dong
3505052	50	Jukhang-dong	3505052 Jukhang-dong
3505054	115	Noam-dong	3505054 Noam-dong
3505055	93	Geum-dong	3505055 Geum-dong
3505056	41	Wangjeong-dong	3505056 Wangjeong-dong
3505057	156	Hyanggyo-dong	3505057 Hyanggyo-dong
3505059	93	Dotong-dong	3505059 Dotong-dong
35060	2133	Gimje-si	35060 Gimje-si
3506011	154	Mangyeong-eup	3506011 Mangyeong-eup
3506031	24	Juksan-myeon	3506031 Juksan-myeon
3506032	99	Baeksan-myeon	3506032 Baeksan-myeon
3506033	209	Yongji-myeon	3506033 Yongji-myeon
3506034	156	Baekgu-myeon	3506034 Baekgu-myeon
3506035		Buryang-myeon	3506035 Buryang-myeon
3506036	95	Gongdeok-myeon	3506036 Gongdeok-myeon
3506037	40	Cheongha-myeon	3506037 Cheongha-myeon
3506038	18	Seongdeok-myeon	3506038 Seongdeok-myeon
3506039	39	Jinbong-myeon	3506039 Jinbong-myeon
3506040	104	Geumgu-myeon	3506040 Geumgu-myeon
3506041	75	Bongnam-myeon	3506041 Bongnam-myeon
3506042	110	Hwangsan-myeon	3506042 Hwangsan-myeon
3506043	98	Geumsan-myeon	3506043 Geumsan-myeon
3506044	18	Gwanghwal-myeon	3506044 Gwanghwal-myeon
3506051	187	Yochon-dong	3506051 Yochon-dong
3506052	279	Sinpung-dong	3506052 Sinpung-dong
3506054	318	Geomsan-dong	3506054 Geomsan-dong
3506058	107	Gyowol-dong	3506058 Gyowol-dong
35310	2474	Wanju-gun	35310 Wanju-gun
3531011	772	Samnye-eup	3531011 Samnye-eup
3531012	856	Bongdong-eup	3531012 Bongdong-eup
3531013	210	Yongjin-eup	3531013 Yongjin-eup
3531032	51	Sanggwan-myeon	3531032 Sanggwan-myeon
3531033	195	Iseo-myeon	3531033 Iseo-myeon
3531034	85	Soyang-myeon	3531034 Soyang-myeon
3531035	93	Gui-myeon	3531035 Gui-myeon
3531036	39	Gosan-myeon	3531036 Gosan-myeon
3531037	78	Bibong-myeon	3531037 Bibong-myeon
3531038	41	Unju-myeon	3531038 Unju-myeon
3531039	29	Hwasan-myeon	3531039 Hwasan-myeon
3531040	13	Dongsang-myeon	3531040 Dongsang-myeon
3531041	12	Gyeongcheon-myeon	3531041 Gyeongcheon-myeon
35320	329	Jinan-gun	35320 Jinan-gun
3532011	152	Jinan-eup	3532011 Jinan-eup
3532031	8	Yongdam-myeon	3532031 Yongdam-myeon
3532032	10	Ancheon-myeon	3532032 Ancheon-myeon
3532033	22	Donghyang-myeon	3532033 Donghyang-myeon
3532034	7	Sangjeon-myeon	3532034 Sangjeon-myeon
3532035	26	Baegun-myeon	3532035 Baegun-myeon
3532036	22	Seongsu-myeon	3532036 Seongsu-myeon
3532037	31	Maryeong-myeon	3532037 Maryeong-myeon
3532038	18	Bugwi-myeon	3532038 Bugwi-myeon
3532039	7	Jeongcheon-myeon	3532039 Jeongcheon-myeon
3532040	26	Jucheon-myeon	3532040 Jucheon-myeon
35330	262	Muju-gun	35330 Muju-gun
3533011	91	Muju-eup	3533011 Muju-eup
3533031	23	Mupung-myeon	3533031 Mupung-myeon
3533032	63	Seolcheon-myeon	3533032 Seolcheon-myeon
3533033	28	Jeoksang-myeon	3533033 Jeoksang-myeon
3533034	41	Anseong-myeon	3533034 Anseong-myeon
3533035	16	Bunam-myeon	3533035 Bunam-myeon
35340	452	Jangsu-gun	35340 Jangsu-gun
3534011	164	Jangsu-eup	3534011 Jangsu-eup
3534031	39	Sanseo-myeon	3534031 Sanseo-myeon
3534032	27	Beonam-myeon	3534032 Beonam-myeon
3534033	126	Janggye-myeon	3534033 Janggye-myeon
3534034	43	Cheoncheon-myeon	3534034 Cheoncheon-myeon
3534035	35	Gyenam-myeon	3534035 Gyenam-myeon
3534036	18	Gyebuk-myeon	3534036 Gyebuk-myeon
35350	367	Imsil-gun	35350 Imsil-gun
3535011	104	Imsil-eup	3535011 Imsil-eup
3535031	13	Cheongung-myeon	3535031 Cheongung-myeon
3535032	15	Unam-myeon	3535032 Unam-myeon
3535033	29	Sinpyeong-myeon	3535033 Sinpyeong-myeon
3535034	21	Seongsu-myeon	3535034 Seongsu-myeon
3535035	72	Osu-myeon	3535035 Osu-myeon
3535036	20	Sindeok-myeon	3535036 Sindeok-myeon
3535037	16	Samgye-myeon	3535037 Samgye-myeon
3535038	30	Gwanchon-myeon	3535038 Gwanchon-myeon
3535039	12	Gangjin-myeon	3535039 Gangjin-myeon
3535040	11	Deokchi-myeon	3535040 Deokchi-myeon
3535041	24	Jisa-myeon	3535041 Jisa-myeon
35360	398	Sunchang-gun	35360 Sunchang-gun
3536011	131	Sunchang-eup	3536011 Sunchang-eup
3536031	34	Ingye-myeon	3536031 Ingye-myeon
3536032	22	Donggye-myeon	3536032 Donggye-myeon
3536033	9	Jeokseong-myeon	3536033 Jeokseong-myeon
3536034	39	Yudeung-myeon	3536034 Yudeung-myeon
3536035	46	Pungsan-myeon	3536035 Pungsan-myeon
3536036	25	Geumgwa-myeon	3536036 Geumgwa-myeon
3536037	15	Paldeok-myeon	3536037 Paldeok-myeon
3536038	28	Bokheung-myeon	3536038 Bokheung-myeon
3536039	31	Ssangchi-myeon	3536039 Ssangchi-myeon
3536040	18	Gurim-myeon	3536040 Gurim-myeon
35370	1044	Gochang-gun	35370 Gochang-gun
3537011	281	Gochang-eup	3537011 Gochang-eup
3537031	71	Gosu-myeon	3537031 Gosu-myeon
3537032	131	Asan-myeon	3537032 Asan-myeon
3537033	79	Mujang-myeon	3537033 Mujang-myeon
3537034	45	Gongeum-myeon	3537034 Gongeum-myeon
3537035	31	Sangha-myeon	3537035 Sangha-myeon
3537036	41	Haeri-myeon	3537036 Haeri-myeon
3537037	52	Seongsong-myeon	3537037 Seongsong-myeon
3537038	92	Daesan-myeon	3537038 Daesan-myeon
3537039	51	Simwon-myeon	3537039 Simwon-myeon
3537040	79	Heungdeok-myeon	3537040 Heungdeok-myeon
3537041	24	Seongnae-myeon	3537041 Seongnae-myeon
3537042	43	Sillim-myeon	3537042 Sillim-myeon
3537043	24	Buan-myeon	3537043 Buan-myeon
35380	952	Buan-gun	35380 Buan-gun
3538011	172	Buan-eup	3538011 Buan-eup
3538031	207	Jusan-myeon	3538031 Jusan-myeon
3538032	46	Dongjin-myeon	3538032 Dongjin-myeon
3538033	44	Haengan-myeon	3538033 Haengan-myeon
3538034	53	Gyehwa-myeon	3538034 Gyehwa-myeon
3538035	69	Boan-myeon	3538035 Boan-myeon
3538036	85	Byeonsan-myeon	3538036 Byeonsan-myeon
3538037	28	Jinseo-myeon	3538037 Jinseo-myeon
3538038	24	Baeksan-myeon	3538038 Baeksan-myeon
3538039	50	Sangseo-myeon	3538039 Sangseo-myeon
3538040	44	Haseo-myeon	3538040 Haseo-myeon
3538041	109	Julpo-myeon	3538041 Julpo-myeon
3538042	21	Wido-myeon	3538042 Wido-myeon
36	34611	Jeollanam-do	36 Jeollanam-do
36004	12042	Total for eups	36004 Total for eups
36005	13358	Total for myeons	36005 Total for myeons
36003	9211	Total for dongs	36003 Total for dongs
36010	3196	Mokpo-si	36010 Mokpo-si
3601051	135	Yongdang 1(il)-dong	3601051 Yongdang 1(il)-dong
3601052	86	Yongdang 2(i)-dong	3601052 Yongdang 2(i)-dong
3601053	88	Yeon-dong	3601053 Yeon-dong
3601055	98	Sanjeong-dong	3601055 Sanjeong-dong
3601056	109	Yeonsan-dong	3601056 Yeonsan-dong
3601057	188	Wonsan-dong	3601057 Wonsan-dong
3601058	33	Daeseong-dong	3601058 Daeseong-dong
3601060	118	Mokwon-dong	3601060 Mokwon-dong
3601062	206	Dongmyeong-dong	3601062 Dongmyeong-dong
3601063	150	Samhak-dong	3601063 Samhak-dong
3601064	67	Manho-dong	3601064 Manho-dong
3601065	133	Yudal-dong	3601065 Yudal-dong
3601067	34	Jukgyo-dong	3601067 Jukgyo-dong
3601068	132	Bukhang-dong	3601068 Bukhang-dong
3601069	187	Yonghae-dong	3601069 Yonghae-dong
3601070	121	Iro-dong	3601070 Iro-dong
3601071	195	Sang-dong	3601071 Sang-dong
3601072	337	Hadang-dong	3601072 Hadang-dong
3601073	237	Sinheung-dong	3601073 Sinheung-dong
3601074	61	Samhyang-dong	3601074 Samhyang-dong
3601075	103	Ogam-dong	3601075 Ogam-dong
3601076	185	Buheung-dong	3601076 Buheung-dong
3601077	193	Buju-dong	3601077 Buju-dong
36020	4409	Yeosu-si	36020 Yeosu-si
3602011	655	Dolsan-eup	3602011 Dolsan-eup
3602031	131	Sora-myeon	3602031 Sora-myeon
