id	location	population	id2	
2504064	Oncheon 1(il)-dong	31070	2504064	
2306055	Bupyeong 5(o)-dong	31053	2306055	
3119358	Sanghyeon 2(i)-dong	31053	3119358	
3101261	Gokseon-dong	30888	3101261	
3107052	Seojeong-dong	30728	3107052	
3705055	Doryang-dong	30700	3705055	
3204051	Cheongok-dong	30665	3204051	
2504061	Gujeuk-dong	30658	2504061	
1121080	Cheongnyong-dong	30657	1121080	
3120015	Jori-eup	30629	3120015	
1105058	Junggok 4(sa)-dong	30603	1105058	
1112051	Nokbeon-dong	30596	1112051	
3109155	Bono 2(i)-dong	30563	3109155	
3705067	Sangmosagok-dong	30559	3705067	
3805033	Gwangdo-myeon	30543	3805033	
1110055	Banghak 1(il)-dong	30536	1110055	
2505062	Songchon-dong	30496	2505062	
2110063	Dadae 2(i)-dong	30448	2110063	
3119257	Mabuk-dong	30388	3119257	
1110060	Chang 2(i)-dong	30379	1110060	
3404040	Sinchang-myeon	30346	3404040	
3102251	Seongnam-dong	30333	3102251	
1119076	Mullae-dong	30320	1119076	
2307051	Hyoseong 1(il)-dong	30312	2307051	
2604051	Nongso 1(il)-dong	30311	2604051	
3803071	Gahoe-dong	30288	3803071	
1115070	Sinjeong 7(chil)-dong	30276	1115070	
1109071	Songjung-dong	30260	1109071	
2205071	Mutaejoya-dong	30181	2205071	
2113051	Geoje 1(il)-dong	30166	2113051	
3110456	Juyeop 2(i)-dong	30160	3110456	
1106083	Jeonnong 1(il)-dong	30107	1106083	
1115052	Mok 2(i)-dong	30073	1115052	
2109052	U 2(i)-dong	30036	2109052	
3115054	Eunhaeng-dong	29990	3115054	
3103060	Jageum-dong	29927	3103060	
3119152	Yeoksam-dong	29888	3119152	
3811155	Yongji-dong	29875	3811155	
3203065	Seongdeok-dong	29852	3203065	
3123011	Tongjin-eup	29828	3123011	
2304056	Cheonghak-dong	29827	2304056	
1121081	Nangok-dong	29799	1121081	
2502069	Sanseong-dong	29766	2502069	
2110055	Dangni-dong	29744	2110055	
1117062	Gocheok 2(i)-dong	29730	1117062	
3114051	Jungang-dong	29723	3114051	
1117055	Guro 4(sa)-dong	29712	1117055	
2631012	Eonyang-eup	29712	2631012	
3304255	Sannam-dong	29696	3304255	
3105354	Gogangbon-dong	29690	3105354	
1105066	Jayang 3(sam)-dong	29665	1105066	
2115052	Mora 1(il)-dong	29565	2115052	
3123058	Gurae-dong	29559	3123058	
36470	Jindo-gun	29538	36470	
1121057	Haengun-dong	29513	1121057	
2112056	Noksan-dong	29483	2112056	
1110057	Banghak 3(sam)-dong	29466	1110057	
1120073	Sadang 2(i)-dong	29424	1120073	
1113068	Hongeun 2(i)-dong	29373	1113068	
1124071	Jamsilbon-dong	29331	1124071	
3116055	Sanbon 2(i)-dong	29264	3116055	
3333011	Okcheon-eup	29212	3333011	
1111058	Hagye 1(il)-dong	29193	1111058	
2504063	Gwanpyeong-dong	29176	2504063	
2109065	Jaesong 2(i)-dong	29167	2109065	
3110451	Ilsan 1(il)-dong	29156	3110451	
2602056	Dal-dong	29136	2602056	
3810054	Seochang-dong	29109	3810054	
3901012	Aewol-eup	29105	3901012	
1122057	Banpo 1(il)-dong	29099	1122057	
2308074	Cheongna-1(il)dong	29089	2308074	
2305060	Mansu 2(i)-dong	29054	2305060	
1120056	Sangdo 4(sa)-dong	29034	1120056	
1123059	Samseong 2(i)-dong	29031	1123059	
3110153	Heungdo-dong	29017	3110153	
3126055	Hoecheon 3(sam)-dong	28978	3126055	
1109072	Songcheon-dong	28969	1109072	
2207057	Gamsam-dong	28955	2207057	
2308076	Geomdan-1(il)dong	28940	2308076	
2604056	Hyomun-dong	28905	2604056	
2305058	Ganseok 4(sa)-dong	28899	2305058	
1124075	Jamsil 4(sa)-dong	28886	1124075	
3110455	Juyeop 1(il)-dong	28847	3110455	
1112056	Galhyeon 2(i)-dong	28845	1112056	
2403069	Bongseon 2(i)-dong	28831	2403069	
2602062	Daehyeon-dong	28816	2602062	
2631011	Onsan-eup	28809	2631011	
2110057	Hadan 2(i)-dong	28786	2110057	
33380	Danyang-gun	28770	33380	
3109151	Il-dong	28733	3109151	
3203055	Gyo 1(il)-dong	28729	3203055	
3101371	Hwaseo 2(i)-dong	28709	3101371	
2402069	Geumho 2(i)-dong	28708	2402069	
3120054	Geumchon 3(sam)-dong	28695	3120054	
3138011	Yangpyeong-eup	28693	3138011	
3809057	Jangpyeong-dong	28690	3809057	
32400	Goseong-gun	28689	32400	
3641012	Samho-eup	28653	3641012	
36320	Gokseong-gun	28617	36320	
1110062	Chang 4(sa)-dong	28563	1110062	
3809054	Aju-dong	28531	3809054	
1111061	Junggye 1(il)-dong	28530	1111061	
3304356	Bongmyeong 2(i)早songjeong-dong	28521	3304356	
3102257	Sangdaewon 1(il)-dong	28517	3102257	
3119131	Mohyeon-myeon	28507	3119131	
1105062	Guui 3(sam)-dong	28500	1105062	
2504055	Sinseong-dong	28484	2504055	
2503057	Tanbang-dong	28470	2503057	
3707051	Dongbu-dong	28469	3707051	
2115061	Jurye 2(i)-dong	28467	2115061	
1125061	Cheonho 1(il)-dong	28457	1125061	
3109269	Seonbu 2(i)-dong	28454	3109269	
1113070	Namgajwa 2(i)-dong	28447	1113070	
1122053	Seocho 3(sam)-dong	28438	1122053	
1110065	Dobong 2(i)-dong	28425	1110065	
2110061	Jangnim 2(i)-dong	28400	2110061	
3115062	Jeongwang 3(sam)-dong	28386	3115062	
1106086	Dapsimni 2(i)-dong	28383	1106086	
1123078	Cheongdam-dong	28367	1123078	
3114053	Namchon-dong	28354	3114053	
3119252	Gugal-dong	28320	3119252	
1105067	Jayang 4(sa)-dong	28312	1105067	
2502064	Taepyeong 2(i)-dong	28303	2502064	
3126011	Baekseok-eup	28302	3126011	
1111052	Wolgye 2(i)-dong	28276	1111052	
2205076	Eupnae-dong	28264	2205076	
3102152	Sinheung 2(i)-dong	28255	3102152	
3124053	Beyngjeom 1(il)-dong	28246	3124053	
3703056	Daesin-dong	28243	3703056	
3811256	Seongju-dong	28242	3811256	
3126054	Hoecheon 2(i)-dong	28230	3126054	
1109069	Samyang-dong	28222	1109069	
3803067	Pyeonggeo-dong	28205	3803067	
3811457	Yangdeok 2(i)-dong	28178	3811457	
2306071	Sipjeong 2(i)-dong	28167	2306071	
3119255	Seonong-dong	28164	3119255	
3101253	Seryu 2(i)-dong	28163	3101253	
1105053	Hwayang-dong	28159	1105053	
3101460	Woncheon-dong	28102	3101460	
3102254	Geumgwang 2(i)-dong	28083	3102254	
3107013	Poseung-eup	28058	3107013	
3701160	Sangdae-dong	28041	3701160	
2501053	Hyo-dong	27991	2501053	
2601061	Daun-dong	27965	2601061	
1123080	Gaepo 2(i)-dong	27957	1123080	
3102377	Jeongja 1(il)-dong	27937	3102377	
3107011	Paengseong-eup	27932	3107011	
1120069	Sindaebang 1(il)-dong	27931	1120069	
2108052	Gupo 2(i)-dong	27928	2108052	
3702063	Hwangseong-dong	27917	3702063	
3110359	Janghang 2(i)-dong	27871	3110359	
3809056	Okpo 2(i)-dong	27861	3809056	
1125071	Dunchon 2(i)-dong	27845	1125071	
2109062	Bansong 2(i)-dong	27844	2109062	
3105260	Songnae 2(i)-dong	27832	3105260	
1107062	Junghwa 2(i)-dong	27831	1107062	
1107072	Myeonmok 3早8(sam早pal)-dong	27800	1107072	
1112072	Bulgwang 2(i)-dong	27793	1112072	
3101257	Guun-dong	27782	3101257	
1121062	Inheon-dong	27763	1121062	
3501266	Songcheon 2(i)-dong	27738	3501266	
3103052	Uijeongbu 2(i)-dong	27664	3103052	
3404055	Onyang 5(o)-dong	27646	3404055	
3202068	Bangokgwanseol-dong	27637	3202068	
3106062	Haan 1(il)-dong	27626	3106062	
3701263	Uchang-dong	27624	3701263	
3123013	Yangchon-eup	27597	3123013	
1117054	Guro 3(sam)-dong	27593	1117054	
2305064	Mansu 6(yuk)-dong	27567	2305064	
3108056	Bulhyeon-dong	27536	3108056	
1124065	Garakbon-dong	27454	1124065	
1114066	Seogyo-dong	27452	1114066	
3702012	Angang-eup	27446	3702012	
2308073	Sinhyeonwonchang-dong	27438	2308073	
3438011	Taean-eup	27401	3438011	
3401252	Seongjeong 2(i)-dong	27383	3401252	
3811131	Buk-myeon	27348	3811131	
1108071	Wolgok 1(il)-dong	27344	1108071	
1106082	Jegi-dong	27295	1106082	
2106059	Sajik 2(i)-dong	27280	2106059	
1112065	Sinsa 1(il)-dong	27179	1112065	
3102351	Bundang-dong	27166	3102351	
1121068	Sinsa-dong	27098	1121068	
2304053	Yeonsu 1(il)-dong	27096	2304053	
3124015	Namyang-eup	27091	3124015	
2206072	Gosan 2(i)-dong	27079	2206072	
3401111	Mokcheon-eup	27070	3401111	
38310	Uiryeong-gun	27069	38310	
3102371	Geumgok-dong	27066	3102371	
3704054	Yongsang-dong	27052	3704054	
1124052	Pungnap 2(i)-dong	27043	1124052	
1111060	Junggyebon-dong	27028	1111060	
1114078	Ahyeon-dong	26928	1114078	
1122054	Seocho 4(sa)-dong	26895	1122054	
2603059	Nammok 2(i)-dong	26874	2603059	
1115054	Mok 4(sa)-dong	26843	1115054	
1108065	Jeongneung 4(sa)-dong	26839	1108065	
1108082	Samseon-dong	26817	1108082	
2205078	Taejeon 1(il)-dong	26813	2205078	
3408012	Songak-eup	26794	3408012	
3119151	Jungang-dong	26789	3119151	
2503065	Galma 2(i)-dong	26769	2503065	
3116061	Gwangjeong-dong	26769	3116061	
2105080	Danggam 1(il)-dong	26763	2105080	
3102256	Eunhaeng 2(i)-dong	26747	3102256	
1105065	Jayang 2(i)-dong	26721	1105065	
1110059	Chang 1(il)-dong	26716	1110059	
35360	Sunchang-gun	26707	35360	
3405055	Seongnam-dong	26681	3405055	
3101370	Hwaseo 1(il)-dong	26664	3101370	
1119073	Yeongdeungpobon-dong	26629	1119073	
2205083	Guku-dong	26628	2205083	
2901053	Dodam-dong	26611	2901053	
3110353	Jeongbalsan-dong	26611	3110353	
3124054	Beyngjeom 2(i)-dong	26605	3124054	
1114076	Seogang-dong	26604	1114076	
1121082	Samseong-dong	26590	1121082	
2207060	Igok 1(il)-dong	26582	2207060	
1122063	Bangbae 2(i)-dong	26560	1122063	
2307064	Gyeyang 3(sam)-dong	26514	2307064	
3502071	Naun 2(i)-dong	26500	3502071	
3113014	Jingeon-eup	26494	3113014	
3809059	Sangmun-dong	26476	3809059	
1107052	Myeonmok 2(i)-dong	26454	1107052	
3102360	Imae 1(il)-dong	26424	3102360	
3104263	Hogye 2(i)-dong	26368	3104263	
3109162	Seongpo-dong	26352	3109162	
3602066	Sijeon-dong	26313	3602066	
3105258	Yeokgok 3(sam)-dong	26305	3105258	
1116063	Hwagok 8(pal)-dong	26293	1116063	
3104251	Bisan 1(il)-dong	26284	3104251	
3112057	Sutaek 2(i)-dong	26210	3112057	
2114054	Mangmi 1(il)-dong	26148	2114054	
1119071	Daerim 2(i)-dong	26088	1119071	
3811252	Jungang-dong	26072	3811252	
3105162	Jung-dong	26071	3105162	
1110063	Chang 5(o)-dong	26070	1110063	
3105168	Sang 1(il)-dong	26044	3105168	
3104258	Burim-dong	25937	3104258	
35350	Imsil-gun	25935	35350	
3105160	Dodang-dong	25885	3105160	
3108061	Songnae-dong	25880	3108061	
2207075	Seongdang-dong	25875	2207075	
2602060	Ok-dong	25861	2602060	
32410	Yangyang-gun	25861	32410	
3901060	Hwabuk-dong	25847	3901060	
3102376	Baekhyeon-dong	25814	3102376	
3404056	Onyang 6(yuk)-dong	25806	3404056	
1112073	Eungam 3(sam)-dong	25805	1112073	
3531012	Bongdong-eup	25801	3531012	
2307057	Jakjeon 2(i)-dong	25772	2307057	
3739012	Buksam-eup	25763	3739012	
3110355	Baekseok 1(il)-dong	25728	3110355	
3101260	Gwonseon 1(il)-dong	25718	3101260	
2308077	Geomdan-5(il)dong	25715	2308077	
1124061	Songpa 1(il)-dong	25698	1124061	
1113075	Sinchon-dong	25688	1113075	
2504066	Noeun 2(i)-dong	25674	2504066	
1123077	Apgujeong-dong	25650	1123077	
3115068	Gunja-dong	25625	3115068	
3117052	Bugok-dong	25625	3117052	
3124055	Banwol-dong	25616	3124055	
3503066	Yeongdeung 1(il)-dong	25540	3503066	
1121052	Boramae-dong	25537	1121052	
3702064	Dongcheon-dong	25529	3702064	
2602052	Sinjeong 2(i)-dong	25526	2602052	
2503063	Nae-dong	25510	2503063	
2602058	Samho-dong	25510	2602058	
3118056	Deokpung 3(sam)-dong	25508	3118056	
3101154	Pajang-dong	25506	3101154	
3503072	Eoyang-dong	25453	3503072	
1107059	Sangbong 1(il)-dong	25444	1107059	
3901063	Ara-dong	25440	3901063	
3503065	Sin-dong	25439	3503065	
3105261	Sosabon-dong	25421	3105261	
1103063	Ichon 1(il)-dong	25412	1103063	
1106073	Hwigyeong 2(i)-dong	25400	1106073	
3110356	Madu 1(il)-dong	25381	3110356	
1106091	Dapsimni 1(il)-dong	25378	1106091	
1125066	Seongnae 2(i)-dong	25370	1125066	
2601062	Byeongyeong 1(il)-dong	25354	2601062	
3112053	Inchang-dong	25351	3112053	
32370	Hwacheon-gun	25343	32370	
3834011	Goseong-eup	25321	3834011	
1111072	Sanggye 8(pal)-dong	25304	1111072	
2402059	Sangmu 2(i)-dong	25268	2402059	
2405058	Usan-dong	25268	2405058	
2205074	Taejeon 2(i)-dong	25260	2205074	
1117069	Sugung-dong	25237	1117069	
2305055	Ganseok 1(il)-dong	25236	2305055	
3102374	Sampyeong-dong	25229	3102374	
3401156	Ilbong-dong	25227	3401156	
2501057	Yongun-dong	25214	2501057	
3202063	Taejang 2(i)-dong	25113	3202063	
1117061	Gocheok 1(il)-dong	25112	1117061	
1124058	Bangi 2(i)-dong	25092	1124058	
3810052	Samseong-dong	25059	3810052	
3110154	Seongsa 1(il)-dong	25056	3110154	
3105353	Wonjong 2(i)-dong	25048	3105353	
2202063	Bullobongmu-dong	25041	2202063	
3123012	Gochon-eup	25016	3123012	
1116072	Banghwa 3(sam)-dong	25005	1116072	
2305067	Namchondorim-dong	24979	2305067	
1104057	Haengdang 2(i)-dong	24973	1104057	
2207056	Bolli-dong	24914	2207056	
1125063	Cheonho 3(sam)-dong	24912	1125063	
3104260	Pyeongan-dong	24875	3104260	
2631013	Onyang-eup	24874	2631013	
2114056	Gwangan 1(il)-dong	24863	2114056	
3501257	Deokjin-dong	24847	3501257	
1105061	Guui 2(i)-dong	24846	1105061	
1115069	Sinjeong 6(yuk)-dong	24840	1115069	
3304158	Yongam 2(I)-dong	24837	3304158	
1121066	Serim-dong	24816	1121066	
3101254	Seryu 3(sam)-dong	24765	3101254	
1122065	Bangbae 4(sa)-dong	24742	1122065	
3119260	Sangha-dong	24735	3119260	
37330	Cheongsong-gun	24732	37330	
1116061	Hwagok 6(yuk)-dong	24729	1116061	
3104264	Hogye 3(sam)-dong	24716	3104264	
1111069	Sanggye 5(o)-dong	24683	1111069	
1120055	Sangdo 3(sam)-dong	24679	1120055	
3107059	Sinpyeong-dong	24673	3107059	
2504057	Jeonmin-dong	24617	2504057	
3115070	Yeonseong-dong	24596	3115070	
36330	Gurye-gun	24595	36330	
3501169	Samcheon 3(sam)-dong	24590	3501169	
2108053	Gupo 3(sam)-dong	24580	2108053	
3109175	Sa 3(sam)-dong	24573	3109175	
2206055	Manchon 1(il)-dong	24531	2206055	
1124054	Geoyeo 2(i)-dong	24512	1124054	
2109069	Jwa 4(sa)-dong	24509	2109069	
2308070	Geomdan-3(sam)dong	24484	2308070	
2402058	Sangmu 1(il)-dong	24468	2402058	
1112055	Galhyeon 1(il)-dong	24437	1112055	
3101454	Maetan 4(sa)-dong	24429	3101454	
2105081	Gaya 1(il)-dong	24411	2105081	
1120054	Sangdo 2(i)-dong	24396	1120054	
3103061	Ganeung 1(il)-dong	24384	3103061	
3102261	Dochon-dong	24379	3102261	
2206067	Jisan 1(il)-dong	24328	2206067	
2405074	Singa-dong	24305	2405074	
3106057	Gwangmyeong 7(chil)-dong	24296	3106057	
3105165	Jung 3(sam)-dong	24290	3105165	
1125052	Sangil-dong	24284	1125052	
1125067	Seongnae 3(sam)-dong	24210	1125067	
2231012	Nongong-eup	24197	2231012	
2304065	Songdo 3(sam)dong	24196	2304065	
3704060	Ok-dong	24189	3704060	
2502067	Munhwa 1(il)-dong	24181	2502067	
3116058	Ogeum-dong	24176	3116058	
2306059	Sangok 3(sam)-dong	24175	2306059	
1111059	Hagye 2(i)-dong	24113	1111059	
3109156	Bono 3(sam)-dong	24104	3109156	
3401259	Buldang-dong	24092	3401259	
1121073	Daehak-dong	24038	1121073	
3705071	Jinmi-dong	24036	3705071	
1104054	Majang-dong	24023	1104054	
3110165	Haengsin 1(il)-dong	24017	3110165	
1120065	Sadang 3(sam)-dong	24008	1120065	
1116071	Banghwa 2(i)-dong	23991	1116071	
2503053	Doma 2(i)-dong	23986	2503053	
3701264	Duho-dong	23974	3701264	
3125014	gonjiam-eup	23959	3125014	
3124057	Hwasan-dong	23896	3124057	
1118051	Gasan-dong	23893	1118051	
2602054	Sinjeong 4(sa)-dong	23840	2602054	
2503051	Boksu-dong	23832	2503051	
2304054	Yeonsu 2(i)-dong	23773	2304054	
3701261	Yongheung-dong	23758	3701261	
1121064	Sewon-dong	23752	1121064	
2301064	unseo-dong	23709	2301064	
3112055	Gyomun 2(i)-dong	23698	3112055	
2306067	Bugae 2(i)-dong	23690	2306067	
1123072	Irwonbon-dong	23688	1123072	
3601077	Buju-dong	23647	3601077	
1108063	Jeongneung 2(i)-dong	23645	1108063	
1113066	Hongeun 1(il)-dong	23642	1113066	
2105056	Yangjeong 1(il)-dong	23632	2105056	
1105054	Gunja-dong	23619	1105054	
1118058	Siheung 2(i)-dong	23600	1118058	
3105259	Songnae 1(il)-dong	23593	3105259	
3702055	Seonggeon-dong	23588	3702055	
2110056	Hadan 1(il)-dong	23577	2110056	
3401213	Jiksan-eup	23563	3401213	
1113062	Hongje 1(il)-dong	23562	1113062	
1123052	Nonhyeon 1(il)-dong	23546	1123052	
3105256	Beombak-dong	23539	3105256	
2308069	Geomdan-2(i)dong	23532	2308069	
3206058	Joyang-dong	23483	3206058	
3112058	Sutaek 3(sam)-dong	23480	3112058	
1119075	Dorim-dong	23467	1119075	
1119068	Singil 6(yuk)-dong	23431	1119068	
3101158	Yeonghwa-dong	23421	3101158	
35330	Muju-gun	23408	35330	
2603061	Jeonha 2(i)-dong	23406	2603061	
1120063	Sadang 1(il)-dong	23405	1120063	
1116064	Gayang 1(il)-dong	23397	1116064	
3104253	Bisan 3(sam)-dong	23395	3104253	
3103064	Nogyang-dong	23359	3103064	
2402068	Geumho 1(il)-dong	23357	2402068	
2405069	Cheomdan 1(il)-dong	23343	2405069	
3109157	Bugok-dong	23337	3109157	
2303076	Yonghyeon 1早4(il早sa)-dong	23325	2303076	
3640011	Haenam-eup	23321	3640011	
3105356	Ojeong-dong	23308	3105356	
3503057	Dongsan-dong	23290	3503057	
1105064	Jayang 1(il)-dong	23289	1105064	
1118053	Doksan 2(i)-dong	23247	1118053	
2503064	Galma 1(il)-dong	23222	2503064	
2503068	Wolpyeong 3(sam)-dong	23211	2503068	
3104152	Anyang 2(i)-dong	23210	3104152	
3101463	Gwoanggyo 2(i)-dong	23204	3101463	
3102375	Pangyo-dong	23197	3102375	
1107057	Myeonmok 7(chil)-dong	23191	1107057	
2405063	Hanam-dong	23191	2405063	
1118060	Siheung 4(sa)-dong	23169	1118060	
3501263	Hoseong-dong	23142	3501263	
2207066	Sangin 2(i)-dong	23127	2207066	
1115057	Sinwol 1(il)-dong	23117	1115057	
3107064	Segyo-dong	23116	3107064	
3206057	Nohak-dong	23111	3206057	
1107070	Sinnae 2(i)-dong	23045	1107070	
1111073	Sanggye 9(gu)-dong	23042	1111073	
1115063	Sinwol 7(chil)-dong	23023	1115063	
2109053	Jung 1(il)-dong	23018	2109053	
3337012	Geumwang-eup	23018	3337012	
3105352	Wonjong 1(il)-dong	23008	3105352	
2303072	Juan 8(pal)-dong	22999	2303072	
3202060	Dangye-dong	22988	3202060	
2308058	Seongnam 1(il)-dong	22983	2308058	
2105054	Yeonji-dong	22982	2105054	
3122053	Anseong 3(sam)-dong	22967	3122053	
2114060	Millak-dong	22952	2114060	
1101073	Hyehwa-dong	22942	1101073	
3810031	Dong-myeon	22940	3810031	
2307053	Gyesan 1(il)-dong	22928	2307053	
3431011	Geumsan-eup	22921	3431011	
2501064	Gayang 2(i)-dong	22904	2501064	
3334011	Yeongdong-eup	22895	3334011	
1109070	Mia-dong	22889	1109070	
35320	Jinan-gun	22886	35320	
2206061	Hwanggeum 1(il)-dong	22875	2206061	
2304060	Ongnyeon 2(i)-dong	22871	2304060	
3408051	Dangjin 1(il)-dong	22861	3408051	
1121058	Nagseongdae-dong	22841	1121058	
1109065	Suyu 3(sam)-dong	22829	1109065	
1122064	Bangbae 3(sam)-dong	22823	1122064	
3106064	Haan 3(sam)-dong	22811	3106064	
3120053	Geumchon 1(il)-dong	22774	3120053	
3402057	Singwan-dong	22766	3402057	
2105055	Choeup-dong	22758	2105055	
2504059	Noeun 1(il)-dong	22752	2504059	
1111051	Wolgye 1(il)-dong	22748	1111051	
2105066	Buam 3(sam)-dong	22745	2105066	
2303069	Juan 5(o)-dong	22693	2303069	
3603055	Samsan-dong	22682	3603055	
1105060	Guui 1(il)-dong	22663	1105060	
3303056	Yongdu-dong	22650	3303056	
1112060	Eungam 2(i)-dong	22647	1112060	
2110065	Gamcheon 1(il)-dong	22634	2110065	
3433011	Buyeo-eup	22613	3433011	
1116058	Hwagok 3(sam)-dong	22607	1116058	
2307063	Gyeyang 1(il)-dong	22600	2307063	
1110051	Ssangmun 1(il)-dong	22598	1110051	
1108059	Donam 2(i)-dong	22595	1108059	
3107056	Songbuk-dong	22590	3107056	
1106080	Cheongnyangni-dong	22562	1106080	
2307062	Gyesan 4(sa)-dong	22557	2307062	
1116059	Hwagok 4(sa)-dong	22527	1116059	
2303066	Juan 2(i)-dong	22508	2303066	
32380	Yanggu-gun	22497	32380	
3101354	Uman 1(il)-dong	22492	3101354	
3109261	Gojan 2(i)-dong	22489	3109261	
3803040	Geumsan-myeon	22471	3803040	
3602067	Yeocheon-dong	22438	3602067	
3107035	Cheongbuk-myeon	22418	3107035	
3710057	Seobu 2(i)-dong	22411	3710057	
1115058	Sinwol 2(i)-dong	22408	1115058	
3117054	Naeson 1(il)-dong	22403	3117054	
2115057	Gwaebeop-dong	22393	2115057	
1125053	Myeongil 1(il)-dong	22392	1125053	
1106090	Imun 2(i)-dong	22376	1106090	
1108076	Jangwi 1(il)-dong	22360	1108076	
2303070	Juan 6(yuk)-dong	22360	2303070	
1118061	Siheung 5(o)-dong	22354	1118061	
3502072	Soryong-dong	22322	3502072	
1119063	Singil 1(il)-dong	22295	1119063	
3302053	Gyohyeonalim-dong	22249	3302053	
2203066	Sangjungi-dong	22227	2203066	
3112056	Sutaek 1(il)-dong	22214	3112056	
2108060	Mandeok 2(i)-dong	22194	2108060	
3102260	Hadaewon-dong	22186	3102260	
1110064	Dobong 1(il)-dong	22168	1110064	
3105158	Yeokgok 2(i)-dong	22158	3105158	
2207069	Songhyeon 1(il)-dong	22118	2207069	
1122067	Yangjae 2(i)-dong	22106	1122067	
3811111	Dong-eup	22096	3811111	
3110361	Baekseok 2(i)-dong	22090	3110361	
2304051	Ongnyeon 1(il)-dong	22085	2304051	
2601059	Ujeong-dong	22058	2601059	
2107070	Daeyeon 1(il)-dong	22055	2107070	
3902057	Donghong-dong	22055	3902057	
3104164	Bakdal 2(i)-dong	22039	3104164	
1103071	Cheongpa-dong	22017	1103071	
37310	Gunwi-gun	22012	37310	
3116054	Sanbon 1(il)-dong	22009	3116054	
3123060	Woonyang-dong	21990	3123060	
2505055	Jungni-dong	21961	2505055	
2307055	Gyesan 3(sam)-dong	21958	2307055	
3110452	Ilsan 2(i)-dong	21939	3110452	
3119254	Giheung-dong	21936	3119254	
3304411	Naesu-eup	21920	3304411	
1123053	Nonhyeon 2(i)-dong	21918	1123053	
1124055	Macheon 1(il)-dong	21909	1124055	
3803070	Panmun-dong	21902	3803070	
2205075	Gwanmun-dong	21893	2205075	
1117052	Guro 1(il)-dong	21878	1117052	
2308063	Gajwa 2(i)-dong	21866	2308063	
2405060	Wolgok 2(i)-dong	21865	2405060	
1111064	Junggye 4(sa)-dong	21842	1111064	
1116052	Deungchon 1(il)-dong	21841	1116052	
1114075	Dohwa-dong	21817	1114075	
2206068	Jisan 2(i)-dong	21791	2206068	
1104073	Oksu-dong	21783	1104073	
1117065	Gaebong 3(sam)-dong	21773	1117065	
2105064	Buam 1(il)-dong	21760	2105064	
1104072	Geumho 2早3(i早sam)-ga-dong	21740	1104072	
1109063	Suyu 1(il)-dong	21737	1109063	
3401255	Ssangyong 3(sam)-dong	21724	3401255	
3105257	Goean-dong	21719	3105257	
2404061	Dongnim-dong	21716	2404061	
1105056	Junggok 2(i)-dong	21713	1105056	
3701268	Jukdo-dong	21662	3701268	
3501268	Dongsan-dong	21652	3501268	
3116060	Gungnae-dong	21630	3116060	
3703058	Daegok-dong	21627	3703058	
2601063	Byeongyeong 2(i)-dong	21623	2601063	
35340	Jangsu-gun	21620	35340	
1109064	Suyu 2(i)-dong	21612	1109064	
2306064	Galsan 2(i)-dong	21607	2306064	
2601066	Seongan-dong	21581	2601066	
3109260	Gojan 1(il)-dong	21540	3109260	
1114069	Mangwon 1(il)-dong	21536	1114069	
1111066	Sanggye 2(i)-dong	21510	1111066	
1110056	Banghak 2(i)-dong	21489	1110056	
3401212	Seonggeo-eup	21488	3401212	
2205057	Chimsan 3(sam)-dong	21470	2205057	
3602061	Munsu-dong	21440	3602061	
3116057	Jaegung-dong	21416	3116057	
1117067	Oryu 1(il)-dong	21396	1117067	
1107054	Myeonmok 4(sa)-dong	21382	1107054	
3110164	Haengju-dong	21376	3110164	
3204053	Buksam-dong	21373	3204053	
2207063	Wolseong 2(i)-dong	21357	2207063	
3102253	Geumgwang 1(il)-dong	21348	3102253	
1123071	Gaepo 4(sa)-dong	21340	1123071	
3803066	Chojang-dong	21340	3803066	
1106084	Jeonnong 2(i)-dong	21329	1106084	
2108061	Mandeok 3(sam)-dong	21290	2108061	
3101451	Maetan 1(il)-dong	21290	3101451	
3113053	Geumgok-dong	21268	3113053	
1103074	Hannam-dong	21253	1103074	
1108072	Wolgok 2(i)-dong	21246	1108072	
2207070	Songhyeon 2(i)-dong	21245	2207070	
1119062	Yangpyeong 2(i)-dong	21230	1119062	
2404058	Unam 1(il)-dong	21221	2404058	
3118055	Deokpung 2(i)-dong	21216	3118055	
3602060	Yeoseo-dong	21210	3602060	
3304357	Gangseo 1(il)-dong	21200	3304357	
3537011	Gochang-eup	21179	3537011	
2303062	Dohwa 1(il)-dong	21174	2303062	
3105357	Sinheung-dong	21171	3105357	
3701159	Daei-dong	21168	3701159	
2111061	Jangjeon 1(il)-dong	21158	2111061	
3504053	Naejangsang-dong	21127	3504053	
3123053	Sau-dong	21123	3123053	
1115053	Mok 3(sam)-dong	21113	1115053	
2501075	Sannae-dong	21097	2501075	
2331011	Ganghwa-eup	21089	2331011	
2105061	Jeonpo 2(i)-dong	21087	2105061	
2503074	Dunsan 3(sam)-dong	21080	2503074	
1112066	Sinsa 2(i)-dong	21050	1112066	
3603067	Wangjo 2(i)dong	21047	3603067	
3201071	Sinsau-dong	21043	3201071	
3128051	Yeoheung-dong	21029	3128051	
1123066	Dogok 1(il)-dong	21025	1123066	
2305062	Mansu 4(sa)-dong	21015	2305062	
2505051	Ojeong-dong	20970	2505051	
3101161	Yeonmu-dong	20969	3101161	
3644011	Yeonggwang-eup	20960	3644011	
1124062	Songpa 2(i)-dong	20954	1124062	
1122051	Seocho 1(il)-dong	20952	1122051	
