id	location	population	id2	
1120067	Sadang 5(o)-dong	13313	1120067	
3732011	Uiseong-eup	13313	3732011	
3811354	Munhwa-dong	13298	3811354	
2115054	Mora 3(sam)-dong	13292	2115054	
3902013	Seongsan-eup	13283	3902013	
3103053	Uijeongbu 3(sam)-dong	13277	3103053	
3107060	Wonpyeong-dong	13275	3107060	
2201067	Namsan 4(sa)-dong	13250	2201067	
3436031	Hongbuk-myeon	13193	3436031	
3503059	Namjung-dong	13182	3503059	
3118063	Misa 2(i)-dong	13181	3118063	
2206062	Hwanggeum 2(i)-dong	13170	2206062	
3835011	Namhae-eup	13169	3835011	
3808052	Naei-dong	13167	3808052	
3901013	Gujwa-eup	13148	3901013	
3601072	Hadang-dong	13112	3601072	
3805064	Bongpyeong-dong	13089	3805064	
3811452	Hoewon 2(i)-dong	13089	3811452	
1104059	Geumho 1(il)-ga-dong	13087	1104059	
1103069	Seobinggo-dong	13068	1103069	
2404070	Samgak-dong	13066	2404070	
3803074	Jungang-dong	13050	3803074	
3122051	Anseong 1(il)-dong	13049	3122051	
2204057	Daemyeong 2(i)-dong	13043	2204057	
1119066	Singil 4(sa)-dong	13031	1119066	
2231033	Okpo-myeon	13027	2231033	
2203059	Bisan 7(chil)-dong	13024	2203059	
2105070	Danggam 4(sa)-dong	13017	2105070	
3304452	Uam-dong	12996	3304452	
2404072	Ochi 1(il)-dong	12973	2404072	
2206059	Suseong 2早3(isam)-ga-dong	12958	2206059	
2113056	Yeonsan 2(i)-dong	12948	2113056	
3602062	Mipyeong-dong	12938	3602062	
3126033	Gwangjeok-myeon	12931	3126033	
2206056	Manchon 2(i)-dong	12884	2206056	
2105075	Gaegeum 2(i)-dong	12878	2105075	
3811358	Jasan-dong	12861	3811358	
3805063	Misu-dong	12819	3805063	
2206053	Beomeo 3(sam)-dong	12815	2206053	
3809036	Sadeung-myeon	12812	3809036	
3811456	Yangdeok 1(il)-dong	12764	3811456	
2114055	Mangmi 2(i)-dong	12752	2114055	
2501078	Dae-dong	12752	2501078	
3303072	Sinbaek-dong	12751	3303072	
3236013	Galmal-eup	12736	3236013	
3738011	Seongju-eup	12736	3738011	
1102067	Hwanghak-dong	12700	1102067	
3645011	Jangseong-eup	12676	3645011	
2501077	Sinin-dong	12672	2501077	
2501068	Hongdo-dong	12665	2501068	
2205062	Sangyeok 2(i)-dong	12643	2205062	
3501176	Nosong-dong	12642	3501176	
3803064	Hadae 2(i)-dong	12636	3803064	
3304355	Bongmyeong 1(il)-dong	12616	3304355	
3125035	Toechon-myeon	12576	3125035	
2206063	Jung-dong	12556	2206063	
2505059	Seokbong-dong	12551	2505059	
2505058	Sintanjin-dong	12547	2505058	
3636012	Beolgyo-eup	12538	3636012	
2105082	Bujeon 1(il)-dong	12530	2105082	
3602058	Guk-dong	12492	3602058	
3501259	Geumam 2(i)-dong	12477	3501259	
2113059	Yeonsan 5(o)-dong	12471	2113059	
2604058	Yangjeong-dong	12469	2604058	
2104067	Dongsam 3(sam)-dong	12455	2104067	
3810057	Deokgye-dong	12414	3810057	
3601076	Buheung-dong	12409	3601076	
3606054	Gwangyeong-dong	12393	3606054	
3811332	Jindong-myeon	12384	3811332	
1118059	Siheung 3(sam)-dong	12362	1118059	
2402057	Yudeok-dong	12349	2402057	
2604059	Yeompo-dong	12335	2604059	
2108058	Deokcheon 3(sam)-dong	12316	2108058	
3501171	Hyoja 2(i)-dong	12309	3501171	
2202052	Sinam 2(i)-dong	12297	2202052	
3107033	Godeok-myeon	12289	3107033	
3104158	Anyang 8(pal)-dong	12278	3104158	
3408039	Songsan-myeon	12275	3408039	
1103052	Yongsan 2-ga-dong	12267	1103052	
1103059	Yongmun-dong	12267	1103059	
2115055	Deokpo 1(il)-dong	12261	2115055	
3207011	Dogye-eup	12254	3207011	
3809053	Neungpo-dong	12245	3809053	
3601051	Yongdang 1(il)-dong	12217	3601051	
3104255	Daran-dong	12181	3104255	
3401154	Wonseong 2(i)-dong	12158	3401154	
3120013	Beobwon-eup	12111	3120013	
2109054	Jung 2(i)-dong	12109	2109054	
2204059	Daemyeong 4(sa)-dong	12106	2204059	
3335036	Gwanghyewon-myeon	12063	3335036	
3106052	Gwangmyeong 2(i)-dong	12060	3106052	
2106052	Boksan-dong	12059	2106052	
2503066	Wolpyeong 1(il)-dong	12055	2503066	
3642011	Muan-eup	12049	3642011	
2204056	Daemyeong 1(il)-dong	12043	2204056	
3111054	Burim-dong	12043	3111054	
2204054	Bongdeok 2(i)-dong	12033	2204054	
3434011	Janghang-eup	12033	3434011	
3121031	Sindun-myeon	12011	3121031	
3739036	Yangmok-myeon	12011	3739036	
2404056	Sinan-dong	12007	2404056	
2111072	Seo 3(sam)-dong	12002	2111072	
3833012	Namji-eup	11995	3833012	
1104068	Seongsu 2(i)-ga 3(sam)-dong	11983	1104068	
2105078	Beomcheon 2(i)-dong	11982	2105078	
2402061	Hwajeong 2(i)-dong	11978	2402061	
1122056	Banpobon-dong	11950	1122056	
3102255	Eunhaeng 1(il)-dong	11931	3102255	
3506054	Geomsan-dong	11918	3506054	
3304154	Yeongun-dong	11891	3304154	
3803073	Seongbuk-dong	11889	3803073	
3401231	Ipjang-myeon	11885	3401231	
3602063	Dundeok-dong	11875	3602063	
3811451	Hoewon 1(il)-dong	11871	3811451	
2402062	Hwajeong 3(sam)-dong	11868	2402062	
3811561	Deoksan-dong	11858	3811561	
3108052	Saengyeon 2(i)-dong	11849	3108052	
3708052	Namwon-dong	11845	3708052	
3337037	Gamgok-myeon	11844	3337037	
3736012	Cheongdo-eup	11830	3736012	
3110155	Seongsa 2(i)-dong	11826	3110155	
2202058	Sincheon 3(sam)-dong	11811	2202058	
1104069	Songjeong-dong	11806	1104069	
3810058	Jungang-dong	11778	3810058	
3115056	Mokgam-dong	11745	3115056	
3805062	Docheon-dong	11740	3805062	
2203051	Naedang 1(il)-dong	11736	2203051	
3101372	Haenggung-dong	11720	3101372	
2405051	Songjeong 1(il)-dong	11716	2405051	
3336011	Goesan-eup	11675	3336011	
2302055	Songhyeon 1早2(ili)-dong	11673	2302055	
3127033	Gasan-myeon	11665	3127033	
3501255	Inhu 2(i)-dong	11664	3501255	
2103070	Jwacheon-dong	11656	2103070	
3811257	Ungnam-dong	11646	3811257	
3115053	Sinhyeon-dong	11643	3115053	
3840011	Hapcheon-eup	11622	3840011	
3601070	Iro-dong	11621	3601070	
2205061	Sangyeok 1(il)-dong	11615	2205061	
2303067	Juan 3(sam)-dong	11583	2303067	
3601075	Ogam-dong	11578	3601075	
3803062	Sangdae 2(i)-dong	11574	3803062	
2303052	Sungui 2(i)-dong	11571	2303052	
3138033	Yangseo-myeon	11569	3138033	
3635011	Goheung-eup	11548	3635011	
3203057	Ponam 1(il)-dong	11529	3203057	
3101367	Maegyo-dong	11508	3101367	
3807034	Hallim-myeon	11496	3807034	
2202051	Sinam 1(il)-dong	11490	2202051	
3304156	Yongdammyeongamsanseong-dong	11465	3304156	
1105059	Neung-dong	11438	1105059	
3304153	Tapdaeseong-dong	11420	3304153	
2111052	Seo 2(i)-dong	11416	2111052	
1101068	Changsin 2(i)-dong	11405	1101068	
3809037	Yeoncho-myeon	11392	3809037	
2203054	Bisan 1(il)-dong	11376	2203054	
1107055	Myeonmok 5(o)-dong	11375	1107055	
3106053	Gwangmyeong 3(sam)-dong	11374	3106053	
3806031	Jeongdong-myeon	11347	3806031	
2203052	Naedang 2早3(isam)-dong	11341	2203052	
3810053	Gangseo-dong	11337	3810053	
3102153	Sinheung 3(sam)-dong	11335	3102153	
3805031	Yongnam-myeon	11321	3805031	
3104267	Galsan-dong	11296	3104267	
1115062	Sinwol 6(yuk)-dong	11289	1115062	
3707011	Geumho-eup	11285	3707011	
2107054	Daeyeon 4(sa)-dong	11278	2107054	
3811461	Guam 2(i)-dong	11274	3811461	
3710056	Jungbang-dong	11255	3710056	
2107061	Yongdang-dong	11218	2107061	
3107055	Jisan-dong	11218	3107055	
3303060	Hwasan-dong	11212	3303060	
3241011	Yangyang-eup	11208	3241011	
3604055	Seongbuk-dong	11202	3604055	
3603038	Seo-myeon	11174	3603038	
3811357	Wanwol-dong	11092	3811357	
3701266	Hwanyeo-dong	11082	3701266	
2101054	Bosu-dong	11076	2101054	
3501261	Ua 1(il)-dong	11073	3501261	
3302058	Hoamjik-dong	11067	3302058	
3201058	Soyang-dong	11066	3201058	
1102073	Donghwa-dong	11055	1102073	
2203056	Bisan 4(sa)-dong	11053	2203056	
3811460	Guam 1(il)-dong	11050	3811460	
2308056	Gajeong 3(sam)-dong	11047	2308056	
1124082	Wirye-dong	11045	1124082	
3811554	Yeojwa-dong	11038	3811554	
1101055	Buam-dong	11012	1101055	
2107069	Munhyeon 4(sa)-dong	11006	2107069	
3811359	Dongseo-dong	10995	3811359	
2104068	Sinseon-dong	10990	2104068	
3102162	Yangji-dong	10961	3102162	
3405036	Eumam-myeon	10958	3405036	
2102069	Nambumin 2(i)-dong	10950	2102069	
2113054	Geoje 4(sa)-dong	10944	2113054	
2203055	Bisan 2早3(isam)-dong	10923	2203055	
2205081	Nowon-dong	10905	2205081	
2401061	Sansu 2(i)-dong	10899	2401061	
3811559	I-dong	10869	3811559	
3603063	Dosa-dong	10860	3603063	
2102054	Seodaesin 1(il)-dong	10858	2102054	
3302057	Munhwa-dong	10858	3302057	
2603058	Nammok 1(il)-dong	10845	2603058	
3124036	Songsan-myeon	10826	3124036	
3708057	Sinheung-dong	10810	3708057	
3811361	Gyobang-dong	10788	3811361	
3435011	Cheongyang-eup	10784	3435011	
3119135	Baegam-myeon	10773	3119135	
3633011	Gurye-eup	10769	3633011	
2303075	Sungui 1早3(il早sam)-dong	10749	2303075	
3402059	wolsong-dong	10743	3402059	
3121032	Baeksa-myeon	10741	3121032	
3235011	Jeongseon-eup	10725	3235011	
2403053	Bangnim 2(i)-dong	10707	2403053	
2205064	Sangyeok 4(sa)-dong	10690	2205064	
3206056	Gyo-dong	10690	3206056	
2204061	Daemyeong 6(yuk)-dong	10683	2204061	
3110158	Changneung-dong	10676	3110158	
2105052	Bujeon 2(i)-dong	10671	2105052	
2109059	Banyeo 3(sam)-dong	10668	2109059	
3126053	Hoecheon 1(il)-dong	10666	3126053	
3103063	Ganeung 3(sam)-dong	10658	3103063	
3703059	Jijwa-dong	10658	3703059	
3503058	Ma-dong	10640	3503058	
3408011	Hapdeok-eup	10625	3408011	
3433031	Gyuam-myeon	10625	3433031	
2601051	Hakseong-dong	10623	2601051	
3706060	Hyucheon 2(i)-dong	10622	3706060	
3105156	Sosa-dong	10619	3105156	
3127037	Ildong-myeon	10582	3127037	
2113053	Geoje 3(sam)-dong	10563	2113053	
3735011	Yeongdeok-eup	10562	3735011	
3207054	Jeongna-dong	10544	3207054	
3805054	Jeongnyang-dong	10520	3805054	
3902032	Pyoseon-myeon	10489	3902032	
2502060	Yongdu-dong	10486	2502060	
3121053	Gwango-dong	10485	3121053	
2202065	Jijeo-dong	10478	2202065	
3811556	Gyeonghwa-dong	10470	3811556	
2207055	Duryu 3(sam)-dong	10453	2207055	
3803011	Munsan-eup	10452	3803011	
3202062	Taejang 1(il)-dong	10442	3202062	
3302061	Bongbang-dong	10439	3302061	
3501267	Jochon-dong	10432	3501267	
3704063	Gangnam-dong	10425	3704063	
2401058	Gyerim 2(i)-dong	10424	2401058	
3501258	Geumam 1(il)-dong	10413	3501258	
3635012	Doyang-eup	10356	3635012	
3102354	Sunae 2(i)-dong	10350	3102354	
2501056	Panam 2(i)-dong	10333	2501056	
2105077	Beomcheon 1(il)-dong	10323	2105077	
3501161	Seoseohak-dong	10299	3501161	
3902059	Daeryun-dong	10297	3902059	
2403060	Wolsan 4(sa)-dong	10288	2403060	
3405038	Haemi-myeon	10281	3405038	
2111067	Cheongnyongnopo-dong	10269	2111067	
3604061	Bitgaram-dong	10250	3604061	
3338011	Danyang-eup	10246	3338011	
3811459	Hapseong 2(i)-dong	10244	3811459	
3121034	Majang-myeon	10241	3121034	
3401153	Wonseong 1(il)-dong	10241	3401153	
2402056	Gwangcheon-dong	10237	2402056	
2501055	Panam 1(il)-dong	10231	2501055	
3901059	Geonip-dong	10231	3901059	
2114058	Gwangan 3(sam)-dong	10224	2114058	
2601055	Boksan 2(i)-dong	10216	2601055	
3302060	Dalcheon-dong	10205	3302060	
3126056	Hoecheon 4(sa)-dong	10188	3126056	
3737012	Goryeong-eup	10180	3737012	
3807053	Buwon-dong	10172	3807053	
2104053	Namhang-dong	10158	2104053	
2108059	Mandeok 1(il)-dong	10147	2108059	
3502064	Heungnam-dong	10147	3502064	
1102065	Sindang 5(o)-dong	10138	1102065	
2202074	Ansim 2(i)-dong	10120	2202074	
3401136	Byeongcheon-myeon	10113	3401136	
1103066	Itaewon 2(i)-dong	10112	1103066	
2201070	Dongin-dong	10102	2201070	
3304453	Naedeok 1(il)-dong	10100	3304453	
3741011	Bonghwa-eup	10090	3741011	
2204065	Daemyeong 10(sip)-dong	10074	2204065	
2502062	Oryu-dong	10069	2502062	
2113057	Yeonsan 3(sam)-dong	10062	2113057	
3405053	Dongmun 2(i)-dong	10056	3405053	
3504060	Chosan-dong	10039	3504060	
3807051	Dongsang-dong	10027	3807051	
3704062	Seogu-dong	10008	3704062	
3737034	Dasan-myeon	10004	3737034	
3202054	Myeongnyun 1(il)-dong	9982	3202054	
2111057	Bugok 1(il)-dong	9979	2111057	
3109173	Ansan-dong	9949	3109173	
3101252	Seryu 1(il)-dong	9944	3101252	
2404055	Im-dong	9916	2404055	
3836011	Hadong-eup	9911	3836011	
2105068	Danggam 2(i)-dong	9901	2105068	
3702013	Geoncheon-eup	9895	3702013	
2403065	Juwol 2(i)-dong	9855	2403065	
3304332	Oksan-myeon	9838	3304332	
3126034	Jangheung-myeon	9835	3126034	
1101071	Sungin 2(i)-dong	9831	1101071	
3506051	Yochon-dong	9808	3506051	
2203068	Wondae-dong	9804	2203068	
3113034	Sudong-myeon	9802	3113034	
3807056	Chilsanseobu-dong	9802	3807056	
3536011	Sunchang-eup	9786	3536011	
3406011	Ganggyeong-eup	9785	3406011	
3807033	Jillye-myeon	9783	3807033	
3108058	Soyo-dong	9747	3108058	
3436012	Gwangcheon-eup	9745	3436012	
2111055	Geumsa-dong	9716	2111055	
1113074	Bugahyeon-dong	9710	1113074	
3116062	Daeya-dong	9707	3116062	
3203051	Hongje-dong	9702	3203051	
3701132	Donghae-myeon	9685	3701132	
3601068	Bukhang-dong	9683	3601068	
2601053	Bangu 2(i)-dong	9682	2601053	
3405034	Jigok-myeon	9677	3405034	
2107060	Yongho 4(sa)-dong	9670	2107060	
3709059	Jeomchon 3(sam)-dong	9633	3709059	
3402056	Ongnyong-dong	9631	3402056	
1124078	Jamsil 7(chil)-dong	9619	1124078	
2204066	Daemyeong 11(sibil)-dong	9613	2204066	
2403057	Wolsan-dong	9598	2403057	
3603059	Namje-dong	9595	3603059	
3811454	Seokjeon 2(i)-dong	9595	3811454	
2204053	Bongdeok 1(il)-dong	9594	2204053	
3202064	Bongsan-dong	9593	3202064	
2104055	Yeongseon 2(i)-dong	9591	2104055	
3501260	Palbok-dong	9567	3501260	
3809055	Okpo 1(il)-dong	9547	3809055	
3125034	Docheok-myeon	9542	3125034	
1101064	Ihwa-dong	9519	1101064	
3901064	Ora-dong	9519	3901064	
3805055	Buksin-dong	9513	3805055	
3902058	Seohong-dong	9507	3902058	
3642033	Cheonggye-myeon	9449	3642033	
2404067	Duam 1(il)-dong	9438	2404067	
3304251	Sajik 1(il)-dong	9433	3304251	
3647011	Jindo-eup	9428	3647011	
3703061	Pyeonghwanamsan-dong	9412	3703061	
3811564	Ungdong 1(il)-dong	9399	3811564	
3901056	Samdo 2(i)-dong	9392	3901056	
3123036	Haseong-myeon	9389	3123036	
1101053	Sajik-dong	9379	1101053	
3601060	Mokwon-dong	9373	3601060	
3111051	Jungang-dong	9370	3111051	
2631034	Ungchon-myeon	9364	2631034	
2109056	Songjeong-dong	9333	2109056	
1103058	Hyochang-dong	9308	1103058	
3137034	Ha-myeon	9294	3137034	
3503062	Songhak-dong	9275	3503062	
3532011	Jinan-eup	9261	3532011	
3303068	Uiam-dong	9260	3303068	
2202059	Sincheon 4(sa)-dong	9251	2202059	
3337035	Samseong-myeon	9249	3337035	
3126032	Nam-myeon	9247	3126032	
3337033	Maengdong-myeon	9247	3337033	
2604054	Gangdong-dong	9246	2604054	
3902061	Jungmun-dong	9194	3902061	
3335035	Iwol-myeon	9187	3335035	
3602064	Mandeok-dong	9185	3602064	
3202031	Socho-myeon	9180	3202031	
3239011	Inje-eup	9166	3239011	
3706051	Sangmang-dong	9164	3706051	
2106058	Sajik 1(il)-dong	9158	2106058	
2601054	Boksan 1(il)-dong	9154	2601054	
3810034	Habuk-myeon	9151	3810034	
3431039	Chubu-myeon	9149	3431039	
2131012	Jangan-eup	9091	2131012	
2204060	Daemyeong 5(o)-dong	9083	2204060	
3831011	Uiryeong-eup	9081	3831011	
3240033	Toseong-myeon	9073	3240033	
3902031	Andeok-myeon	9069	3902031	
3706061	Hyucheon 3(sam)-dong	9056	3706061	
3808036	Sangnam-myeon	9056	3808036	
2403051	Yangnim-dong	9051	2403051	
3122039	Iljuk-myeon	9044	3122039	
2505052	Daehwa-dong	9032	2505052	
3707052	Jungang-dong	9032	3707052	
1125056	Godeok 2(i)-dong	9029	1125056	
2102061	Ami-dong	9022	2102061	
3501174	Jungang-dong	9020	3501174	
2901034	Geumnam-myeon	9008	2901034	
3204060	Bukpyeong-dong	9004	3204060	
2102056	Seodaesin 3(sam)-dong	8998	2102056	
3708055	Dongmun-dong	8992	3708055	
3202057	Ilsan-dong	8988	3202057	
2302060	Songnim 3早5(samo)-dong	8974	2302060	
3103062	Ganeung 2(i)-dong	8972	3103062	
3811551	Jungang-dong	8968	3811551	
2203061	Pyeongni 2(i)-dong	8961	2203061	
3127039	Yeongbuk-myeon	8959	3127039	
2103057	Sujeong 2(i)-dong	8947	2103057	
3701111	Guryongpo-eup	8931	3701111	
1103064	Ichon 2(i)-dong	8918	1103064	
3533011	Muju-eup	8902	3533011	
3811355	Banwol-dong	8895	3811355	
3302054	Gyohyeon 2(i)-dong	8890	3302054	
2205065	Bokhyeon 1(il)-dong	8865	2205065	
2308065	Gajwa 4(sa)-dong	8849	2308065	
2401073	Jiwon 2(i)-dong	8849	2401073	
3407051	Geumam-dong	8849	3407051	
2302053	Hwasu 2(i)-dong	8842	2302053	
3237011	Hwacheon-eup	8830	3237011	
3702066	Bulguk-dong	8820	3702066	
2103066	Beomil 2(i)-dong	8805	2103066	
3402058	Ungjin-dong	8804	3402058	
3708053	Bungmun-dong	8788	3708053	
2105079	Beomcheon 4(sa)-dong	8779	2105079	
37430	Ulleung-gun	8770	37430	
3636011	Boseong-eup	8767	3636011	
2203058	Bisan 6(yuk)-dong	8753	2203058	
3404052	Onyang 2(i)-dong	8752	3404052	
3137031	Seorak-myeon	8748	3137031	
2401072	Jiwon 1(il)-dong	8729	2401072	
2602055	Sinjeong 5(o)-dong	8722	2602055	
2404052	Jungheung 2(i)-dong	8698	2404052	
2403067	Songam-dong	8690	2403067	
2631038	Sangbuk-myeon	8689	2631038	
2203060	Pyeongni 1(il)-dong	8684	2203060	
3302043	Daesowon-myeon	8681	3302043	
2203065	Pyeongni 6(yuk)-dong	8672	2203065	
3234036	Jinbu-myeon	8654	3234036	
3207052	Seongnae-dong	8644	3207052	
3811356	Jungang-dong	8623	3811356	
3203056	Gyo 2(i)-dong	8613	3203056	
3807060	Buram-dong	8604	3807060	
2601064	Yaksa-dong	8558	2601064	
1102069	Sindang-dong	8553	1102069	
2103067	Beomil 4(sa)-dong	8552	2103067	
2102052	Dongdaesin 2(i)-dong	8548	2102052	
3706063	Gaheung 2(i)-dong	8533	3706063	
2402054	Nongseong 1(il)-dong	8531	2402054	
3122034	Miyang-myeon	8530	3122034	
3811557	Byeongam-dong	8523	3811557	
2205070	Geomdan-dong	8522	2205070	
3122040	Juksan-myeon	8520	3122040	
3303071	Yeongseo-dong	8500	3303071	
3203067	Gyeongpo-dong	8486	3203067	
3118051	Cheonhyeon-dong	8479	3118051	
3335031	Deoksan-myeon	8468	3335031	
3122032	Geumgwang-myeon	8465	3122032	
3438012	Anmyeon-eup	8462	3438012	
3126031	Eunhyeon-myeon	8458	3126031	
2131031	Ilgwang-myeon	8410	2131031	
3404037	Inju-myeon	8406	3404037	
3234011	Pyeongchang-eup	8397	3234011	
1102068	Jungnim-dong	8392	1102068	
3207051	Namyang-dong	8374	3207051	
3807052	Hoehyeon-dong	8348	3807052	
2101060	Yeongju 2(i)-dong	8305	2101060	
3703062	Yulgok-dong	8302	3703062	
3603058	Pungdeok-dong	8299	3603058	
3703060	Jasan-dong	8273	3703060	
3505057	Hyanggyo-dong	8227	3505057	
3641011	Yeongam-eup	8218	3641011	
2107056	Daeyeon 6(yuk)-dong	8210	2107056	
3202066	Haenggu-dong	8202	3202066	
3239032	Buk-myeon	8188	3239032	
2401056	Gyerim 1(il)-dong	8181	2401056	
3603054	Maegok-dong	8173	3603054	
2303057	Yonghyeon 3(sam)-dong	8171	2303057	
2102064	Chungmu-dong	8162	2102064	
3643011	Hampyeong-eup	8157	3643011	
3501160	Dongseohak-dong	8150	3501160	
3806033	Yonghyeon-myeon	8139	3806033	
2631031	Seosaeng-myeon	8138	2631031	
3502055	Sinpung-dong	8125	3502055	
2202055	Sinam 5(o)-dong	8118	2202055	
3602068	Jusam-dong	8117	3602068	
1101057	Muak-dong	8106	1101057	
2107067	Munhyeon 2(i)-dong	8103	2107067	
2202053	Sinam 3(sam)-dong	8086	2202053	
3502066	Gyeongam-dong	8076	3502066	
3124031	Maesong-myeon	8052	3124031	
2110066	Gamcheon 2(i)-dong	8039	2110066	
3601055	Sanjeong-dong	8035	3601055	
3901057	Yongdam 1(il)-dong	8018	3901057	
3111055	Gwacheon-dong	8016	3111055	
3811458	Hapseong 1(il)-dong	7971	3811458	
3503031	Osan-myeon	7958	3503031	
3402011	Yugu-eup	7944	3402011	
3119134	Wonsam-myeon	7937	3119134	
2403052	Bangnim 1(il)-dong	7926	2403052	
3702068	Hwango-dong	7923	3702068	
3119132	Namsa-myeon	7917	3119132	
2102059	Bumin-dong	7913	2102059	
2231031	Gachang-myeon	7912	2231031	
3708054	Gyerim-dong	7877	3708054	
3703011	Apo-eup	7871	3703011	
3742038	Hupo-myeon	7848	3742038	
2505061	Moksang-dong	7847	2505061	
2102053	Dongdaesin 3(sam)-dong	7817	2102053	
2401059	Sansu 1(il)-dong	7807	2401059	
2302051	Manseok-dong	7801	2302051	
3731011	Gunwi-eup	7799	3731011	
2405061	Bia-dong	7795	2405061	
3124035	Mado-myeon	7793	3124035	
3736011	Hwayang-eup	7782	3736011	
2104069	Bongnae 2(i)-dong	7774	2104069	
3702037	Gangdong-myeon	7764	3702037	
1103065	Itaewon 1(il)-dong	7753	1103065	
3632011	Gokseong-eup	7743	3632011	
3602059	Wolho-dong	7694	3602059	
2203064	Pyeongni 5(o)-dong	7684	2203064	
3403052	Daecheon 2(i)-dong	7682	3403052	
2111051	Seo 1(il)-dong	7674	2111051	
3901053	Ido 1(il)-dong	7659	3901053	
3901031	Hangyeong-myeon	7656	3901031	
2403061	Wolsan 5(o)-dong	7643	2403061	
3404011	Yeomchi-eup	7643	3404011	
3437012	Sapgyo-eup	7641	3437012	
3123035	Wolgot-myeon	7635	3123035	
3709058	Jeomchon 2(i)-dong	7626	3709058	
2107063	Gamman 2(i)-dong	7619	2107063	
3138031	Gangsang-myeon	7616	3138031	
3604051	Songwol-dong	7609	3604051	
1101069	Changsin 3(sam)-dong	7603	1101069	
1101061	Jongno 1早2早3早4(ilisamsa)-ga-dong	7598	1101061	
3531013	Yongjin-eup	7591	3531013	
2104063	Cheonghak 1(il)-dong	7586	2104063	
3302064	Mokhaengyongtan-dong	7584	3302064	
1103053	Namyeong-dong	7575	1103053	
2131033	Cheolma-myeon	7575	2131033	
3706059	Hyucheon 1(il)-dong	7575	3706059	
3604011	Nampyeong-eup	7559	3604011	
2231036	Guji-myeon	7544	2231036	
3503032	Hwangdeung-myeon	7535	3503032	
3128036	Daesin-myeon	7530	3128036	
2401068	Hak-dong	7521	2401068	
3405031	Inji-myeon	7519	3405031	
3832032	Gunbuk-myeon	7518	3832032	
3405039	Gobuk-myeon	7488	3405039	
3808012	Hanam-eup	7480	3808012	
3811453	Seokjeon 1(il)-dong	7479	3811453	
2104066	Dongsam 2(i)-dong	7474	2104066	
3201011	Sinbuk-eup	7471	3201011	
3811455	Hoeseong-dong	7452	3811455	
3120037	Jeokseong-myeon	7434	3120037	
3806051	Dongseo-dong	7429	3806051	
3806057	Hyangchon-dong	7419	3806057	
3503011	Hamyeol-eup	7417	3503011	
3734011	Yeongyang-eup	7410	3734011	
2103055	Choryang 6(yuk)-dong	7406	2103055	
3808055	Gagok-dong	7401	3808055	
2201066	Namsan 3(sam)-dong	7399	2201066	
2901036	YeonSeo-myeon	7394	2901036	
3902060	Daecheon-dong	7393	3902060	
2302063	Songnim 6(yuk)-dong	7392	2302063	
2603052	Ilsan-dong	7386	2603052	
3408032	Seongmun-myeon	7382	3408032	
2101053	Daecheong-dong	7379	2101053	
2301052	Yeonan-dong	7370	2301052	
3710032	Jain-myeon	7355	3710032	
2115051	Samnak-dong	7323	2115051	
2308055	Gajeong 2(i)-dong	7313	2308055	
2112051	Daejeo 1(il)-dong	7291	2112051	
3808011	Samnangjin-eup	7274	3808011	
3104154	Anyang 4(sa)-dong	7269	3104154	
3803076	Chungmugong-dong	7263	3803076	
2201062	Daesin-dong	7257	2201062	
3108051	Saengyeon 1(il)-dong	7257	3108051	
3811132	Daesan-myeon	7246	3811132	
3704058	Pyeonghwa-dong	7229	3704058	
3203060	Songjeong-dong	7207	3203060	
3601065	Yudal-dong	7206	3601065	
2110064	Gupyeong-dong	7204	2110064	
2201068	Daebong 1(il)-dong	7199	2201068	
3201057	Geunhwa-dong	7193	3201057	
3503069	Palbong-dong	7187	3503069	
3811362	Nosan-dong	7182	3811362	
3304134	Namil-myeon	7177	3304134	
3437036	Deoksan-myeon	7173	3437036	
2112052	Daejeo 2(i)-dong	7172	2112052	
2102057	Seodaesin 4(sa)-dong	7157	2102057	
2203057	Bisan 5(o)-dong	7157	2203057	
2502059	Busa-dong	7153	2502059	
3109272	Daebu-dong	7151	3109272	
2104059	Bongnae 1(il)-dong	7149	2104059	
3704059	Angi-dong	7110	3704059	
3303011	Bongyang-eup	7100	3303011	
3742037	Jukbyeon-myeon	7100	3742037	
2331031	Seonwon-myeon	7084	2331031	
2201054	Samdeok-dong	7072	2201054	
1101070	Sungin 1(il)-dong	7049	1101070	
3710051	Jungang-dong	7049	3710051	
3809031	Irun-myeon	7049	3809031	
3811364	Happo-dong	7048	3811364	
3138034	Okcheon-myeon	7041	3138034	
3534011	Jangsu-eup	7032	3534011	
2302052	Hwasu 1(il)hwapyeong-dong	7012	2302052	
3404036	Yeongin-myeon	7009	3404036	
3240011	Ganseong-eup	7007	3240011	
3138035	Seojong-myeon	7006	3138035	
3403056	Daecheon 5(o)-dong	7002	3403056	
3402055	Geumhak-dong	6989	3402055	
2901035	janggun-myeon	6968	2901035	
3107034	Oseong-myeon	6956	3107034	
3127031	Gunnae-myeon	6955	3127031	
3118052	Sinjang 1(il)-dong	6928	3118052	
2111063	Jangjeon 3(sam)-dong	6899	2111063	
3503055	Inhwa-dong	6891	3503055	
2901037	Jeonui-myeon	6886	2901037	
3304231	Nami-myeon	6883	3304231	
3706053	Hamang-dong	6881	3706053	
3237034	Sanae-myeon	6874	3237034	
3124037	Seosin-myeon	6865	3124037	
3402051	Junghak-dong	6857	3402051	
2401064	Seonam-dong	6839	2401064	
3407031	Duma-myeon	6839	3407031	
